---
8.478596e-01	1
9.170237e-01	2
9.655075e-01	3
9.526949e-01	4
9.251388e-01	5
9.269275e-01	6
9.449627e-01	7
9.721668e-01	8
9.674687e-01	9
9.689540e-01	10
9.176877e-01	20
9.837422e-01	30
9.881971e-01	40
9.965561e-01	50
9.988162e-01	60
9.988624e-01	70
9.989317e-01	80
9.995004e-01	90
9.995310e-01	100
---
8.478596e-01	1
9.170237e-01	2
9.655075e-01	3
9.526949e-01	4
9.251388e-01	5
9.269275e-01	6
9.449627e-01	7
9.721668e-01	8
9.674687e-01	9
9.689540e-01	10
9.176877e-01	20
9.837422e-01	30
9.881971e-01	40
9.965561e-01	50
9.988162e-01	60
9.988624e-01	70
9.989317e-01	80
9.995004e-01	90
9.995310e-01	100
