7.390297e-01	1
6.383189e-01	2
5.271228e-01	3
6.096622e-01	4
3.871935e-01	5
4.912387e-01	6
4.157944e-01	7
3.518391e-01	8
3.796786e-01	9
3.637003e-01	10
3.688253e-01	20
4.172784e-01	30
3.891337e-01	40
3.643815e-01	50
4.042641e-01	60
3.904893e-01	70
4.145223e-01	80
3.931060e-01	90
3.577139e-01	100
---
7.431664e-01	1
6.567019e-01	2
5.261267e-01	3
5.827976e-01	4
3.403328e-01	5
3.971939e-01	6
3.744152e-01	7
3.370556e-01	8
3.548965e-01	9
3.399211e-01	10
3.558720e-01	20
4.032873e-01	30
3.919764e-01	40
3.806307e-01	50
3.729543e-01	60
3.757174e-01	70
3.786456e-01	80
4.496284e-01	90
3.907297e-01	100
---
6.991016e-01	1
---
7.116345e-01	1
6.029789e-01	2
5.201414e-01	3
5.265671e-01	4
3.769829e-01	5
3.649361e-01	6
3.957769e-01	7
4.775134e-01	8
3.905115e-01	9
4.261641e-01	10
3.508641e-01	20
3.500307e-01	30
3.430938e-01	40
3.870542e-01	50
3.941359e-01	60
4.163076e-01	70
4.271416e-01	80
3.505548e-01	90
3.772938e-01	100
