9.844171e-01	1
5.666578e-01	2
9.685728e-01	3
9.766384e-01	4
9.624779e-01	5
9.759989e-01	6
9.544423e-01	7
9.742210e-01	8
9.821450e-01	9
9.376433e-01	10
9.787259e-01	20
9.655214e-01	30
9.709729e-01	40
9.688279e-01	50
9.849204e-01	60
9.901360e-01	70
9.776657e-01	80
9.886352e-01	90
9.924825e-01	100
---
9.763555e-01	1
9.818458e-01	2
9.196759e-01	3
9.357212e-01	4
9.460544e-01	5
9.536701e-01	6
9.566947e-01	7
9.795015e-01	8
9.823988e-01	9
9.772868e-01	10
9.792176e-01	20
9.841001e-01	30
9.705937e-01	40
9.540322e-01	50
9.849562e-01	60
9.845172e-01	70
9.829275e-01	80
9.887692e-01	90
9.941221e-01	100
