9.372213e-01	1
6.481857e-01	2
9.086704e-01	3
9.227985e-01	4
9.013281e-01	5
9.163243e-01	6
8.921320e-01	7
9.146193e-01	8
9.324929e-01	9
8.671783e-01	10
9.206977e-01	20
9.055084e-01	30
9.131176e-01	40
9.044514e-01	50
9.381693e-01	60
9.498742e-01	70
9.237596e-01	80
9.454727e-01	90
9.552304e-01	100
---
9.201431e-01	1
9.323514e-01	2
8.565619e-01	3
8.720869e-01	4
8.829399e-01	5
8.910559e-01	6
8.903675e-01	7
9.215930e-01	8
9.274910e-01	9
9.220935e-01	10
9.269542e-01	20
9.347418e-01	30
9.138465e-01	40
8.905855e-01	50
9.296083e-01	60
9.336527e-01	70
9.339636e-01	80
9.457909e-01	90
9.616130e-01	100
