6.737235e-01	1
9.195037e-01	2
9.268158e-01	3
9.473475e-01	4
9.606848e-01	5
9.501690e-01	6
9.649147e-01	7
9.676813e-01	8
9.782014e-01	9
9.813116e-01	10
9.950267e-01	20
9.914544e-01	30
9.976459e-01	40
9.995892e-01	50
9.995401e-01	60
9.994633e-01	70
9.996713e-01	80
9.997366e-01	90
9.998053e-01	100
---
7.431744e-01	1
9.308073e-01	2
9.632293e-01	3
9.506897e-01	4
9.651886e-01	5
9.599814e-01	6
9.706260e-01	7
9.581378e-01	8
9.711955e-01	9
9.762024e-01	10
9.898243e-01	20
9.970174e-01	30
9.982674e-01	40
9.997598e-01	50
9.996321e-01	60
9.997505e-01	70
9.997087e-01	80
9.995822e-01	90
9.997385e-01	100
