9.824719e-04	1
9.879742e-04	2
1.217547e-03	3
1.305602e-02	4
6.377982e-02	5
6.141516e-01	6
8.379928e-01	7
5.525430e-01	8
6.769386e-01	9
6.905040e-01	10
9.555999e-01	20
9.952406e-01	30
9.945798e-01	40
9.975544e-01	50
9.998404e-01	60
9.996193e-01	70
9.993270e-01	80
9.998959e-01	90
9.989958e-01	100
---
9.243709e-01	1
9.730772e-01	2
9.714099e-01	3
9.844653e-01	4
9.940547e-01	5
9.994134e-01	6
9.995056e-01	7
9.998231e-01	8
9.994320e-01	9
9.997651e-01	10
9.998390e-01	20
9.997545e-01	30
9.997871e-01	40
9.998727e-01	50
9.994528e-01	60
9.998473e-01	70
9.998901e-01	80
9.998643e-01	90
9.997079e-01	100
