length,delta,J,lambda,time_interval,evol_num,sample_num,train_set_type,entangle_dim,loss,gate_fidelity,spectrum_diff,H_diff,train_loss,test_loss,train_fidelity,test_fidelity
10,0.1,1.0,1.0,0.04,5.0,4.0,non_product,1.0,multi_mags,0.9981964820057976,0.0292160892960902,0.0061203965187134,0.0004404551791509,0.0172307127110121,0.9991313322085772,0.9992498399615606
10,0.1,1.0,1.0,0.04,6.0,1.0,non_product,1.0,multi_mags,0.8399437855472455,40.73318939356066,0.0415970288404627,0.0008711142880613,0.2210854743414536,0.9153032926038848,0.9272998916850732
10,0.1,1.0,1.0,0.04,6.0,2.0,non_product,1.0,multi_mags,0.979890931885908,1.745204420136177,0.0145508105168375,0.0007913533629119,0.0747334766874577,0.989929360091278,0.991648319797174
10,0.1,1.0,1.0,0.04,6.0,3.0,non_product,1.0,multi_mags,0.994659201769434,0.0661489387968797,0.0100701597730583,0.0004190492091608,0.0308098150421136,0.997360669121238,0.9979660369269598
10,0.1,1.0,1.0,0.04,6.0,4.0,non_product,1.0,multi_mags,0.9987590201469168,0.0056150715341558,0.0057953280298176,0.0004441403083382,0.0158025328500599,0.9994011339185134,0.999500243710319
10,0.1,1.0,1.0,0.04,7.0,1.0,non_product,1.0,multi_mags,0.7334321978005302,100.3322480148309,0.0538990217406372,0.000852629830483,0.3141571484989416,0.8588574281564917,0.8591223423897876
10,0.1,1.0,1.0,0.04,7.0,2.0,non_product,1.0,multi_mags,0.990374324347056,0.4931699485020172,0.0122124635512665,0.0007105925105257,0.0467804783217903,0.995280603394296,0.9963431343288996
10,0.1,1.0,1.0,0.04,7.0,3.0,non_product,1.0,multi_mags,0.9974983151628776,0.1305178624415663,0.0056305374433874,0.0004352166624771,0.0240510204370409,0.998785338694169,0.9990032962698412
10,0.1,1.0,1.0,0.04,7.0,4.0,non_product,1.0,multi_mags,0.9993770918445868,0.0021882133256362,0.0048776320704762,0.0004307402786275,0.011644964124787,0.9997346978082484,0.999730214912846
10,0.1,1.0,1.0,0.04,8.0,1.0,non_product,1.0,multi_mags,0.913327158230865,16.387571233956905,0.029355529635716,0.0010803303271894,0.1241878049443165,0.9540094904365282,0.971702710239301
10,0.1,1.0,1.0,0.04,8.0,2.0,non_product,1.0,multi_mags,0.9932759845251676,0.1208386909322466,0.0115480536551271,0.0004741838857997,0.0441032858180643,0.9967661640696586,0.9970330020206024
10,0.1,1.0,1.0,0.04,8.0,3.0,non_product,1.0,multi_mags,0.995677085259882,0.0234170621848823,0.0088329067305252,0.0004947572952459,0.0324155307498959,0.9979681688950964,0.9981193846459252
10,0.1,1.0,1.0,0.04,8.0,4.0,non_product,1.0,multi_mags,0.9993153322672192,0.0086575500143919,0.0060297282513902,0.0008193985473495,0.0107389562847483,0.999764303157854,0.9997526781184246
10,0.1,1.0,1.0,0.04,9.0,1.0,non_product,1.0,multi_mags,0.910430060519958,12.388730959809834,0.0307498508957441,0.0009465624265088,0.1697238928386215,0.954881671248412,0.9575153558153602
10,0.1,1.0,1.0,0.04,9.0,2.0,non_product,1.0,multi_mags,0.9974621184819712,0.0162971096827849,0.0080924074299793,0.0007844427023567,0.0235065859902584,0.9987931970066904,0.9989776005262462
10,0.1,1.0,1.0,0.04,9.0,3.0,non_product,1.0,multi_mags,0.9985338302890804,0.0096008705004747,0.0067042137223958,0.0004095286183176,0.0172564109718917,0.9992413753735168,0.9993682020834358
10,0.1,1.0,1.0,0.04,9.0,4.0,non_product,1.0,multi_mags,0.9994361762651716,0.0025985920548396,0.0067261684142,0.0003789759069158,0.0110416772169004,0.999747627896148,0.9997435246194882
10,0.1,1.0,1.0,0.04,10.0,1.0,non_product,1.0,multi_mags,0.9295283623717788,13.597604016648614,0.0302165770806409,0.0006545299230602,0.1264008314595524,0.9644546960992644,0.9697939598764422
10,0.1,1.0,1.0,0.04,10.0,2.0,non_product,1.0,multi_mags,0.9957858702617512,0.0484818722974785,0.0086610848159794,0.0006975062764483,0.0279848213629569,0.9979257357959904,0.9984614878580144
10,0.1,1.0,1.0,0.04,10.0,3.0,non_product,1.0,multi_mags,0.9994498494232325,0.0016666118039803,0.0051494107851109,0.0005261731149419,0.0111642355785949,0.9997817801123964,0.9997795392661076
10,0.1,1.0,1.0,0.04,10.0,4.0,non_product,1.0,multi_mags,0.9997521341770824,0.0025801996055476,0.0054271670691428,0.0003868811913072,0.0068924271054951,0.9999123374859952,0.9999010243050492
10,0.1,1.0,1.0,0.06,1.0,1.0,non_product,1.0,multi_mags,0.4399118292921585,134.11407042356203,0.0550269861932182,0.0007908981225985,0.4630167527972444,0.6474533933746663,0.7209509613645497
10,0.1,1.0,1.0,0.06,1.0,1.0,non_product,1.0,multi_mags,0.5124334121984833,96.8389346491639,0.050156388793001,0.0007934543753739,0.4586193368512728,0.7022685689400148,0.7199907842879377
10,0.1,1.0,1.0,0.06,1.0,2.0,non_product,1.0,multi_mags,0.5896443126229607,69.01575723579253,0.0408993505739932,0.0006560845529388,0.3909966221102565,0.7577487989835314,0.7753197605684791
10,0.1,1.0,1.0,0.06,1.0,2.0,non_product,1.0,multi_mags,0.7573039607692099,24.320826191693463,0.0331974838624525,0.0009071610232219,0.2864882165243281,0.8643871697820007,0.8799416777286512
10,0.1,1.0,1.0,0.06,1.0,3.0,non_product,1.0,multi_mags,0.7989022035050048,21.36258041055253,0.030119780713159,0.0006855527865574,0.2453190091335465,0.8949919930779112,0.8992021806767188
10,0.1,1.0,1.0,0.06,1.0,3.0,non_product,1.0,multi_mags,0.8475024195003502,15.352173257699388,0.0246437715342745,0.0011662342449935,0.22798412888825,0.9183409636558292,0.921161716659566
10,0.1,1.0,1.0,0.06,1.0,4.0,non_product,1.0,multi_mags,0.8465735256417264,15.542285652761304,0.026314801168585,0.0006887111878952,0.2114728888517337,0.9218884963072544,0.9367018102767704
10,0.1,1.0,1.0,0.06,1.0,4.0,non_product,1.0,multi_mags,0.7786421981097148,28.534007300428595,0.0303299447178133,0.0006824169526266,0.2819659260159419,0.882880983397677,0.888394206796726
10,0.1,1.0,1.0,0.06,1.0,5.0,non_product,1.0,multi_mags,0.9038681186754662,6.300926489245696,0.0182963497617494,0.0006301315041122,0.1609701795920319,0.9494858329099154,0.9639023819234864
10,0.1,1.0,1.0,0.06,1.0,6.0,non_product,1.0,multi_mags,0.9671264338919798,0.5258601899683513,0.0136152815728965,0.0008481357608534,0.0836004260406688,0.983460453234592,0.9869818925790088
10,0.1,1.0,1.0,0.06,1.0,7.0,non_product,1.0,multi_mags,0.9880914582536154,0.130593315666148,0.0075775681787017,0.0004063588875334,0.058472688802523,0.9941419712184184,0.9935661087118466
10,0.1,1.0,1.0,0.06,1.0,8.0,non_product,1.0,multi_mags,0.9961353454734484,0.0105763282344005,0.0051337588300428,0.0004303318600624,0.0252342029148247,0.9981322442969492,0.998485018473854
10,0.1,1.0,1.0,0.06,1.0,9.0,non_product,1.0,multi_mags,0.9983766077284774,0.0058626033332296,0.0033734492130145,0.0004298212727254,0.0170645162778627,0.9991513856511716,0.9993102985106412
10,0.1,1.0,1.0,0.06,1.0,10.0,non_product,1.0,multi_mags,0.999224556915004,0.0014855276337772,0.0023920431335139,0.0004623606200267,0.0115626876587426,0.9996247401171736,0.9996528504447868
10,0.1,1.0,1.0,0.06,2.0,1.0,non_product,1.0,multi_mags,0.5519274725938972,77.22388521103997,0.0503376014578355,0.0012689460665913,0.3694592153671563,0.7526539642338267,0.7916497345837579
10,0.1,1.0,1.0,0.06,2.0,3.0,non_product,1.0,multi_mags,0.9560969919177792,1.938975956457204,0.0174419866872559,0.0004986278284391,0.1058180334714572,0.9780073253183024,0.9812145051483978
10,0.1,1.0,1.0,0.06,2.0,4.0,non_product,1.0,multi_mags,0.9904434214539674,0.1583497242362672,0.0072179817715522,0.0005072635640485,0.0437221367451692,0.9952938248447436,0.9963451418748988
10,0.1,1.0,1.0,0.06,3.0,1.0,non_product,1.0,multi_mags,0.7360604026249153,42.750914429157056,0.0364308325481149,0.0007579802625775,0.3054323257903385,0.8556281544631629,0.8719505915126934
10,0.1,1.0,1.0,0.06,3.0,2.0,non_product,1.0,multi_mags,0.9102043059918826,5.978683953987908,0.0205392616332142,0.0005212144456415,0.1596775963771222,0.9562178521864516,0.9613205057072536
10,0.1,1.0,1.0,0.06,3.0,3.0,non_product,1.0,multi_mags,0.9930687960696388,0.0159760208938927,0.0070816698615997,0.000462065238557,0.0407139846891848,0.9965400295908452,0.9970937852323872
10,0.1,1.0,1.0,0.06,3.0,4.0,non_product,1.0,multi_mags,0.9945402626434758,0.0190138721228437,0.0058306447002055,0.0004383929715168,0.0345163607057977,0.9971866480000952,0.9978226064966252
10,0.1,1.0,1.0,0.06,4.0,1.0,non_product,1.0,multi_mags,0.8028750737095075,23.531362467149712,0.0311995535852543,0.0009371138422072,0.254153576173213,0.8990611404692729,0.9070261234401312
10,0.1,1.0,1.0,0.06,4.0,2.0,non_product,1.0,multi_mags,0.942333449185047,3.83373326927306,0.0183063945988119,0.0005024084338406,0.1229521626126464,0.9692988007475504,0.9775309351029734
10,0.1,1.0,1.0,0.06,4.0,3.0,non_product,1.0,multi_mags,0.9972121036620768,0.0232551557789903,0.0048176751468838,0.0004621244447289,0.0242463541277541,0.998505715370412,0.9989043045065086
10,0.1,1.0,1.0,0.06,4.0,4.0,non_product,1.0,multi_mags,0.9976963113449374,0.0137489714754229,0.0061353824528288,0.0004907706058274,0.0213534804471111,0.998897473954734,0.9990728520702676
10,0.1,1.0,1.0,0.06,5.0,1.0,non_product,1.0,multi_mags,0.8035846162256064,23.8151701052804,0.0305429953843697,0.0007983939485564,0.2555497145929189,0.8964918609040908,0.9054085195118674
10,0.1,1.0,1.0,0.06,5.0,2.0,non_product,1.0,multi_mags,0.9843703070954772,0.1882628464678527,0.008742710639141,0.0009488791009731,0.0660594270628694,0.9920222025330286,0.992744214761052
10,0.1,1.0,1.0,0.06,5.0,3.0,non_product,1.0,multi_mags,0.9936404605696392,0.0229884535302476,0.0084484636559787,0.0004961782544062,0.0372520801842796,0.9966912520963604,0.9974173197060888
10,0.1,1.0,1.0,0.06,5.0,4.0,non_product,1.0,multi_mags,0.999018804597991,0.0029431092129946,0.004361854204565,0.0004270992361802,0.0136263302375025,0.9994865978764024,0.999584437561704
10,0.1,1.0,1.0,0.06,6.0,1.0,non_product,1.0,multi_mags,0.8529950370509575,14.716696957333738,0.0282451102212142,0.0010992515946169,0.1966773333124004,0.9247476828173724,0.9384616098220152
10,0.1,1.0,1.0,0.06,6.0,2.0,non_product,1.0,multi_mags,0.9927944029691432,0.096992239991834,0.0088021099459823,0.0006728586995471,0.0390721076646612,0.9962666306614608,0.997184141185223
10,0.1,1.0,1.0,0.06,6.0,3.0,non_product,1.0,multi_mags,0.9990616391770968,0.0025957174336331,0.0051679580149587,0.0006174746062312,0.0141770473597068,0.999577685656394,0.9995855342174071
10,0.1,1.0,1.0,0.06,6.0,4.0,non_product,1.0,multi_mags,0.9992432174787336,0.002011344282604,0.0030289518171264,0.0004220798687751,0.010984825987392,0.999648394656488,0.9997113845394472
10,0.1,1.0,1.0,0.06,7.0,1.0,non_product,1.0,multi_mags,0.9354156009604347,6.113682805276848,0.0182826054743448,0.0012206633741285,0.1322757594927331,0.96733586350487,0.9758190460721282
10,0.1,1.0,1.0,0.06,7.0,2.0,non_product,1.0,multi_mags,0.995508005113504,0.0291380430942398,0.0066926056559105,0.0009943044556318,0.0364670441527774,0.997633375641048,0.9979614324038536
10,0.1,1.0,1.0,0.06,7.0,3.0,non_product,1.0,multi_mags,0.999118608572961,0.0022316849171076,0.0038213894643271,0.0009002945640021,0.0114830255543456,0.9995686158997654,0.9996866628247012
