length,time_interval,evol_num,sample_num,train_set_type,entangle_dim,loss,gate_fidelity,spectrum_diff,H_diff,train_loss,test_loss,train_fidelity,test_fidelity
10,0.1,1,1,Z2,1,fidelity,0.9408094899245182,1.0517236698593222,0.0067619070057634,3.9547853880606004e-10,0.026735367427324,0.9999999996045216,0.973264632572676
10,0.1,1,2,Z2,1,fidelity,0.9381390724010068,1.1677386621506725,0.0070183500961846,2.05919836737678e-10,0.0229710734677842,0.9999999997940802,0.9770289265322156
10,0.1,1,3,Z2,1,fidelity,0.95518656800688,0.653287631753371,0.0060090018642588,2.26667462577268e-10,0.0190564753485394,0.9999999997733324,0.9809435246514604
10,0.1,1,4,Z2,1,fidelity,0.9267819522034556,2.299705357928023,0.0080151821521561,1.8912660326719788e-10,0.0321982206849983,0.9999999998108734,0.9678017793150016
10,0.1,1,5,Z2,1,fidelity,0.9422970162917288,1.3824566945254977,0.0076059620660482,4.5600101472587085e-10,0.027092079829232,0.999999999543999,0.972907920170768
10,0.1,1,6,Z2,1,fidelity,0.943802506936004,1.1259195977287977,0.0065147960267615,2.6646673756403056e-10,0.0247586823321762,0.9999999997335332,0.9752413176678236
10,0.1,1,7,Z2,1,fidelity,0.9470895131883716,0.9891060631214637,0.0066823598576393,2.8460400702812194e-10,0.0209041601216619,0.999999999715396,0.979095839878338
10,0.1,1,8,Z2,1,fidelity,0.9329906237705198,1.52830869163756,0.0074024045771289,4.806797182510536e-10,0.0282951248596304,0.9999999995193204,0.9717048751403696
10,0.1,1,9,Z2,1,fidelity,0.9539491898118788,0.8444470456932474,0.0058589831683167,2.56793697417379e-10,0.0162193520670703,0.9999999997432064,0.9837806479329296
10,0.1,1,10,Z2,1,fidelity,0.952150481035773,0.640496029808441,0.0063613891955389,3.462626851913342e-10,0.0179954379344498,0.9999999996537372,0.9820045620655502
10,0.1,2,1,Z2,1,fidelity,0.8340651252014473,8.362140315320255,0.0085318104742205,8.859298405994311e-09,0.0782958802269467,0.9999999911407016,0.9217041197730532
10,0.1,2,2,Z2,1,fidelity,0.8098629459873915,10.38416619493723,0.0090790528260753,6.915967354359509e-09,0.0700429707466634,0.9999999930840326,0.9299570292533366
10,0.1,2,4,Z2,1,fidelity,0.798622121171887,11.448795017648514,0.0098177194139199,1.8397720791263346e-08,0.0893908352685518,0.9999999816022792,0.9106091647314482
10,0.1,2,5,Z2,1,fidelity,0.7939307143334885,11.71004255228718,0.0101333921514325,1.70205733951434e-08,0.0967046040657114,0.9999999829794266,0.9032953959342884
10,0.1,2,6,Z2,1,fidelity,0.8359797209646156,8.294004978596352,0.0085584753641838,1.6600350760676008e-08,0.0679455173763636,0.9999999833996492,0.9320544826236364
10,0.1,2,7,Z2,1,fidelity,0.8465748531818363,7.487665591258924,0.0094618925412476,2.0606255701771665e-08,0.0656258471991015,0.9999999793937444,0.9343741528008984
10,0.1,2,8,Z2,1,fidelity,0.8625616928414033,6.169424257098861,0.0082432218360698,8.130272455275644e-09,0.0610724516282189,0.9999999918697275,0.938927548371781
10,0.1,2,9,Z2,1,fidelity,0.8556016296943678,6.561614245564861,0.0088615371666678,1.0480568191084672e-08,0.0636336860747346,0.9999999895194318,0.9363663139252654
10,0.1,3,1,Z2,1,fidelity,0.7292820648368167,18.21366940430081,0.0112708910402878,1.1825329017667308e-05,0.1253239394961794,0.9999881746709824,0.8746760605038205
10,0.1,3,2,Z2,1,fidelity,0.8057808057011752,11.029076993301429,0.0090799819173701,1.2304827049502975e-06,0.0762175967515883,0.999998769517295,0.9237824032484117
10,0.1,3,3,Z2,1,fidelity,0.762744318737268,14.956142189551509,0.0111475961438009,1.120944802168733e-05,0.1037568764347849,0.9999887905519784,0.8962431235652151
10,0.1,3,5,Z2,1,fidelity,0.7858908695590333,12.613072838079615,0.0100797482242233,1.7592132638410971e-06,0.1001177090007212,0.9999982407867362,0.8998822909992787
10,0.1,3,7,Z2,1,fidelity,0.8245388940908492,9.379805083997969,0.0093955696217264,3.904839486201794e-07,0.0776245510831725,0.9999996095160514,0.9223754489168274
10,0.1,3,8,Z2,1,fidelity,0.7595280059671256,15.197509411634964,0.0112770151703449,2.7642884476319907e-05,0.1101912428871392,0.9999723571155236,0.8898087571128608
10,0.1,3,9,Z2,1,fidelity,0.7818804684589503,13.044929459948968,0.0104295697701217,2.426354122064822e-07,0.0765778099807381,0.9999997573645878,0.9234221900192618
10,0.1,3,10,Z2,1,fidelity,0.827491264926204,9.173347585346418,0.0093756276101088,2.1402329275499454e-07,0.074778644396046,0.9999997859767072,0.925221355603954
10,0.1,4,2,Z2,1,fidelity,0.6694295912592073,25.01363884901773,0.0113231516627502,3.897992005841289e-07,0.1603398141003569,0.9999996102007994,0.8396601858996431
10,0.1,4,3,Z2,1,fidelity,0.7402138201399515,17.353569807937603,0.0103088363193759,4.25514371551472e-05,0.1199437795263804,0.9999574485628449,0.8800562204736195
10,0.1,4,5,Z2,1,fidelity,0.7768620734898947,13.995377826764509,0.0082399890198421,2.7324740581313733e-07,0.1007715258211663,0.9999997267525942,0.8992284741788337
10,0.1,4,6,Z2,1,fidelity,0.6704117736710947,25.2324207118383,0.0113144677385098,2.933361757939679e-07,0.1568330609838801,0.9999997066638242,0.8431669390161198
10,0.1,4,7,Z2,1,fidelity,0.7706040463047014,14.500929450623945,0.0108502197351711,2.7590080409534146e-05,0.1024104260182601,0.9999724099195904,0.8975895739817399
10,0.1,4,8,Z2,1,fidelity,0.7396060637932407,17.448736506588897,0.0088474292988299,5.667016322874474e-07,0.1225504522006238,0.9999994332983676,0.8774495477993761
10,0.1,4,9,Z2,1,fidelity,0.6948012092444544,22.331816835235298,0.0104852328794234,2.207437780343824e-07,0.1504023658530726,0.999999779256222,0.8495976341469273
10,0.1,4,10,Z2,1,fidelity,0.7698568398488594,14.573516008117329,0.0094804813528022,3.241657724473157e-07,0.1053230062167956,0.9999996758342276,0.8946769937832043
10,0.1,5,1,Z2,1,fidelity,0.6874802837840651,23.41982136776343,0.0086572138535453,1.7330949830807185e-07,0.1513801892438431,0.9999998266905016,0.8486198107561569
10,0.1,5,2,Z2,1,fidelity,0.6945556846643328,22.616069519255507,0.0085444084744405,1.4071684473204726e-07,0.1389050921345505,0.9999998592831552,0.8610949078654495
10,0.1,5,3,Z2,1,fidelity,0.5425324067223158,43.079452788209615,0.0112397593929213,2.0503057140963682e-07,0.2382996168899088,0.9999997949694286,0.7617003831100911
10,0.1,5,4,Z2,1,fidelity,0.6249494574393082,30.622364742935368,0.0097186721088102,1.373360823953007e-07,0.1853808059525394,0.9999998626639176,0.8146191940474605
10,0.1,5,7,Z2,1,fidelity,0.6114938085167912,32.41869155627936,0.0103694513978286,2.101211398808367e-05,0.1887954391773625,0.999978987886012,0.8112045608226375
10,0.1,5,8,Z2,1,fidelity,0.7075107845379136,21.312205927041703,0.0104258903169485,4.882895231039797e-06,0.1354456428990885,0.999995117104769,0.8645543571009114
10,0.1,5,9,Z2,1,fidelity,0.6197819562380917,31.6279678842644,0.0105509722627147,1.3998407832893633e-07,0.1987590233228692,0.9999998600159216,0.8012409766771308
10,0.1,5,10,Z2,1,fidelity,0.7138169335820256,20.632798877063745,0.0087655377567552,2.019577390877103e-07,0.1316223629752101,0.9999997980422608,0.8683776370247899
10,0.1,6,1,Z2,1,fidelity,0.5830146050295296,36.14469302497379,0.0091806894973455,1.0065140383375135e-06,0.2090337683975309,0.9999989934859616,0.790966231602469
10,0.1,6,2,Z2,1,fidelity,0.6799121445921616,24.61536321499444,0.0084770542703224,1.2971789864479888e-07,0.1428835992636559,0.9999998702821014,0.8571164007363441
10,0.1,6,3,Z2,1,fidelity,0.6847478133557428,23.958531793118738,0.0096756542213232,1.6781468425985937e-07,0.1386095774913996,0.9999998321853156,0.8613904225086003
10,0.1,6,5,Z2,1,fidelity,0.6414099073925354,28.928539222461225,0.0088125539349376,1.5496337579801178e-07,0.1857153782802331,0.9999998450366242,0.8142846217197669
10,0.1,6,6,Z2,1,fidelity,0.6960591507975339,22.6309440303982,0.0095467924084722,1.0697011199045649e-07,0.1524546373568742,0.999999893029888,0.8475453626431257
10,0.1,6,7,Z2,1,fidelity,0.4737736045960016,55.08956741357076,0.0112840399055858,1.3751663728189811e-05,0.2662859338045301,0.9999862483362718,0.7337140661954699
10,0.1,6,8,Z2,1,fidelity,0.5597806236406843,39.40002144339954,0.0096599119960342,1.682831998195411e-07,0.2204450803455222,0.9999998317168002,0.7795549196544778
10,0.1,6,9,Z2,1,fidelity,0.5899307039298417,35.76610791860471,0.0100583527701372,1.2390018222507848e-07,0.2137186581467713,0.9999998760998178,0.7862813418532286
10,0.1,7,1,Z2,1,fidelity,0.6230607960955244,31.22102088262075,0.0087816353864559,1.262536368784595e-07,0.1861250366018038,0.9999998737463632,0.8138749633981962
10,0.1,7,4,Z2,1,fidelity,0.573121348343298,38.20129081317791,0.0093650241197649,1.0407990169714054e-07,0.2144634602311055,0.9999998959200984,0.7855365397688945
10,0.1,7,5,Z2,1,fidelity,0.4385979064385244,62.00710289271153,0.0114902687593357,1.3212053528999237e-07,0.2775474118991737,0.9999998678794648,0.7224525881008262
10,0.1,7,6,Z2,1,fidelity,0.6721683463641811,25.31867978034652,0.0092863907451386,1.867028897040157e-07,0.16117560297264,0.9999998132971104,0.83882439702736
10,0.1,7,8,Z2,1,fidelity,0.5179761948248488,45.69892895707725,0.0096701361457877,1.3323915093454985e-07,0.2383290808900555,0.9999998667608492,0.7616709191099444
10,0.1,7,9,Z2,1,fidelity,0.6415688887869884,28.87176018312229,0.0083261373611525,1.770415842816675e-07,0.1714234299659716,0.9999998229584156,0.8285765700340284
10,0.1,7,10,Z2,1,fidelity,0.5538307277919011,40.29014253921522,0.0088456958582294,9.751442786587461e-08,0.2331252505078669,0.999999902485572,0.7668747494921331
10,0.1,8,1,Z2,1,fidelity,0.4062365910067083,68.9759857589261,0.0117567336299168,1.201121160310237e-07,0.3185208254215479,0.999999879887884,0.6814791745784521
10,0.1,8,2,Z2,1,fidelity,0.6595851655770882,26.756105223371662,0.0085107735940981,7.844783063148952e-07,0.1515725364573228,0.9999992155216936,0.8484274635426772
10,0.1,8,3,Z2,1,fidelity,0.5454047289568187,42.355406670803085,0.0090839513108176,9.709673065572133e-08,0.2332095003733335,0.9999999029032692,0.7667904996266665
10,0.1,8,4,Z2,1,fidelity,0.6417972887198862,28.89024700347894,0.0093407228103244,8.860252664888436e-08,0.1702372300306334,0.9999999113974734,0.8297627699693666
10,0.1,8,5,Z2,1,fidelity,0.4472665482230782,59.622770425502985,0.0111242900385609,1.7863063683787317e-07,0.2711905189842011,0.9999998213693632,0.7288094810157989
10,0.1,8,6,Z2,1,fidelity,0.6205907839234414,32.1886326854613,0.0090374018614337,4.20583840401445e-05,0.1833588337070518,0.99995794161596,0.8166411662929481
10,0.1,8,7,Z2,1,fidelity,0.4683673559722329,53.74411209165698,0.0100951441646178,2.1932736693486282e-07,0.2620763343262023,0.9999997806726332,0.7379236656737976
10,0.1,8,8,Z2,1,fidelity,0.5973489103216143,34.63787674410879,0.0084165965998132,1.3689981015474473e-07,0.2041659548825896,0.9999998631001898,0.7958340451174104
10,0.1,8,9,Z2,1,fidelity,0.5112777579726777,46.77639061419684,0.0086177871396821,1.8544470988812727e-06,0.2561563821238433,0.9999981455529012,0.7438436178761567
10,0.1,8,10,Z2,1,fidelity,0.6347019320589821,29.76093341498561,0.0081540101595684,2.546534424441305e-07,0.1774175485945068,0.9999997453465576,0.8225824514054931
10,0.1,9,1,Z2,1,fidelity,0.627315022932867,30.718957167305977,0.0078581975257323,3.1625495988674146e-07,0.1840255093392642,0.99999968374504,0.8159744906607358
10,0.1,9,2,Z2,1,fidelity,0.5640298750900176,39.459920456175546,0.0082769009918167,1.184679467858274e-07,0.2204014255941351,0.9999998815320532,0.7795985744058649
10,0.1,9,3,Z2,1,fidelity,0.6107999138928446,32.806625993621324,0.0095537847921263,1.922745929250347e-06,0.1874268362909648,0.9999980772540707,0.8125731637090352
10,0.1,9,4,Z2,1,fidelity,0.5794451338065388,37.70455478168232,0.0093985551718002,2.2649894526605165e-07,0.1963772989797743,0.9999997735010548,0.8036227010202257
10,0.1,9,5,Z2,1,fidelity,0.4265113680775924,63.97773301951586,0.0112410483558684,5.121969479660038e-07,0.2895530467900965,0.999999487803052,0.7104469532099035
10,0.1,9,6,Z2,1,fidelity,0.516414159707953,46.97906505765086,0.0091336690344135,9.60310962971889e-08,0.2465435160817375,0.9999999039689036,0.7534564839182625
10,0.1,9,9,Z2,1,fidelity,0.4279405732148183,61.01107689092366,0.0101213854408808,1.088466329290938e-07,0.2958846197722639,0.9999998911533672,0.7041153802277361
10,0.1,10,1,Z2,1,fidelity,0.4620716105767447,55.12367228794143,0.0084587203228452,1.955079849125241e-07,0.2873106714725498,0.9999998044920152,0.7126893285274501
10,0.1,10,2,Z2,1,fidelity,0.5209951311944976,46.61773267315399,0.0099406836227005,4.998861433569424e-06,0.2357882026922593,0.9999950011385664,0.7642117973077407
10,0.1,10,3,Z2,1,fidelity,0.4978349228794363,50.19085837252184,0.0088136004057587,6.028132667479369e-07,0.2529004669163808,0.9999993971867333,0.7470995330836192
10,0.1,10,4,Z2,1,fidelity,0.5811185581517867,36.97751763456248,0.0082299081004053,3.4052272996909494e-06,0.2008913935345787,0.9999965947727004,0.7991086064654213
10,0.1,10,5,Z2,1,fidelity,0.3902769184309904,72.04298141783649,0.0114822509274591,1.868614016853343e-07,0.313240779547602,0.9999998131385984,0.686759220452398
10,0.1,10,6,Z2,1,fidelity,0.3413903349036853,84.4192900282344,0.01252644183746,1.2543823491029116e-07,0.3533790283021016,0.9999998745617652,0.6466209716978983
10,0.1,10,7,Z2,1,fidelity,0.525431914070234,45.3441493259256,0.0082738552806174,9.876375328676801e-08,0.2353254231377775,0.9999999012362468,0.7646745768622225
10,0.1,10,8,Z2,1,fidelity,0.5778446803899948,37.1373241137842,0.0094064937098467,1.6771441990748317e-07,0.2105182899540325,0.99999983228558,0.7894817100459675
10,0.1,10,10,Z2,1,fidelity,0.6055835228648367,33.49145938132357,0.0077714580588857,2.54971584190411e-06,0.1857828004804226,0.999997450284158,0.8142171995195774
10,0.1,20,1,Z2,1,fidelity,0.548703740597403,41.233275158835255,0.0094111921890112,4.455214696053034e-07,0.2326228529536116,0.9999995544785304,0.7673771470463884
10,0.1,20,2,Z2,1,fidelity,0.2986050262100596,95.49130766636308,0.0130801893161647,4.439460628002934e-07,0.3789067158310863,0.9999995560539372,0.6210932841689136
10,0.1,20,3,Z2,1,fidelity,0.4320500859915149,60.63177419352342,0.0084035811755167,1.1622491240537158e-06,0.3143749685402036,0.999998837750876,0.6856250314597964
10,0.1,20,4,Z2,1,fidelity,0.4730975347561909,54.19322093025765,0.0083255675737474,1.2558283442820615e-05,0.2667916193616713,0.9999874417165572,0.7332083806383287
10,0.1,20,7,Z2,1,fidelity,0.4702450766744082,55.03216749689405,0.0085525574204783,2.840459565001119e-06,0.2701702524912276,0.999997159540435,0.7298297475087724
10,0.1,20,8,Z2,1,fidelity,0.434668430306075,62.67758224221887,0.0106078502335278,3.652580301771735e-06,0.2797091878626841,0.9999963474196982,0.7202908121373158
10,0.1,30,1,Z2,1,fidelity,0.3016468441462204,93.41396513564683,0.0118092032689019,1.102554345822071e-06,0.3756126393393519,0.9999988974456542,0.624387360660648
