Jx,Jy,Jz,hx,hl,time_interval,sample_num,evol_num,train_set_type,loss,gate_fidelity,length
1.0,1.0,1.0,0.5,0.0,0.06,1,30,product,multi_mags,0.9880218,10
1.0,1.0,1.0,0.5,0.0,0.06,1,40,product,multi_mags,0.9907861,10
1.0,1.0,1.0,0.5,0.0,0.06,1,50,product,multi_mags,0.9880648,10
1.0,1.0,1.0,0.5,0.0,0.06,1,60,product,multi_mags,0.9965675,10
1.0,1.0,1.0,0.5,0.0,0.06,1,70,product,multi_mags,0.9972578,10
1.0,1.0,1.0,0.5,0.0,0.06,1,80,product,multi_mags,0.9960302,10
1.0,1.0,1.0,0.5,0.0,0.06,1,90,product,multi_mags,0.9980644,10
1.0,1.0,1.0,0.5,0.0,0.06,1,100,product,multi_mags,0.9994469,10
1.0,1.0,1.0,0.5,0.0,0.08,1,1,product,multi_mags,0.9627585,10
1.0,1.0,1.0,0.5,0.0,0.08,1,2,product,multi_mags,0.9672415,10
1.0,1.0,1.0,0.5,0.0,0.08,1,3,product,multi_mags,0.9653259,10
1.0,1.0,1.0,0.5,0.0,0.08,1,4,product,multi_mags,0.9599733,10
1.0,1.0,1.0,0.5,0.0,0.08,1,5,product,multi_mags,0.9564263,10
1.0,1.0,1.0,0.5,0.0,0.08,1,6,product,multi_mags,0.9616556,10
1.0,1.0,1.0,0.5,0.0,0.08,1,7,product,multi_mags,0.9608577,10
1.0,1.0,1.0,0.5,0.0,0.08,1,8,product,multi_mags,0.9761947,10
1.0,1.0,1.0,0.5,0.0,0.08,1,9,product,multi_mags,0.9046071,10
1.0,1.0,1.0,0.5,0.0,0.08,1,10,product,multi_mags,0.9741276,10
1.0,1.0,1.0,0.5,0.0,0.08,1,20,product,multi_mags,0.9824344,10
1.0,1.0,1.0,0.5,0.0,0.08,1,30,product,multi_mags,0.9853323,10
1.0,1.0,1.0,0.5,0.0,0.08,1,40,product,multi_mags,0.9855471,10
1.0,1.0,1.0,0.5,0.0,0.08,1,50,product,multi_mags,0.9934564,10
1.0,1.0,1.0,0.5,0.0,0.08,1,60,product,multi_mags,0.9951086,10
1.0,1.0,1.0,0.5,0.0,0.08,1,70,product,multi_mags,0.9989861,10
1.0,1.0,1.0,0.5,0.0,0.08,1,80,product,multi_mags,0.9996264,10
1.0,1.0,1.0,0.5,0.0,0.08,1,90,product,multi_mags,0.9996423,10
1.0,1.0,1.0,0.5,0.0,0.08,1,100,product,multi_mags,0.9994599,10
1.0,1.0,1.0,0.5,0.0,0.1,1,1,product,multi_mags,0.7663904,10
1.0,1.0,1.0,0.5,0.0,0.1,1,2,product,multi_mags,0.945621,10
1.0,1.0,1.0,0.5,0.0,0.1,1,3,product,multi_mags,0.8978506,10
1.0,1.0,1.0,0.5,0.0,0.1,1,4,product,multi_mags,0.8090619,10
1.0,1.0,1.0,0.5,0.0,0.1,1,5,product,multi_mags,0.9518221,10
1.0,1.0,1.0,0.5,0.0,0.1,1,6,product,multi_mags,0.9235832,10
1.0,1.0,1.0,0.5,0.0,0.1,1,7,product,multi_mags,0.9250656,10
1.0,1.0,1.0,0.5,0.0,0.1,1,8,product,multi_mags,0.9369521,10
1.0,1.0,1.0,0.5,0.0,0.1,1,9,product,multi_mags,0.9225768,10
1.0,1.0,1.0,0.5,0.0,0.1,1,10,product,multi_mags,0.9619842,10
1.0,1.0,1.0,0.5,0.0,0.1,1,20,product,multi_mags,0.9749523,10
1.0,1.0,1.0,0.5,0.0,0.1,1,30,product,multi_mags,0.9763782,10
1.0,1.0,1.0,0.5,0.0,0.1,1,40,product,multi_mags,0.9971263,10
1.0,1.0,1.0,0.5,0.0,0.1,1,50,product,multi_mags,0.9969064,10
1.0,1.0,1.0,0.5,0.0,0.1,1,60,product,multi_mags,0.9982081,10
1.0,1.0,1.0,0.5,0.0,0.1,1,70,product,multi_mags,0.9993788,10
1.0,1.0,1.0,0.5,0.0,0.1,1,80,product,multi_mags,0.9996961,10
1.0,1.0,1.0,0.5,0.0,0.1,1,90,product,multi_mags,0.9983763,10
1.0,1.0,1.0,0.5,0.0,0.1,1,100,product,multi_mags,0.999417,10
1.0,1.0,1.0,0.5,0.0,0.2,1,1,product,multi_mags,0.8856721,10
1.0,1.0,1.0,0.5,0.0,0.2,1,2,product,multi_mags,0.8580364,10
1.0,1.0,1.0,0.5,0.0,0.2,1,3,product,multi_mags,0.928851,10
1.0,1.0,1.0,0.5,0.0,0.2,1,4,product,multi_mags,0.9320047,10
1.0,1.0,1.0,0.5,0.0,0.2,1,5,product,multi_mags,0.8613598,10
1.0,1.0,1.0,0.5,0.0,0.2,1,6,product,multi_mags,0.9200358,10
1.0,1.0,1.0,0.5,0.0,0.2,1,7,product,multi_mags,0.9294774,10
1.0,1.0,1.0,0.5,0.0,0.2,1,8,product,multi_mags,0.9436853,10
1.0,1.0,1.0,0.5,0.0,0.2,1,9,product,multi_mags,0.94812,10
1.0,1.0,1.0,0.5,0.0,0.2,1,10,product,multi_mags,0.9278597,10
1.0,1.0,1.0,0.5,0.0,0.2,1,20,product,multi_mags,0.9878383,10
1.0,1.0,1.0,0.5,0.0,0.2,1,30,product,multi_mags,0.9970892,10
1.0,1.0,1.0,0.5,0.0,0.2,1,40,product,multi_mags,0.999711,10
1.0,1.0,1.0,0.5,0.0,0.2,1,50,product,multi_mags,0.9986633,10
1.0,1.0,1.0,0.5,0.0,0.2,1,60,product,multi_mags,0.999708,10
1.0,1.0,1.0,0.5,0.0,0.2,1,70,product,multi_mags,0.9997923,10
1.0,1.0,1.0,0.5,0.0,0.2,1,80,product,multi_mags,0.9997519,10
1.0,1.0,1.0,0.5,0.0,0.2,1,90,product,multi_mags,0.9997903,10
1.0,1.0,1.0,0.5,0.0,0.2,1,100,product,multi_mags,0.9986938,10
1.0,1.0,1.0,0.5,0.0,0.4,1,1,product,multi_mags,0.6737331,10
1.0,1.0,1.0,0.5,0.0,0.4,1,2,product,multi_mags,0.7492813,10
1.0,1.0,1.0,0.5,0.0,0.4,1,3,product,multi_mags,0.8091967,10
1.0,1.0,1.0,0.5,0.0,0.4,1,4,product,multi_mags,0.7970569,10
1.0,1.0,1.0,0.5,0.0,0.4,1,5,product,multi_mags,0.837343,10
1.0,1.0,1.0,0.5,0.0,0.4,1,6,product,multi_mags,0.8972439,10
1.0,1.0,1.0,0.5,0.0,0.4,1,7,product,multi_mags,0.8743834,10
1.0,1.0,1.0,0.5,0.0,0.4,1,8,product,multi_mags,0.9180251,10
1.0,1.0,1.0,0.5,0.0,0.4,1,9,product,multi_mags,0.9563396,10
1.0,1.0,1.0,0.5,0.0,0.4,1,10,product,multi_mags,0.9034626,10
1.0,1.0,1.0,0.5,0.0,0.4,1,20,product,multi_mags,0.9983691,10
1.0,1.0,1.0,0.5,0.0,0.4,1,30,product,multi_mags,0.999085,10
1.0,1.0,1.0,0.5,0.0,0.4,1,40,product,multi_mags,0.9997702,10
1.0,1.0,1.0,0.5,0.0,0.4,1,50,product,multi_mags,0.9995686,10
1.0,1.0,1.0,0.5,0.0,0.4,1,60,product,multi_mags,0.9997047,10
1.0,1.0,1.0,0.5,0.0,0.4,1,70,product,multi_mags,0.9997991,10
1.0,1.0,1.0,0.5,0.0,0.4,1,80,product,multi_mags,0.9994736,10
1.0,1.0,1.0,0.5,0.0,0.4,1,90,product,multi_mags,0.9995417,10
1.0,1.0,1.0,0.5,0.0,0.4,1,100,product,multi_mags,0.9999107,10
1.0,1.0,1.0,0.5,1.0,0.1,1,40,product,multi_mags,0.9881970929433578,12
1.0,1.0,1.0,0.5,1.0,0.1,1,50,product,multi_mags,0.99655614498288,12
1.0,1.0,1.0,0.5,1.0,0.1,1,60,product,multi_mags,0.9988162003077692,12
1.0,1.0,1.0,0.5,1.0,0.1,1,70,product,multi_mags,0.9988624030253164,12
1.0,1.0,1.0,0.5,1.0,0.1,1,80,product,multi_mags,0.9989317413800012,12
1.0,1.0,1.0,0.5,1.0,0.1,1,90,product,multi_mags,0.9995004443381116,12
1.0,1.0,1.0,0.5,1.0,0.1,1,100,product,multi_mags,0.999530953903998,12
1.0,1.0,1.0,0.5,1.0,0.1,1,1,product,multi_mags,0.8629284314990708,14
1.0,1.0,1.0,0.5,1.0,0.1,1,2,product,multi_mags,0.7119712322341425,14
1.0,1.0,1.0,0.5,1.0,0.1,1,3,product,multi_mags,0.8976803457810245,14
1.0,1.0,1.0,0.5,1.0,0.1,1,4,product,multi_mags,0.9486650632623964,14
1.0,1.0,1.0,0.5,1.0,0.1,1,5,product,multi_mags,0.9376324946281098,14
1.0,1.0,1.0,0.5,1.0,0.1,1,6,product,multi_mags,0.946531688288893,14
1.0,1.0,1.0,0.5,1.0,0.1,1,7,product,multi_mags,0.966936289249622,14
1.0,1.0,1.0,0.5,1.0,0.1,1,8,product,multi_mags,0.9251985567301236,14
1.0,1.0,1.0,0.5,1.0,0.1,1,9,product,multi_mags,0.9376060922414636,14
1.0,1.0,1.0,0.5,1.0,0.1,1,10,product,multi_mags,0.9387594316995492,14
1.0,1.0,1.0,0.5,1.0,0.1,1,20,product,multi_mags,0.977000563492065,14
1.0,1.0,1.0,0.5,1.0,0.1,1,30,product,multi_mags,0.9823752144219646,14
1.0,1.0,1.0,0.5,1.0,0.02,1,1,product,mag,0.0133744475660307,10
1.0,1.0,1.0,0.5,1.0,0.02,1,2,product,mag,0.0247434169624005,10
1.0,1.0,1.0,0.5,1.0,0.02,1,3,product,mag,0.0285062256244423,10
1.0,1.0,1.0,0.5,1.0,0.02,1,4,product,mag,0.0050704445059403,10
1.0,1.0,1.0,0.5,1.0,0.02,1,5,product,mag,0.0039587725953642,10
1.0,1.0,1.0,0.5,1.0,0.02,1,6,product,mag,0.0084311219654386,10
1.0,1.0,1.0,0.5,1.0,0.02,1,7,product,mag,0.0136472395205236,10
1.0,1.0,1.0,0.5,1.0,0.02,1,8,product,mag,0.0500682631743527,10
1.0,1.0,1.0,0.5,1.0,0.02,1,9,product,mag,0.0112104477811321,10
1.0,1.0,1.0,0.5,1.0,0.02,1,10,product,mag,0.0056030540731784,10
1.0,1.0,1.0,0.5,1.0,0.02,1,20,product,mag,0.0045001879037638,10
1.0,1.0,1.0,0.5,1.0,0.02,1,30,product,mag,0.0104512562087109,10
1.0,1.0,1.0,0.5,1.0,0.02,1,40,product,mag,0.0048781241812016,10
1.0,1.0,1.0,0.5,1.0,0.02,1,50,product,mag,0.0022866120308215,10
1.0,1.0,1.0,0.5,1.0,0.02,1,60,product,mag,0.0102849911980932,10
1.0,1.0,1.0,0.5,1.0,0.02,1,70,product,mag,0.0033371365685744,10
1.0,1.0,1.0,0.5,1.0,0.02,1,80,product,mag,0.0054246925376024,10
1.0,1.0,1.0,0.5,1.0,0.02,1,90,product,mag,0.0077722102074661,10
1.0,1.0,1.0,0.5,1.0,0.02,1,100,product,mag,0.003057101792171,10
1.0,1.0,1.0,0.5,1.0,0.6,1,1,product,multi_mags,0.9992671178552828,10
1.0,1.0,1.0,0.5,1.0,0.6,1,2,product,multi_mags,0.9994378867127692,10
1.0,1.0,1.0,0.5,1.0,0.6,1,3,product,multi_mags,0.999733158107628,10
1.0,1.0,1.0,0.5,1.0,0.6,1,4,product,multi_mags,0.9995249192562484,10
1.0,1.0,1.0,0.5,1.0,0.6,1,5,product,multi_mags,0.9995093813369824,10
1.0,1.0,1.0,0.5,1.0,0.6,1,6,product,multi_mags,0.9996031165458966,10
1.0,1.0,1.0,0.5,1.0,0.6,1,7,product,multi_mags,0.9996970386959432,10
1.0,1.0,1.0,0.5,1.0,0.6,1,8,product,multi_mags,0.9997744882986696,10
1.0,1.0,1.0,0.5,1.0,0.6,1,9,product,multi_mags,0.9997562226985588,10
1.0,1.0,1.0,0.5,1.0,0.6,1,10,product,multi_mags,0.9998254596945074,10
1.0,1.0,1.0,0.5,1.0,0.6,1,20,product,multi_mags,0.9994704806867944,10
1.0,1.0,1.0,0.5,1.0,0.6,1,30,product,multi_mags,0.9998129183162822,10
1.0,1.0,1.0,0.5,1.0,0.6,1,40,product,multi_mags,0.999794120035316,10
1.0,1.0,1.0,0.5,1.0,0.6,1,50,product,multi_mags,0.9998012263669191,10
1.0,1.0,1.0,0.5,1.0,0.6,1,60,product,multi_mags,0.9997925003160926,10
1.0,1.0,1.0,0.5,1.0,0.6,1,70,product,multi_mags,0.9996944652533396,10
1.0,1.0,1.0,0.5,1.0,0.6,1,80,product,multi_mags,0.999780782023612,10
1.0,1.0,1.0,0.5,1.0,0.6,1,90,product,multi_mags,0.9998237657700034,10
1.0,1.0,1.0,0.5,1.0,0.6,1,100,product,multi_mags,0.9993371051917056,10
1.0,1.0,1.0,0.5,0.0,0.6,6,1,product,multi_mags,0.9416184176592832,10
1.0,1.0,1.0,0.5,0.0,0.6,9,1,product,multi_mags,0.9971921988433464,10
1.0,1.0,1.0,0.5,0.0,0.6,10,1,product,multi_mags,0.9996006356287022,10
1.0,1.0,1.0,0.5,0.0,0.6,5,1,product,multi_mags,0.8996964826316903,10
1.0,1.0,1.0,0.5,0.0,0.6,6,2,product,multi_mags,0.9991742391863306,10
1.0,1.0,1.0,0.5,0.0,0.6,9,2,product,multi_mags,0.99964429832164,10
1.0,1.0,1.0,0.5,0.0,0.6,10,2,product,multi_mags,0.999761191668252,10
1.0,1.0,1.0,0.5,0.0,0.6,5,2,product,multi_mags,0.9979152481497336,10
1.0,1.0,1.0,0.5,0.0,0.6,6,3,product,multi_mags,0.9994181592077216,10
1.0,1.0,1.0,0.5,0.0,0.6,9,3,product,multi_mags,0.9998013950036816,10
1.0,1.0,1.0,0.5,0.0,0.6,10,3,product,multi_mags,0.9996063223167668,10
1.0,1.0,1.0,0.5,0.0,0.6,5,3,product,multi_mags,0.999460504954675,10
1.0,1.0,1.0,0.5,0.0,0.6,6,4,product,multi_mags,0.9997696241255584,10
1.0,1.0,1.0,0.5,0.0,0.6,9,4,product,multi_mags,0.9994351599657368,10
1.0,1.0,1.0,0.5,0.0,0.6,10,4,product,multi_mags,0.999803954169092,10
1.0,1.0,1.0,0.5,0.0,0.6,5,4,product,multi_mags,0.9987285347813964,10
1.0,1.0,1.0,0.5,0.0,0.6,6,5,product,multi_mags,0.999770343371247,10
1.0,1.0,1.0,0.5,0.0,0.6,9,5,product,multi_mags,0.9997250784999324,10
1.0,1.0,1.0,0.5,0.0,0.6,10,5,product,multi_mags,0.9997416306289436,10
1.0,1.0,1.0,0.5,0.0,0.6,5,5,product,multi_mags,0.9997070388714908,10
1.0,1.0,1.0,0.5,0.0,0.6,6,6,product,multi_mags,0.9998113699527716,10
1.0,1.0,1.0,0.5,0.0,0.6,9,6,product,multi_mags,0.999768704316982,10
1.0,1.0,1.0,0.5,0.0,0.6,10,6,product,multi_mags,0.9996676649360824,10
1.0,1.0,1.0,0.5,0.0,0.6,6,7,product,multi_mags,0.9997953987664076,10
1.0,1.0,1.0,0.5,0.0,0.6,5,6,product,multi_mags,0.9990807238924894,10
1.0,1.0,1.0,0.5,0.0,0.6,9,7,product,multi_mags,0.999579239203717,10
1.0,1.0,1.0,0.5,0.0,0.6,10,7,product,multi_mags,0.9998194818959376,10
1.0,1.0,1.0,0.5,0.0,0.6,6,8,product,multi_mags,0.9998274455502972,10
1.0,1.0,1.0,0.5,0.0,0.6,5,7,product,multi_mags,0.999717362251347,10
1.0,1.0,1.0,0.5,0.0,0.6,9,8,product,multi_mags,0.9998166789163722,10
1.0,1.0,1.0,0.5,0.0,0.6,6,9,product,multi_mags,0.999803897372579,10
1.0,1.0,1.0,0.5,0.0,0.6,8,8,product,multi_mags,0.9998261909257954,10
1.0,1.0,1.0,0.5,0.0,0.6,10,8,product,multi_mags,0.9998137482731376,10
1.0,1.0,1.0,0.5,0.0,0.6,5,8,product,multi_mags,0.9980289584438016,10
1.0,1.0,1.0,0.5,0.0,0.6,9,9,product,multi_mags,0.9997806882148932,10
1.0,1.0,1.0,0.5,0.0,0.6,6,10,product,multi_mags,0.9999164583283284,10
1.0,1.0,1.0,0.5,0.0,0.6,10,9,product,multi_mags,0.9995506449659514,10
1.0,1.0,1.0,0.5,0.0,0.6,5,9,product,multi_mags,0.9997344821077562,10
1.0,1.0,1.0,0.5,0.0,0.6,6,20,product,multi_mags,0.999833620833954,10
1.0,1.0,1.0,0.5,0.0,0.6,9,10,product,multi_mags,0.9995765545504924,10
1.0,1.0,1.0,0.5,0.0,0.6,10,10,product,multi_mags,0.9996882987125096,10
1.0,1.0,1.0,0.5,0.0,0.6,5,10,product,multi_mags,0.9996405293406772,10
1.0,1.0,1.0,0.5,0.0,0.6,6,30,product,multi_mags,0.9998892014889174,10
1.0,1.0,1.0,0.5,0.0,0.6,9,20,product,multi_mags,0.9993641689856912,10
1.0,1.0,1.0,0.5,0.0,0.6,10,20,product,multi_mags,0.9998578775892764,10
1.0,1.0,1.0,0.5,0.0,0.6,5,20,product,multi_mags,0.9997575108036932,10
1.0,1.0,1.0,0.5,0.0,0.6,6,40,product,multi_mags,0.9998193232029904,10
1.0,1.0,1.0,0.5,0.0,0.6,9,30,product,multi_mags,0.9997704605432678,10
1.0,1.0,1.0,0.5,0.0,0.6,10,30,product,multi_mags,0.999925723736435,10
1.0,1.0,1.0,0.5,0.0,0.6,6,50,product,multi_mags,0.9998307352763728,10
1.0,1.0,1.0,0.5,0.0,0.6,5,30,product,multi_mags,0.9997931986983378,10
1.0,1.0,1.0,0.5,0.0,0.6,9,40,product,multi_mags,0.9998219108377084,10
1.0,1.0,1.0,0.5,0.0,0.6,10,40,product,multi_mags,0.9993492033826796,10
1.0,1.0,1.0,0.5,0.0,0.6,6,60,product,multi_mags,0.9996721730814851,10
1.0,1.0,1.0,0.5,0.0,0.6,5,40,product,multi_mags,0.9998436850407736,10
1.0,1.0,1.0,0.5,0.0,0.6,9,50,product,multi_mags,0.9996933777403624,10
1.0,1.0,1.0,0.5,0.0,0.6,10,50,product,multi_mags,0.999683718740981,10
1.0,1.0,1.0,0.5,0.0,0.6,6,70,product,multi_mags,0.9996431957725592,10
1.0,1.0,1.0,0.5,0.0,0.6,5,50,product,multi_mags,0.9999067755391396,10
1.0,1.0,1.0,0.5,0.0,0.6,9,60,product,multi_mags,0.9997768288802226,10
1.0,1.0,1.0,0.5,0.0,0.6,6,80,product,multi_mags,0.9997518378090882,10
1.0,1.0,1.0,0.5,0.0,0.6,10,60,product,multi_mags,0.9998195939603336,10
1.0,1.0,1.0,0.5,0.0,0.6,5,60,product,multi_mags,0.9998309279915644,10
1.0,1.0,1.0,0.5,0.0,0.6,9,70,product,multi_mags,0.9996395808188032,10
1.0,1.0,1.0,0.5,0.0,0.6,6,90,product,multi_mags,0.9997829860650276,10
1.0,1.0,1.0,0.5,0.0,0.6,10,70,product,multi_mags,0.9998165063378688,10
1.0,1.0,1.0,0.5,0.0,0.6,5,70,product,multi_mags,0.9997036483810912,10
1.0,1.0,1.0,0.5,0.0,0.6,6,100,product,multi_mags,0.999709150532512,10
1.0,1.0,1.0,0.5,0.0,0.6,9,80,product,multi_mags,0.9997898237610028,10
1.0,1.0,1.0,0.5,0.0,0.6,10,80,product,multi_mags,0.999869036458216,10
1.0,1.0,1.0,0.5,0.0,0.6,5,80,product,multi_mags,0.9997063461433048,10
1.0,1.0,1.0,0.5,0.0,0.6,9,90,product,multi_mags,0.9998115833195106,10
1.0,1.0,1.0,0.5,0.0,0.6,10,90,product,multi_mags,0.999645837236358,10
1.0,1.0,1.0,0.5,0.0,0.6,5,90,product,multi_mags,0.9997759232444958,10
1.0,1.0,1.0,0.5,0.0,0.6,9,100,product,multi_mags,0.9995703551035002,10
1.0,1.0,1.0,0.5,0.0,0.6,10,100,product,multi_mags,0.9996399913059616,10
1.0,1.0,1.0,0.5,0.0,0.6,2,1,product,multi_mags,0.417613068828768,10
1.0,1.0,1.0,0.5,0.0,0.6,5,100,product,multi_mags,0.99975330368825,10
1.0,1.0,1.0,0.5,0.0,0.6,1,1,product,multi_mags,0.4013975600709314,10
1.0,1.0,1.0,0.5,0.0,0.6,2,2,product,multi_mags,0.7468638724501635,10
1.0,1.0,1.0,0.5,0.0,0.6,1,2,product,multi_mags,0.5930831223967791,10
1.0,1.0,1.0,0.5,0.0,0.6,2,3,product,multi_mags,0.886697692040417,10
1.0,1.0,1.0,0.5,0.0,0.6,1,3,product,multi_mags,0.6343843798962859,10
1.0,1.0,1.0,0.5,0.0,0.6,2,4,product,multi_mags,0.9655865534363676,10
1.0,1.0,1.0,0.5,0.0,0.6,1,4,product,multi_mags,0.6144111190364039,10
1.0,1.0,1.0,0.5,0.0,0.6,2,5,product,multi_mags,0.9631681354877172,10
1.0,1.0,1.0,0.5,0.0,0.6,1,5,product,multi_mags,0.7996867026766954,10
1.0,1.0,1.0,0.5,0.0,0.6,2,6,product,multi_mags,0.9987304324266107,10
1.0,1.0,1.0,0.5,0.0,0.6,1,6,product,multi_mags,0.8526348277278426,10
1.0,1.0,1.0,0.5,0.0,0.6,2,7,product,multi_mags,0.9959057419959484,10
1.0,1.0,1.0,0.5,0.0,0.6,1,7,product,multi_mags,0.9745655856293068,10
1.0,1.0,1.0,0.5,0.0,0.6,2,8,product,multi_mags,0.998588355344735,10
1.0,1.0,1.0,0.5,0.0,0.6,1,8,product,multi_mags,0.8560988319760002,10
1.0,1.0,1.0,0.5,0.0,0.6,2,9,product,multi_mags,0.9996266795238272,10
1.0,1.0,1.0,0.5,0.0,0.6,1,9,product,multi_mags,0.8667041800799397,10
1.0,1.0,1.0,0.5,0.0,0.6,2,10,product,multi_mags,0.9992624422702496,10
1.0,1.0,1.0,0.5,0.0,0.6,1,10,product,multi_mags,0.9654842419685586,10
1.0,1.0,1.0,0.5,0.0,0.6,2,20,product,multi_mags,0.999456193095317,10
1.0,1.0,1.0,0.5,0.0,0.6,1,20,product,multi_mags,0.999687887393876,10
1.0,1.0,1.0,0.5,0.0,0.6,2,30,product,multi_mags,0.9985408451019516,10
1.0,1.0,1.0,0.5,0.0,0.6,1,30,product,multi_mags,0.9994147643719332,10
1.0,1.0,1.0,0.5,0.0,0.6,2,40,product,multi_mags,0.9993946513424492,10
1.0,1.0,1.0,0.5,0.0,0.6,1,40,product,multi_mags,0.9995149060739454,10
1.0,1.0,1.0,0.5,0.0,0.6,2,50,product,multi_mags,0.999802063908864,10
1.0,1.0,1.0,0.5,0.0,0.6,1,50,product,multi_mags,0.9978578939057724,10
1.0,1.0,1.0,0.5,0.0,0.6,2,60,product,multi_mags,0.9999226304077756,10
1.0,1.0,1.0,0.5,0.0,0.6,1,60,product,multi_mags,0.9994503463642276,10
1.0,1.0,1.0,0.5,0.0,0.6,2,70,product,multi_mags,0.9998372645751862,10
1.0,1.0,1.0,0.5,0.0,0.6,1,70,product,multi_mags,0.9996621598753048,10
1.0,1.0,1.0,0.5,0.0,0.6,2,80,product,multi_mags,0.9997139167330849,10
1.0,1.0,1.0,0.5,0.0,0.6,1,80,product,multi_mags,0.9995343444752898,10
1.0,1.0,1.0,0.5,0.0,0.6,2,90,product,multi_mags,0.9997827680047108,10
1.0,1.0,1.0,0.5,0.0,0.6,1,90,product,multi_mags,0.9998054476563922,10
1.0,1.0,1.0,0.5,0.0,0.6,2,100,product,multi_mags,0.9997285033778344,10
1.0,1.0,1.0,0.5,0.0,0.6,1,100,product,multi_mags,0.9997680253029672,10
1.0,1.0,1.0,0.5,0.0,0.6,4,1,product,multi_mags,0.8299948570068868,10
1.0,1.0,1.0,0.5,0.0,0.6,3,1,product,multi_mags,0.6469396447854402,10
1.0,1.0,1.0,0.5,0.0,0.6,8,1,product,multi_mags,0.9946118724970554,10
1.0,1.0,1.0,0.5,0.0,0.6,7,1,product,multi_mags,0.9875659003246646,10
1.0,1.0,1.0,0.5,0.0,0.6,4,2,product,multi_mags,0.9578830201380018,10
1.0,1.0,1.0,0.5,0.0,0.6,3,2,product,multi_mags,0.9393441046917774,10
1.0,1.0,1.0,0.5,0.0,0.6,8,2,product,multi_mags,0.999716747970492,10
1.0,1.0,1.0,0.5,0.0,0.6,7,2,product,multi_mags,0.999466545105954,10
1.0,1.0,1.0,0.5,0.0,0.6,4,3,product,multi_mags,0.9984138209022838,10
1.0,1.0,1.0,0.5,0.0,0.6,3,3,product,multi_mags,0.9855937483733692,10
1.0,1.0,1.0,0.5,0.0,0.6,8,3,product,multi_mags,0.9997749427831348,10
1.0,1.0,1.0,0.5,0.0,0.6,7,3,product,multi_mags,0.9997956977818736,10
1.0,1.0,1.0,0.5,0.0,0.6,4,4,product,multi_mags,0.9988661360134408,10
1.0,1.0,1.0,0.5,0.0,0.6,3,4,product,multi_mags,0.9968530772542,10
1.0,1.0,1.0,0.5,0.0,0.6,8,4,product,multi_mags,0.999770618804006,10
1.0,1.0,1.0,0.5,0.0,0.6,7,4,product,multi_mags,0.999673461558286,10
1.0,1.0,1.0,0.5,0.0,0.6,4,5,product,multi_mags,0.9995586463133808,10
1.0,1.0,1.0,0.5,0.0,0.6,3,5,product,multi_mags,0.9921117168426736,10
1.0,1.0,1.0,0.5,0.0,0.6,7,5,product,multi_mags,0.999840868694432,10
1.0,1.0,1.0,0.5,0.0,0.6,8,5,product,multi_mags,0.9997928313602962,10
1.0,1.0,1.0,0.5,0.0,0.6,4,6,product,multi_mags,0.9995735589354896,10
1.0,1.0,1.0,0.5,0.0,0.6,7,6,product,multi_mags,0.9998609993670452,10
1.0,1.0,1.0,0.5,0.0,0.6,3,6,product,multi_mags,0.9985509391419052,10
1.0,1.0,1.0,0.5,0.0,0.6,8,6,product,multi_mags,0.9996449474657988,10
1.0,1.0,1.0,0.5,0.0,0.6,4,7,product,multi_mags,0.9996567687704808,10
1.0,1.0,1.0,0.5,0.0,0.6,7,7,product,multi_mags,0.9996225770749856,10
1.0,1.0,1.0,0.5,0.0,0.6,3,7,product,multi_mags,0.999629838699956,10
1.0,1.0,1.0,0.5,0.0,0.6,8,7,product,multi_mags,0.9997602613062644,10
1.0,1.0,1.0,0.5,0.0,0.6,4,8,product,multi_mags,0.9998012529612728,10
1.0,1.0,1.0,0.5,0.0,0.6,7,8,product,multi_mags,0.9997765427252852,10
1.0,1.0,1.0,0.5,0.0,0.6,3,8,product,multi_mags,0.9992252759234748,10
1.0,1.0,1.0,0.5,0.0,0.6,4,9,product,multi_mags,0.9997656678224534,10
1.0,1.0,1.0,0.5,0.0,0.6,7,9,product,multi_mags,0.9997155535126876,10
1.0,1.0,1.0,0.5,0.0,0.6,8,9,product,multi_mags,0.9997417260238324,10
1.0,1.0,1.0,0.5,0.0,0.6,3,9,product,multi_mags,0.9996386570917192,10
1.0,1.0,1.0,0.5,0.0,0.6,7,10,product,multi_mags,0.9996271942684,10
1.0,1.0,1.0,0.5,0.0,0.6,4,10,product,multi_mags,0.9998100376871556,10
1.0,1.0,1.0,0.5,0.0,0.6,8,10,product,multi_mags,0.999892729347131,10
1.0,1.0,1.0,0.5,0.0,0.6,3,10,product,multi_mags,0.9995952182302024,10
1.0,1.0,1.0,0.5,0.0,0.6,7,20,product,multi_mags,0.999544726874682,10
1.0,1.0,1.0,0.5,0.0,0.6,4,20,product,multi_mags,0.9998182922139024,10
1.0,1.0,1.0,0.5,0.0,0.6,8,20,product,multi_mags,0.999824480017672,10
1.0,1.0,1.0,0.5,0.0,0.6,3,20,product,multi_mags,0.9998470417865016,10
1.0,1.0,1.0,0.5,0.0,0.6,7,30,product,multi_mags,0.9996546761082622,10
1.0,1.0,1.0,0.5,0.0,0.6,4,30,product,multi_mags,0.9996546664813888,10
1.0,1.0,1.0,0.5,0.0,0.6,8,30,product,multi_mags,0.9998101545778664,10
1.0,1.0,1.0,0.5,0.0,0.6,3,30,product,multi_mags,0.9997494703929906,10
1.0,1.0,1.0,0.5,0.0,0.6,7,40,product,multi_mags,0.999713965442436,10
