model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,train_loss,test_loss,train_fide,test_fide,gate_fidelity,similarity,spectrum_diff,H_diff
PXP,10,1,2,0.2,multi_mags,product,0.0137486300923835,0.1428624372394712,0.976287919207952,0.9523924035994514,0.8094476955561442,0.7756528629879547,0.5006262706535233,0.0086257013513761
PXP,10,1,2,0.2,multi_mags,product,0.0152759442339621,0.1950088052734164,0.976205547494774,0.9323748381201288,0.7770959645108718,0.7562599373501979,0.9825464046713688,0.0089398122244908
PXP,10,1,2,0.2,multi_mags,product,0.0159719208467765,0.1997816570868631,0.9738705252137392,0.9196881134466272,0.6999221606758282,0.7124747290671464,2.435139214542631,0.0111057748955647
PXP,10,1,2,0.2,multi_mags,product,0.0168920713046383,0.2308466340650575,0.9741940572928232,0.8956418538291199,0.6516339421513232,0.6846333115875316,2.995295028339496,0.0120360066395679
PXP,10,1,3,0.2,fidelity,non_product,0.0001345269143504,6.667376007785109e-05,0.9998654730856495,0.999933326239922,0.999807042237672,0.9603531417420684,0.0013325849590156,0.0006148132866009
PXP,10,1,3,0.2,fidelity,non_product,5.2900962469903945e-05,9.227002994549592e-05,0.99994709903753,0.9999077299700544,0.9997687115659348,0.9823904238145847,0.0025700219010943,0.0003828406831932
PXP,10,1,3,0.2,fidelity,non_product,0.0002125859299273,0.0001111254227893,0.9997874140700728,0.9998888745772108,0.9997128783552498,0.9841641491850528,0.0035296526755809,0.0003350030802086
PXP,10,1,3,0.2,fidelity,non_product,3.478291490277563e-06,3.921807382623044e-06,0.9999965217085096,0.9999960781926174,0.9999920406114372,0.963840195535095,4.136177298009012e-05,0.0004157427739327
PXP,10,1,3,0.2,fidelity,product,0.0001066543277192,0.0001516788849799,0.9998933456722808,0.99984832111502,0.9994838081071648,0.9761827091532718,0.0036954437132935,0.0006421212772749
PXP,10,1,3,0.2,fidelity,product,0.0001150792875443,0.0002317157118834,0.9998849207124556,0.9997682842881166,0.9987763918440442,0.9790483554198512,0.0068730741624378,0.0007371198770918
PXP,10,1,3,0.2,fidelity,product,3.9527112523529695e-05,0.0001603561066392,0.9999604728874764,0.9998396438933608,0.9992371481983804,0.9732880162228608,0.0050205003628083,0.0007216166815101
PXP,10,1,3,0.2,fidelity,product,1.4005527050775513e-05,0.0001917639733552,0.9999859944729492,0.9998082360266448,0.9991306454549438,0.9850963949247522,0.0056793010807645,0.0005656373693985
PXP,10,1,3,0.2,multi_mags,non_product,0.0014398949422622,0.4817331867561796,0.6723637705981984,0.6898144247451543,0.4428792945170373,0.5907121841879817,10.769790077951887,0.0186407459534567
PXP,10,1,3,0.2,multi_mags,non_product,0.0012787467739723,0.4074491817018529,0.6450539571707998,0.7213003664011878,0.4164608402860157,0.578560302696496,10.519386452034686,0.0188664038294418
PXP,10,1,3,0.2,multi_mags,non_product,0.0016685623819554,0.4664709542950136,0.6886250857488255,0.7182180463606238,0.4701058447701747,0.6032510565557896,9.97224479039642,0.0176454799850681
PXP,10,1,3,0.2,multi_mags,non_product,0.0019745770356947,0.3008302238270544,0.8124160453918119,0.8413950811848089,0.6779092281991478,0.7018507713335393,3.4910410092509307,0.0127180521075577
PXP,10,1,3,0.2,multi_mags,product,0.0164628595771836,0.1635676109824927,0.9666987773111568,0.9397248442832564,0.7764415145268376,0.7559734534727727,0.5472503206870285,0.009479644455767
PXP,10,1,3,0.2,multi_mags,product,0.0545522017198279,0.1564850014773357,0.9771085281861565,0.942917811562053,0.7664029350986089,0.7477505889912065,1.3210679167709465,0.0098661754224451
PXP,10,1,3,0.2,multi_mags,product,0.0172468454541359,0.1419524319754719,0.9708025644659554,0.9453019629538484,0.7461003626353101,0.7368900549292682,1.3389782501979892,0.0099765895226322
PXP,10,1,3,0.2,multi_mags,product,0.0283547330106676,0.1598205963697241,0.985273425734536,0.9491710302458884,0.8003664727181128,0.7680580031196197,1.0395945255295216,0.0093134121941152
PXP,10,1,4,0.2,fidelity,non_product,6.572250091707588e-06,6.772033274482503e-06,0.9999934277499084,0.9999932279667256,0.9999851150520496,0.9964084211455486,6.020030195786038e-05,0.0001114431376375
PXP,10,1,4,0.2,fidelity,non_product,5.106692901279963e-05,3.2653657147552195e-05,0.9999489330709872,0.9999673463428524,0.9999149963096792,0.9923258825325764,0.000631496075453,0.000206844154482
PXP,10,1,4,0.2,fidelity,non_product,1.4252118447632968e-05,9.519245794953337e-06,0.9999857478815524,0.999990480754205,0.9999744965257856,0.98591897026318,0.0002716785885708,0.0002125651580888
PXP,10,1,4,0.2,fidelity,non_product,3.484650200524797e-05,2.835130475220549e-05,0.9999651534979948,0.9999716486952478,0.9999277383966751,0.9819285136757108,0.0007915027435799,0.000285886395103
PXP,10,1,4,0.2,fidelity,product,1.162188552727983e-06,1.9389565629523983e-05,0.9999988378114472,0.9999806104343704,0.9999022022489622,0.9910969878951724,0.0009380313483091,0.0002655810950293
PXP,10,1,4,0.2,fidelity,product,1.0532430351206656e-06,1.688315213643765e-05,0.9999989467569648,0.9999831168478636,0.9998732365519728,0.9915683550432028,0.0009725290351075,0.0002913234484179
PXP,10,1,4,0.2,fidelity,product,6.672951586927933e-05,8.884865259861652e-05,0.9999332704841308,0.9999111513474014,0.9998551294896229,0.9918924097335806,0.0014128474418558,0.0002674419261081
PXP,10,1,4,0.2,fidelity,product,0.0001216280824983,5.946136109113986e-05,0.9998783719175016,0.9999405386389087,0.9998227038627184,0.9933310968176884,0.0015087434807177,0.0002800522252856
PXP,10,1,4,0.2,multi_mags,non_product,0.0013462473700138,0.4211627027106372,0.7321979729735514,0.7425422972354485,0.5387962930866332,0.6351125275669309,6.814568307879674,0.0163421716695622
PXP,10,1,4,0.2,multi_mags,non_product,0.0015941320666197,0.3336878897419568,0.7968283753664299,0.8315696970924445,0.6261214066790607,0.6748016446091735,5.726698528608505,0.0135579641341698
PXP,10,1,4,0.2,multi_mags,non_product,0.0019180355768257,0.3466944928765005,0.73893256770995,0.810917927923687,0.5536538207361652,0.6402404106164321,6.267913170087385,0.0143985159746836
PXP,10,1,4,0.2,multi_mags,non_product,0.0020356039621969,0.3295090523241029,0.783268697160739,0.8353189696737232,0.6242250571918176,0.675142032560315,4.913533035888182,0.0136692394183617
PXP,10,1,4,0.2,multi_mags,product,0.0104605947350511,0.1416902015153585,0.978955925641633,0.9504281052965364,0.7879003453817323,0.7628497832329462,1.011118367136107,0.0089402733920607
PXP,10,1,4,0.2,multi_mags,product,0.023092556228587,0.1283098733911109,0.978334978299743,0.954931576549701,0.7441374937153191,0.7316111560855814,1.3784376435916204,0.0104056664833541
PXP,10,1,4,0.2,multi_mags,product,0.0338445658594239,0.1684486072738511,0.981592723653516,0.9361556281916872,0.7053959681085893,0.7154970392748441,2.07585833318567,0.0104479755670262
PXP,10,1,4,0.2,multi_mags,product,0.0240031890281255,0.1258840047337455,0.9786008453223132,0.9587956571114586,0.8140892499957788,0.7735879906323366,1.2025685896388496,0.0085568616799312
PXP,10,1,5,0.2,fidelity,non_product,3.8615870939562313e-05,2.8412901099117427e-05,0.9999613841290604,0.9999715870989008,0.9999289384342406,0.98504239351118,0.0008364506650516,0.0002500435802946
PXP,10,1,5,0.2,fidelity,non_product,2.127684815633745e-05,1.5313308556863525e-05,0.9999787231518436,0.9999846866914432,0.999955351512792,0.99378022966882,0.0004197014712557,0.0001512956548531
PXP,10,1,5,0.2,fidelity,non_product,3.5614866642497134e-06,3.863928144554052e-06,0.9999964385133358,0.9999961360718554,0.9999927563291248,0.974565072378856,3.252392689270268e-05,0.0003060651753384
PXP,10,1,5,0.2,fidelity,non_product,0.0001529435471505,6.411776182602136e-05,0.9998470564528494,0.999935882238174,0.9998223882278252,0.9912071212771844,0.0019290879144245,0.0002308372497042
PXP,10,1,5,0.2,fidelity,product,0.0006663293320142,0.0005538046413989,0.9993336706679856,0.999446195358601,0.9993262382390276,0.9801113652913436,0.0044303319363031,0.0005145967459231
PXP,10,1,5,0.2,fidelity,product,1.7951558299866832e-06,1.1305223018731604e-05,0.99999820484417,0.9999886947769812,0.9999471308401882,0.98486311496618,0.0002971589121726,0.0002892169834055
PXP,10,1,5,0.2,fidelity,product,0.0039363635770497,0.0028761216563448,0.9960636364229504,0.9971238783436552,0.9964501066971632,0.9678689907442436,0.0187944123603851,0.0010330412532842
PXP,10,1,5,0.2,fidelity,product,1.1137873609845528e-05,1.373829105122404e-05,0.9999888621263902,0.9999862617089488,0.9999525833101388,0.9694370856223437,0.0003749461365026,0.0004330104560089
PXP,10,1,5,0.2,multi_mags,non_product,0.0004692727497704,0.1907382927080814,0.9246688848941214,0.9396251629552456,0.8501620244478963,0.8022963988499048,0.8504205825469464,0.0088109552174058
PXP,10,1,5,0.2,multi_mags,non_product,0.0011179676030689,0.1660852863434508,0.9207795220456014,0.9432320969752188,0.8489604863540047,0.7994594476464898,0.688825737813457,0.0094352654024829
PXP,10,1,5,0.2,multi_mags,non_product,0.0012554265230645,0.2380533505158658,0.9067538711841144,0.9183980685903944,0.8172416478167436,0.7784677265454203,1.0590126231726356,0.0087575986337988
PXP,10,1,5,0.2,multi_mags,non_product,0.0015174446499579,0.2043721910412862,0.9019710153188688,0.9235359825603496,0.8145794583066087,0.7754655590647004,1.0734269610682987,0.0095444577639439
PXP,10,1,5,0.2,multi_mags,product,0.0143943857208899,0.0934562973901202,0.9864941780360535,0.9757556020236916,0.8854731378642693,0.8270908920188211,0.751962827750951,0.0074400509027307
PXP,10,1,5,0.2,multi_mags,product,0.0134186760194694,0.110546874708753,0.9843313521696158,0.9696743576692208,0.8568444847746068,0.8070984053198328,0.618829699045632,0.007340929216989
PXP,10,1,5,0.2,multi_mags,product,0.0136165353462085,0.0869356473758655,0.9869794838231144,0.976572967325214,0.8536393652612083,0.8043694183340395,0.5633625590557526,0.0082822730468172
PXP,10,1,5,0.2,multi_mags,product,0.0147666020436607,0.1468668544503219,0.9870838168681848,0.9527690717770142,0.7650012431191199,0.7493851850685105,1.507457519329677,0.0098171423359701
PXP,10,1,6,0.2,fidelity,non_product,4.627879676255553e-06,4.68755057947412e-06,0.9999953721203236,0.9999953124494204,0.9999901342648454,0.9850548678002092,3.75795556969511e-05,0.0002127031201525
PXP,10,1,6,0.2,fidelity,non_product,0.0001822895608508,9.14377960827828e-05,0.9998177104391492,0.9999085622039172,0.9997391178368557,0.9867161464249692,0.0021862201790443,0.0003375710972143
PXP,10,1,6,0.2,fidelity,non_product,4.043427383293441e-05,1.1522638500904849e-05,0.9999595657261672,0.9999884773614992,0.9999626791265628,0.995507944945394,0.000251359638651,0.0001514328242031
PXP,10,1,6,0.2,fidelity,non_product,8.894651126301056e-06,7.46965460274307e-06,0.9999911053488736,0.9999925303453971,0.9999836255966144,0.9786461656222152,0.0001626923137446,0.000274909732771
PXP,10,1,6,0.2,fidelity,product,2.4903936990394726e-06,7.346575012001644e-06,0.999997509606301,0.999992653424988,0.9999668895385642,0.963876661142964,0.0001699175908687,0.0004817586601804
PXP,10,1,6,0.2,fidelity,product,0.0001390859428868,7.497365140241019e-05,0.9998609140571132,0.9999250263485976,0.9998835856252798,0.9815496061306928,0.0007943219009728,0.0003577716677247
PXP,10,1,6,0.2,fidelity,product,6.9415194556832205e-06,1.314833024690376e-05,0.9999930584805444,0.9999868516697532,0.99996301994534,0.98326960938197,0.0002556038317586,0.0002841755962958
PXP,10,1,6,0.2,fidelity,product,4.679205692914579e-06,9.25089791092848e-06,0.9999953207943072,0.9999907491020892,0.999956875196804,0.9821609208343084,0.0002961116009651,0.0003040339237701
PXP,10,1,6,0.2,multi_mags,non_product,0.0015448146074991,0.1444380423746364,0.9456496434377184,0.9625870512806088,0.8928733926224439,0.8275953472656921,0.4624567252249661,0.0071560626423441
PXP,10,1,6,0.2,multi_mags,non_product,0.0015543695093901,0.1766910133021471,0.938577107778816,0.9422330113111004,0.8821202245917229,0.8254265779644236,0.5717454674680079,0.0077954839862907
PXP,10,1,6,0.2,multi_mags,non_product,0.0014443203607279,0.1402241113825859,0.9564299595490762,0.9618082004657574,0.9166721853969514,0.8486995655444678,0.30297962436268,0.0064258384494357
PXP,10,1,6,0.2,multi_mags,non_product,0.0010528802622992,0.1268236463897399,0.9603892000965316,0.967862903820307,0.9247457562451012,0.8614280832356664,0.2820576091818916,0.0057887814989956
PXP,10,1,6,0.2,multi_mags,product,0.0138464566771101,0.0871057075434851,0.9913284880824668,0.9807378516034642,0.8734094118678989,0.8187151365209788,0.3498994175947109,0.0066359188852563
PXP,10,1,6,0.2,multi_mags,product,0.0135939003947065,0.0917249869399152,0.9851931186322564,0.9751032304652903,0.854189972797837,0.8052496349544569,1.0824531916618911,0.0081801409787571
PXP,10,1,6,0.2,multi_mags,product,0.0134866633493961,0.0812019939084509,0.9861143721117136,0.977446812896473,0.8904644374756203,0.8311746818322139,0.6456378547790421,0.007064401635408
PXP,10,1,6,0.2,multi_mags,product,0.0138105891197979,0.079612357997085,0.9865835069035978,0.9792110030994668,0.899256215388749,0.8376234530790421,0.4196134704292191,0.0071856959535155
PXP,10,1,7,0.2,fidelity,non_product,9.849991892019184e-05,9.38770175825665e-05,0.9999015000810798,0.9999061229824174,0.9997542763191604,0.9904049504060142,0.0031850494960101,0.000196165449929
PXP,10,1,7,0.2,fidelity,non_product,5.790528553317742e-06,5.962274626791775e-06,0.9999942094714468,0.9999940377253732,0.9999871454906648,0.9978356943814662,8.197788510678633e-05,8.394899978220462e-05
PXP,10,1,7,0.2,fidelity,non_product,6.240343732977216e-06,5.794064658726228e-06,0.999993759656267,0.9999942059353412,0.9999873114031824,0.995880802768622,6.616246143771548e-05,0.0001138705568257
PXP,10,1,7,0.2,fidelity,non_product,4.882608670708777e-06,5.475076371497245e-06,0.9999951173913292,0.9999945249236284,0.9999896613661404,0.9943928252347086,3.29184152215139e-05,0.0001209166731325
PXP,10,1,7,0.2,fidelity,product,3.415448998178583e-06,6.203812760952054e-06,0.9999965845510018,0.999993796187239,0.9999796561919074,0.9937023676896926,0.00012415100784,0.0001603850094962
PXP,10,1,7,0.2,fidelity,product,1.8327712802967968e-06,4.319504460559287e-06,0.9999981672287196,0.9999956804955394,0.9999797068139484,0.9974431074766212,0.0001226211420363,0.0001091377515509
PXP,10,1,7,0.2,fidelity,product,3.4443655057558864e-05,1.6349015015681978e-05,0.9999655563449424,0.9999836509849844,0.9999545959320388,0.9942714577153288,0.0003591838357544,0.0001785754503144
PXP,10,1,7,0.2,fidelity,product,6.148288822882542e-05,2.1203242255851684e-05,0.9999385171117712,0.999978796757744,0.9999522239453216,0.9903437341568972,0.000346868863014,0.0002191277939359
PXP,10,1,7,0.2,multi_mags,non_product,0.001240133974941,0.125199015386524,0.9614858962984488,0.9692707855463756,0.9245872512147504,0.8608242140567346,0.3540501052350039,0.0064181091401453
PXP,10,1,7,0.2,multi_mags,non_product,0.0009935187684628,0.101419792184051,0.9757379827746192,0.9799761273795866,0.9501707387480592,0.8847130416048523,0.1272008147732955,0.0050752079835055
PXP,10,1,7,0.2,multi_mags,non_product,0.0012290023378623,0.0836192594851631,0.9813194773357916,0.984624332990597,0.962190163321618,0.901515582316998,0.0660303539307367,0.004236989004262
PXP,10,1,7,0.2,multi_mags,non_product,0.0014939314919412,0.0703382645886918,0.9858087556494964,0.9893437437395036,0.9721278446627456,0.9151375154436718,0.04031313674084,0.0038215471995498
PXP,10,1,7,0.2,multi_mags,product,0.0139438863427869,0.0673168413654227,0.9902514265938368,0.9848383780156752,0.9254089793569806,0.8613987662745691,0.2877205474260785,0.0056172664691998
PXP,10,1,7,0.2,multi_mags,product,0.0143000195599038,0.0407394958261846,0.9955378491021226,0.9936042979882962,0.9748714505835736,0.9132655885089423,0.0506531721722836,0.0036330441189812
PXP,10,1,7,0.2,multi_mags,product,0.0138837202811354,0.0649152799509047,0.9922135390663308,0.9863313714158676,0.917767318167992,0.8502851233213439,0.3879124869861334,0.0051893904250912
PXP,10,1,7,0.2,multi_mags,product,0.0129184159817705,0.053412938924732,0.9958649399166978,0.9912969055957142,0.9538022859947204,0.8918447889832148,0.2217609969697196,0.0044427719449972
PXP,10,1,8,0.2,fidelity,non_product,0.0001459713652259,0.0001231594313563,0.999854028634774,0.9998768405686436,0.9996557022380412,0.9843132425903526,0.0023638707491996,0.0003952667479298
PXP,10,1,8,0.2,fidelity,non_product,5.99714500376658e-05,2.0999653340791905e-05,0.9999400285499624,0.9999790003466592,0.999949225254747,0.9873398758642123,0.0005175465636875,0.0002179790508684
PXP,10,1,8,0.2,fidelity,non_product,4.062649888614267e-06,4.053105379875355e-06,0.9999959373501114,0.99999594689462,0.9999918843151429,0.9643922449889228,5.226675116328777e-05,0.0004083399956408
PXP,10,1,8,0.2,fidelity,non_product,6.965204417008764e-06,6.303113116779002e-06,0.999993034795583,0.9999936968868832,0.999988953929133,0.9937968830309746,5.489019403049088e-05,0.0001282154198323
PXP,10,1,8,0.2,fidelity,product,9.823859801416646e-06,1.019764072673901e-05,0.9999901761401986,0.9999898023592731,0.999969896799876,0.9805782482902404,0.0001963141884145,0.0003085501022834
PXP,10,1,8,0.2,fidelity,product,0.0001275789564041,5.295140439842694e-05,0.999872421043596,0.9999470485956016,0.999915515811142,0.9921490614821786,0.0008613837273267,0.0002178553907466
PXP,10,1,8,0.2,fidelity,product,2.81274219700034e-05,3.294744303183883e-05,0.99997187257803,0.9999670525569682,0.999934735279115,0.9813485412612823,0.0005193898753449,0.0003440546685136
PXP,10,1,8,0.2,fidelity,product,2.768939522024283e-05,1.7449218441600856e-05,0.9999723106047798,0.9999825507815584,0.999956212264048,0.9781662437252306,0.0003424463686103,0.0003482409387138
PXP,10,1,8,0.2,multi_mags,non_product,0.0009875908046408,0.0503024548351023,0.991555163984892,0.9927569039576162,0.9846892319057629,0.937285916664416,0.0343448869293793,0.0028570328573324
PXP,10,1,8,0.2,multi_mags,non_product,0.0011747042419287,0.0983307344498331,0.9831234338223016,0.9836755960226612,0.9648442749121108,0.8842036133306445,0.0864656157768975,0.0045030703777896
PXP,10,1,8,0.2,multi_mags,non_product,0.0013161958420577,0.0580953297801452,0.9904298474559676,0.9925184418500176,0.9809411137774764,0.9176526947200214,0.0422090415763279,0.0032764205479964
PXP,10,1,8,0.2,multi_mags,non_product,0.0027417600815887,0.0627567199299652,0.9888106279735268,0.9909117901397472,0.9804512307924156,0.9259475363363264,0.0384971298944829,0.0034493857711837
PXP,10,1,8,0.2,multi_mags,product,0.0126609902320376,0.0367112348653577,0.996376091320236,0.995348887271936,0.972409303057318,0.9123702171550822,0.0580203579634846,0.0033254674308746
PXP,10,1,8,0.2,multi_mags,product,0.0138027582295157,0.0471451077627781,0.9948818148484316,0.9917987115758448,0.958128788891156,0.884604451713692,0.0797919916450073,0.0043335517633376
PXP,10,1,8,0.2,multi_mags,product,0.0142321897281314,0.0435354279852142,0.996029495527616,0.9923698460309271,0.9516191128046548,0.8875922186564579,0.0628479318127938,0.0046019896416079
PXP,10,1,8,0.2,multi_mags,product,0.0139394885074668,0.0491917104582528,0.9957244620627804,0.992826038298676,0.9649206913693088,0.9056119759179282,0.073955577785767,0.0040054277619456
PXP,10,1,9,0.2,fidelity,non_product,3.1000969353822683e-06,3.5623977109322524e-06,0.9999968999030646,0.9999964376022892,0.9999934330945236,0.994557328139334,2.724790535808057e-05,0.0001093425239383
PXP,10,1,9,0.2,fidelity,non_product,2.3966793754937044e-05,2.8858692774025307e-05,0.9999760332062452,0.999971141307226,0.9999282822515296,0.9845233372861644,0.000597040449879,0.0002871784327074
PXP,10,1,9,0.2,fidelity,non_product,0.0002413842090533,0.0001903062579968,0.9997586157909466,0.9998096937420032,0.9995208373072236,0.9802295869426474,0.0041100714343752,0.0003943587055146
PXP,10,1,9,0.2,fidelity,non_product,0.0003802569968694,0.0001454090630675,0.9996197430031304,0.9998545909369324,0.9995395395871972,0.942234630978947,0.0034408890211743,0.0008419669074386
PXP,10,1,9,0.2,fidelity,product,4.654061256881281e-05,3.41393435646653e-05,0.9999534593874312,0.9999658606564352,0.9999407342557274,0.9882524451865294,0.0005448301300125,0.0002370417080024
PXP,10,1,9,0.2,fidelity,product,5.541830060629138e-06,6.348480408480128e-06,0.9999944581699394,0.9999936515195916,0.9999753368213462,0.9911744345919472,0.0001303996640848,0.0001936430065526
PXP,10,1,9,0.2,fidelity,product,2.167369239414185e-06,5.231746120548664e-06,0.9999978326307606,0.9999947682538796,0.9999781328648852,0.9950198314638112,0.0001418641149779,0.0001470312152715
PXP,10,1,9,0.2,fidelity,product,1.8770761824882245e-06,3.88395476502712e-06,0.9999981229238176,0.999996116045235,0.9999833614687788,0.9943399596346472,0.0001036737135747,0.0001449652633226
PXP,10,1,9,0.2,multi_mags,non_product,0.0054264512604974,0.0501452526614467,0.992534213102366,0.9949715047786218,0.988841150947251,0.9459387381079236,0.031169223289002,0.0024518701036543
PXP,10,1,9,0.2,multi_mags,non_product,0.0015801024779882,0.0308458851819054,0.9971049372111508,0.9974739945705526,0.9944049653940904,0.9559571974087668,0.0192254565877254,0.0019069286366993
PXP,10,1,9,0.2,multi_mags,non_product,0.0010302928559436,0.031202785328458,0.9979959991636904,0.9981914875194547,0.9953336634085664,0.9580259617669296,0.019564899165098,0.0016072511214545
PXP,10,1,9,0.2,multi_mags,non_product,0.0015528498542401,0.0283578883096679,0.9977381936158044,0.9981595041212326,0.995747993568106,0.94781704824582,0.0167879297229585,0.0017637657029504
PXP,10,1,9,0.2,multi_mags,product,0.0142054661437597,0.0369199928326035,0.9963565494266906,0.9950846463537638,0.9779344498248592,0.924177472056916,0.0758521254002409,0.003404729040006
PXP,10,1,9,0.2,multi_mags,product,0.0135049747825051,0.0418060069289935,0.996065211348866,0.9938019880367231,0.9648172720105478,0.9054399830125556,0.1329142997076257,0.0039279755298445
PXP,10,1,9,0.2,multi_mags,product,0.0131524583476007,0.0360255442870992,0.9960183266947982,0.9950023705285762,0.9817484005050569,0.9298318980952238,0.0478405164646149,0.0031477128876166
PXP,10,1,9,0.2,multi_mags,product,0.0135994318617624,0.0366159787777857,0.9965063994055136,0.9950246577750054,0.984847714466896,0.9351365554886282,0.0330575496029166,0.002930792602764
PXP,10,1,10,0.2,fidelity,non_product,3.1201252358448173e-06,3.204808671997128e-06,0.9999968798747642,0.999996795191328,0.9999934877882892,0.994446499434399,2.3798088150739856e-05,0.0001076482816083
