model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,J,delta,theta,gate_fidelity,similarity,spectrum_diff,train_loss,test_loss,train_fide,test_fide
XXZ_inhomo,10,1,4,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999945884890712,0.9987952323626682,1.0390561119354464e-05,2.503392211083977e-06,2.627871550364702e-06,0.9999974966077888,0.9999973721284496
XXZ_inhomo,10,1,5,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9985953394296654,0.981230395035164,0.0012094706613249,0.001413124815035,0.0004937564883342,0.9985868751849648,0.9995062435116656
XXZ_inhomo,10,1,5,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999987974065534,0.999246360064212,4.857945679745294e-06,1.5326102564827693e-06,1.1055092894451946e-06,0.9999984673897436,0.9999988944907106
XXZ_inhomo,10,1,6,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999996743157544,0.9991242706494892,6.675102358399938e-07,1.5625731442092674e-07,8.057452787202379e-07,0.9999998437426856,0.9999991942547212
XXZ_inhomo,10,1,6,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999992732392932,0.9993770494547696,1.217715074488335e-06,1.748569128379174e-07,9.44381903678071e-07,0.9999998251430872,0.9999990556180964
XXZ_inhomo,10,1,7,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999856782005292,0.9975618741374264,4.2888383918003095e-05,1.3997934006582112e-05,6.234874043609118e-06,0.9999860020659934,0.9999937651259564
XXZ_inhomo,10,1,7,0.2,fidelity,non_product,1.0,-2.0,0.0,0.999997155320437,0.9991521830903284,5.799062277578226e-06,1.671725061713758e-06,1.7020618384711028e-06,0.9999983282749384,0.9999982979381616
XXZ_inhomo,10,1,8,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999998186902856,0.9995981620231136,1.085782544136191e-07,8.665124007212199e-08,7.951108409454122e-07,0.99999991334876,0.999999204889159
XXZ_inhomo,10,1,8,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999997156659964,0.9995817458709904,1.925669290536616e-07,1.2954587236269077e-07,8.077315329924062e-07,0.9999998704541276,0.999999192268467
XXZ_inhomo,10,1,9,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9998358544424027,0.9935635395901872,0.0001699939795166,0.0001248598507359,5.922740772568158e-05,0.999875140149264,0.9999407725922744
XXZ_inhomo,10,1,9,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9993472660477848,0.9872169179756892,0.0004825988091052,0.0004535034820739,0.000242621899785,0.999546496517926,0.9997573781002148
XXZ_inhomo,10,1,10,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999843237358113,0.9979304339098102,4.175756599245055e-05,5.316650703135473e-06,6.239316406309037e-06,0.9999946833492968,0.9999937606835936
XXZ_inhomo,10,1,10,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9996856732247996,0.9910653500823328,0.000364767939419,0.0001367573439843,0.0001175626580384,0.9998632426560156,0.9998824373419616
XXZ_inhomo,10,2,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999950555795918,0.9986798925389884,7.823380956174802e-06,1.9124027530459387e-06,2.816805458105698e-06,0.999998087597247,0.999997183194542
XXZ_inhomo,10,2,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999992691711402,0.9995114066524446,1.260895322980934e-06,2.765790361181075e-07,9.74405319875693e-07,0.999999723420964,0.99999902559468
XXZ_inhomo,10,3,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.999972533483108,0.9941059370518806,1.974038068596659e-05,1.925332692098713e-05,1.08194955784624e-05,0.999980746673079,0.9999891805044216
XXZ_inhomo,10,3,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.999999249124838,0.9981663641964386,9.319374600391452e-07,4.040448724484946e-07,9.744125020194616e-07,0.9999995959551276,0.999999025587498
XXZ_inhomo,10,4,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9996912147398462,0.9912092018078212,0.0002523006654757,0.0003060132592065,0.0001050117825169,0.9996939867407936,0.999894988217483
XXZ_inhomo,10,4,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9998393055174524,0.9935414146927708,0.0001569480197743,0.0001743109853626,6.08018025323176e-05,0.9998256890146372,0.9999391981974676
XXZ_inhomo,10,5,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999946030289956,0.997733283930844,1.098661769929016e-05,2.208368406808603e-06,2.604457702726215e-06,0.9999977916315932,0.9999973955422972
XXZ_inhomo,10,5,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9997603554542428,0.9922498726204704,0.0003108707925353,0.0003277152502479,8.512689082718072e-05,0.999672284749752,0.9999148731091728
XXZ_inhomo,10,6,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999052850740195,0.9951232417759336,0.0001031521109252,8.822608105141239e-05,3.2261623424845176e-05,0.9999117739189486,0.9999677383765752
XXZ_inhomo,10,6,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999984325130226,0.9974114042718752,1.476352511020608e-06,9.189008183252412e-07,1.2305678114277183e-06,0.9999990810991816,0.9999987694321886
XXZ_inhomo,10,7,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999947854912032,0.9980768842923224,1.4917883761116644e-05,2.4712461494935667e-06,2.624387960947772e-06,0.9999975287538504,0.999997375612039
XXZ_inhomo,10,7,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9987689542252908,0.9817156852858262,0.000979611719726,0.0007052129904522,0.0004302591728966,0.9992947870095478,0.9995697408271034
XXZ_inhomo,10,8,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999963870254116,0.9972416827965244,4.828435994069362e-06,2.581581872718175e-07,1.943456600206339e-06,0.9999997418418128,0.9999980565433998
XXZ_inhomo,10,8,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999975166080404,0.9966570280467124,7.445731215365196e-06,2.318237729448392e-06,1.570428714958716e-06,0.9999976817622706,0.999998429571285
XXZ_inhomo,10,9,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9999995060547908,0.9990008042358132,7.570770511194742e-07,2.143520623221207e-07,8.644569104987454e-07,0.9999997856479376,0.9999991355430896
XXZ_inhomo,10,9,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.9995361231702774,0.9891782993723536,0.0005130867603236,0.0005594120512393,0.0001665313427661,0.9994405879487608,0.999833468657234
XXZ_inhomo,10,10,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.999980562642466,0.997737425245276,3.9415175447304005e-05,1.4319781223126604e-05,6.423208669725788e-06,0.9999856802187768,0.9999935767913304
XXZ_inhomo,10,10,1,0.2,fidelity,non_product,1.0,-2.0,0.0,0.999999749923986,0.9986744016848842,2.492424187623836e-07,1.760888164170638e-07,7.82993392900444e-07,0.9999998239111836,0.9999992170066072
XXZ_inhomo,10,1,1,0.02,fidelity,product,1.0,-2.0,0.0,0.9735736837542438,0.9179884759541804,38.80903466223609,2.702030345580475e-06,0.0086898397174813,0.9999972979696544,0.9913101602825186
XXZ_inhomo,10,1,1,0.02,fidelity,product,1.0,-2.0,0.0,0.9914864565155428,0.953720744762806,8.393059653739968,2.8028284062120434e-05,0.0020555215763459,0.999971971715938,0.997944478423654
XXZ_inhomo,10,1,1,0.04,fidelity,product,1.0,-2.0,0.0,0.9816700065895568,0.9188531522742348,1.9147658270696344,2.435310735293683e-07,0.0063173647933744,0.9999997564689264,0.9936826352066256
XXZ_inhomo,10,1,1,0.04,fidelity,product,1.0,-2.0,0.0,0.9764973755292924,0.9163847501278688,3.4636143472666445,3.494898502187649e-05,0.0077347822444137,0.999965051014978,0.9922652177555864
XXZ_inhomo,10,1,1,0.06,fidelity,product,1.0,-2.0,0.0,0.9874151035567542,0.9431965601048514,0.5800940845332607,9.375585283022405e-06,0.004645407679728,0.999990624414717,0.995354592320272
XXZ_inhomo,10,1,1,0.06,fidelity,product,1.0,-2.0,0.0,0.9852335119105614,0.9371630172833096,0.7175272165551435,6.689135836679405e-05,0.0056518823315653,0.9999331086416332,0.9943481176684348
XXZ_inhomo,10,1,1,0.08,fidelity,product,1.0,-2.0,0.0,0.9663255592817938,0.890460559899926,0.4963201002543837,1.5766856835686127e-06,0.0078875136298671,0.9999984233143164,0.9921124863701328
XXZ_inhomo,10,1,1,0.08,fidelity,product,1.0,-2.0,0.0,0.9706755326789944,0.9130376237747092,0.3218367177227768,6.606011715559745e-05,0.0071103173895653,0.9999339398828444,0.9928896826104346
XXZ_inhomo,10,1,1,0.1,fidelity,product,1.0,-2.0,0.0,0.9692906184747248,0.9092120214088464,0.1608124249747559,2.1062850611541784e-05,0.0078234530416375,0.9999789371493883,0.9921765469583624
XXZ_inhomo,10,1,1,0.1,fidelity,product,1.0,-2.0,0.0,0.971455951015762,0.9070776207354068,0.2013464649131191,8.806405210637358e-05,0.0059207424096194,0.9999119359478936,0.9940792575903804
XXZ_inhomo,10,1,1,0.12,fidelity,product,1.0,-2.0,0.0,0.9599028457058324,0.8993111970515323,0.2134908769506823,6.989948059143991e-06,0.0096086249042599,0.9999930100519407,0.99039137509574
XXZ_inhomo,10,1,1,0.12,fidelity,product,1.0,-2.0,0.0,0.9443668120891408,0.8650630803706145,0.4228198976872154,2.063651820538581e-07,0.0201105420476898,0.999999793634818,0.9798894579523102
XXZ_inhomo,10,1,1,0.14,fidelity,product,1.0,-2.0,0.0,0.9536367303910168,0.8904628779693076,0.0894854161813184,1.476533452215989e-05,0.0100320534943001,0.9999852346654778,0.9899679465057
XXZ_inhomo,10,1,1,0.14,fidelity,product,1.0,-2.0,0.0,0.954638426286568,0.886866117556391,0.028384738067287,1.2489145154392922e-05,0.0134038864522827,0.9999875108548456,0.9865961135477171
XXZ_inhomo,10,1,1,0.16,fidelity,product,1.0,-2.0,0.0,0.9568728588554388,0.8927058889632351,0.0168543107458004,0.0001728288539909,0.0180320695293567,0.999827171146009,0.9819679304706432
XXZ_inhomo,10,1,1,0.16,fidelity,product,1.0,-2.0,0.0,0.9565149428627776,0.8948965111750926,0.0472506714311162,0.0002134176173217,0.0086309080843055,0.9997865823826784,0.9913690919156944
XXZ_inhomo,10,1,1,0.18,fidelity,product,1.0,-2.0,0.0,0.9511864566517978,0.8867438802097418,0.0272646921508393,2.211467198365291e-06,0.014366263932501,0.9999977885328016,0.9856337360674988
XXZ_inhomo,10,1,1,0.18,fidelity,product,1.0,-2.0,0.0,0.956641224315031,0.8766257757230973,0.0164065099965518,4.305323982956022e-05,0.0167598064573831,0.9999569467601704,0.9832401935426168
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9374096990371898,0.8628499609406729,0.0139042927552,0.0005258421034184,0.0151553515842409,0.9994741578965816,0.984844648415759
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9532343490627084,0.8911425896489407,0.0128739083984088,0.0001236306566014,0.0180457519774003,0.9998763693433984,0.9819542480225996
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9587051469870012,0.8936919550468999,0.0132682850947881,3.5731500953817275e-05,0.0124793280843868,0.9999642684990462,0.9875206719156132
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9559972669920108,0.894443626595437,0.0157530330100124,0.0001097382211345,0.0138719438338844,0.9998902617788654,0.9861280561661157
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9550596212192012,0.8882504631425748,0.0107599735454876,0.0002356797354755,0.0137676860824671,0.9997643202645244,0.9862323139175329
XXZ_inhomo,10,1,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9443744060996028,0.8790400751298834,0.0149188685653638,1.4405143693330125e-05,0.0186747088594435,0.9999855948563068,0.9813252911405564
XXZ_inhomo,10,1,2,0.2,fidelity,product,1.0,-2.0,0.0,0.982360792935377,0.9334104328584574,0.0063094834854649,0.0004303171939066,0.0036761851932624,0.9995696828060934,0.9963238148067376
XXZ_inhomo,10,1,2,0.2,fidelity,product,1.0,-2.0,0.0,0.9662334352779528,0.905839533923366,0.0396564275341883,0.0004300292423364,0.0061012847874759,0.9995699707576636,0.993898715212524
XXZ_inhomo,10,1,3,0.2,fidelity,product,1.0,-2.0,0.0,0.9921179150892504,0.9555341445745074,0.0033471950371811,0.0001320888211631,0.0009596483774778,0.9998679111788368,0.999040351622522
XXZ_inhomo,10,1,3,0.2,fidelity,product,1.0,-2.0,0.0,0.9906191988127768,0.9485627972155696,0.0041239296395013,4.8592566284533234e-05,0.0013304958265379,0.9999514074337156,0.998669504173462
XXZ_inhomo,10,1,4,0.2,fidelity,product,1.0,-2.0,0.0,0.9993001609246432,0.9867614652867122,0.0006764149577859,0.0007444552113684,0.0004462699330253,0.9992555447886315,0.9995537300669748
XXZ_inhomo,10,1,4,0.2,fidelity,product,1.0,-2.0,0.0,0.9997196302750032,0.9902043945845024,0.0001764889954494,3.561265906348865e-05,6.1096642542946e-05,0.9999643873409364,0.999938903357457
XXZ_inhomo,10,1,5,0.2,fidelity,product,1.0,-2.0,0.0,0.9996312042471692,0.9897483618803586,0.0002668605291663,0.0004540936311023,0.000296387072232,0.9995459063688976,0.999703612927768
XXZ_inhomo,10,1,5,0.2,fidelity,product,1.0,-2.0,0.0,0.9996484310212792,0.9902367681286552,0.0002536581087278,0.0005698594334488,0.0002538381110925,0.9994301405665512,0.9997461618889074
XXZ_inhomo,10,1,6,0.2,fidelity,product,1.0,-2.0,0.0,0.9999841348128148,0.9956375859034974,1.1583007453076898e-05,1.9124789858659952e-05,7.62482794303132e-06,0.9999808752101412,0.999992375172057
XXZ_inhomo,10,1,6,0.2,fidelity,product,1.0,-2.0,0.0,0.9999643954765728,0.9965623082670524,6.468809391430057e-05,3.079578205722466e-05,2.646352387103424e-05,0.9999692042179428,0.999973536476129
XXZ_inhomo,10,1,7,0.2,fidelity,product,1.0,-2.0,0.0,0.999944937585712,0.9958149755843532,4.064208625933458e-05,3.923912140169072e-05,3.525096796630489e-05,0.9999607608785984,0.9999647490320336
XXZ_inhomo,10,1,7,0.2,fidelity,product,1.0,-2.0,0.0,0.9999887308238652,0.9951902927725992,9.70551731667746e-06,9.13177573913515e-06,5.188579153769801e-06,0.9999908682242608,0.9999948114208462
XXZ_inhomo,10,1,8,0.2,fidelity,product,1.0,-2.0,0.0,0.999946144900431,0.9955519935111148,2.80033543297036e-05,4.777329975991229e-05,3.849333307104352e-05,0.99995222670024,0.999961506666929
XXZ_inhomo,10,1,8,0.2,fidelity,product,1.0,-2.0,0.0,0.9997243229565608,0.991681509548396,0.0003318464424384,0.0003457381560072,0.0002228366243048,0.9996542618439928,0.9997771633756952
XXZ_inhomo,10,1,9,0.2,fidelity,product,1.0,-2.0,0.0,0.999779516529502,0.9925162687953748,0.0001407088717851,0.0001505905939931,0.0001528772190325,0.9998494094060068,0.9998471227809674
XXZ_inhomo,10,1,9,0.2,fidelity,product,1.0,-2.0,0.0,0.998464948938342,0.9801818588080642,0.0011675164652256,0.0012127080373398,0.0011915711154072,0.99878729196266,0.9988084288845928
XXZ_inhomo,10,1,10,0.2,fidelity,product,1.0,-2.0,0.0,0.999946756062797,0.9955497421218518,8.59413885654319e-05,3.491816855372143e-05,3.857869473522513e-05,0.9999650818314464,0.9999614213052648
XXZ_inhomo,10,1,10,0.2,fidelity,product,1.0,-2.0,0.0,0.9999825276557408,0.9970626872981728,2.444598925977617e-05,1.2861067664848846e-05,1.2108485953898906e-05,0.9999871389323352,0.999987891514046
XXZ_inhomo,10,2,1,0.2,fidelity,product,1.0,-2.0,0.0,0.992645648254209,0.953418802020631,0.0027419421646606,1.4848304415560064e-05,0.0024189948107739,0.9999851516955844,0.997581005189226
XXZ_inhomo,10,2,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9945035982992227,0.9236260614227452,0.0025233016815374,8.80282220760975e-06,0.001627743694306,0.9999911971777924,0.998372256305694
XXZ_inhomo,10,3,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9990403946767584,0.97204084006642,0.0006571437971789,0.0015380721233757,0.000304372653701,0.9984619278766242,0.9996956273462988
XXZ_inhomo,10,3,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9996122710269628,0.9888867149556736,0.0003554213284831,2.187606894454852e-05,0.0001172511772675,0.9999781239310556,0.9998827488227324
XXZ_inhomo,10,4,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9975215808297097,0.9484577328224264,0.0018408724061216,0.0020501057580142,0.0014069935199801,0.9979498942419858,0.9985930064800198
XXZ_inhomo,10,4,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999006818988168,0.985785670020182,0.000104965991919,4.2866221827697615e-06,2.743082415190834e-05,0.9999957133778172,0.999972569175848
XXZ_inhomo,10,5,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9996705823984728,0.9533904367024104,0.0003426972896934,0.0005652887889975,0.0001910527456102,0.9994347112110024,0.9998089472543896
XXZ_inhomo,10,5,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999381943539656,0.9673500831345192,8.938937041763581e-05,3.362219978975123e-05,2.63479362834218e-05,0.9999663778002102,0.9999736520637166
XXZ_inhomo,10,6,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9998674788027864,0.9916917669614168,0.0001560601434537,0.0001868309659677,6.469996551894397e-05,0.9998131690340324,0.9999353000344812
XXZ_inhomo,10,6,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999491839838064,0.9721544741225344,8.274226620589412e-05,1.95696732502304e-05,2.3487429394064563e-05,0.9999804303267498,0.999976512570606
XXZ_inhomo,10,7,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9991773871910392,0.9828196948863,0.0005979514547326,0.0022310929973889,0.0003955984572672,0.997768907002611,0.9996044015427328
XXZ_inhomo,10,7,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9998581561169656,0.966043335645381,0.0001134941263285,0.0002362727233891,5.785819286097116e-05,0.9997637272766108,0.999942141807139
XXZ_inhomo,10,8,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999905652185292,0.9958796564745566,7.2771629935164575e-06,3.1628993180099485e-07,2.2592787307651463e-06,0.9999996837100682,0.9999977407212692
XXZ_inhomo,10,8,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999869630542828,0.9793349960946792,8.418672042296327e-06,3.522374179554255e-06,3.295247925860778e-06,0.9999964776258204,0.999996704752074
XXZ_inhomo,10,9,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999902257537476,0.9565899606582404,5.988297933545756e-06,1.953311413283032e-06,2.364095200269034e-06,0.9999980466885868,0.9999976359047996
XXZ_inhomo,10,9,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999933263712002,0.9751143364121664,4.333169559050907e-06,1.4663568880246558e-06,1.5247968055964731e-06,0.999998533643112,0.9999984752031944
XXZ_inhomo,10,10,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999860959519982,0.99307376519889,1.271394694074357e-05,9.321596548872437e-06,5.290073521013738e-06,0.9999906784034512,0.999994709926479
XXZ_inhomo,10,10,1,0.2,fidelity,product,1.0,-2.0,0.0,0.9999025016434794,0.9734912773507314,6.758807231754047e-05,0.0001836636632605,3.7479901806691807e-05,0.9998163363367396,0.9999625200981932
XXZ_inhomo,10,1,1,0.02,multi_mags,non_product,1.0,-2.0,0.0,0.2123596494101537,0.4773493973220961,3440.9890612470044,0.0014643427726766,0.6325697270105637,0.4731609187779749,0.5340249910943345
XXZ_inhomo,10,1,1,0.02,multi_mags,non_product,1.0,-2.0,0.0,0.1963308046123671,0.4701712250294519,3669.44445936787,0.0012860118878087,0.5746122632092466,0.4548575834811066,0.572190370553668
XXZ_inhomo,10,1,1,0.04,multi_mags,non_product,1.0,-2.0,0.0,0.2523228073031047,0.5006794520800733,721.5567451534248,0.0009080979146683,0.5594885368375825,0.5275908864071307,0.5631745257237136
XXZ_inhomo,10,1,1,0.04,multi_mags,non_product,1.0,-2.0,0.0,0.2611949122325693,0.5051206326210225,700.2977604722487,0.0008940234531016,0.5379296220386628,0.5129083713237825,0.6140741404876151
XXZ_inhomo,10,1,1,0.06,multi_mags,non_product,1.0,-2.0,0.0,0.1884728488585761,0.4645158724485153,384.6448246997824,0.0015790964340452,0.6502281973005731,0.4426446307563723,0.4920750441028011
XXZ_inhomo,10,1,1,0.06,multi_mags,non_product,1.0,-2.0,0.0,0.2280018722896208,0.4871124649231202,346.86433591730577,0.0007697918262129,0.6167442270597365,0.4741170933744175,0.5412801820624774
XXZ_inhomo,10,1,1,0.08,multi_mags,non_product,1.0,-2.0,0.0,0.1885089669996515,0.4674905936675914,191.3557873282801,0.0010704027266263,0.5914358792192582,0.4129667268855733,0.5275152273233039
XXZ_inhomo,10,1,1,0.08,multi_mags,non_product,1.0,-2.0,0.0,0.1850696770882854,0.4655933978723445,189.4646537309277,0.0008982110911924,0.6471073832167981,0.4216054869455586,0.4655702638231069
XXZ_inhomo,10,1,1,0.1,multi_mags,non_product,1.0,-2.0,0.0,0.1518786052810201,0.4439631270744639,132.78649261531498,0.0012807080032608,0.6463694100632409,0.3826517069456666,0.449371428642692
