model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,J,delta,lambda,train_loss,test_loss,train_fide,test_fide,gate_fidelity,similarity,spectrum_diff,H_diff
xorX,10,1,1,0.2,fidelity,product,1.0,0.0,1.0,0.0006286042901332,0.2703916049291123,0.9993713957098668,0.7296083950708877,0.2429796029298896,0.4961008689669315,1.6325248855789805,0.0544681058048232
xorX,10,1,1,0.2,fidelity,product,1.0,0.0,1.0,0.0002625324238801,0.403264006813557,0.9997374675761198,0.596735993186443,0.1640882424903175,0.4535764812292799,3.3000172847117017,0.0569912177973594
xorX,10,1,1,0.2,fidelity,product,1.0,0.001,1.0,5.838244864930786e-05,0.4981705029510825,0.9999416175513508,0.5018294970489174,0.0691423723473508,0.389921658560395,4.269511489052555,0.0768394470342093
xorX,10,1,1,0.2,fidelity,product,1.0,0.001,1.0,0.0011015442918037,0.6291207650765109,0.9988984557081962,0.370879234923489,0.0412514098407183,0.3677635782258988,7.654852390289437,0.0937739282941089
xorX,10,1,1,0.2,fidelity,product,1.0,0.001,1.0,7.478502276514476e-05,0.3895185930956496,0.9999252149772349,0.6104814069043504,0.186701970132162,0.4666899061216366,2.0883453386026027,0.0393227998833918
xorX,10,1,1,0.2,fidelity,product,1.0,0.001,1.0,4.924598201627717e-05,0.4623468271033064,0.9999507540179836,0.5376531728966936,0.1453579796954374,0.4432024667862767,4.2261244900989015,0.0613929944211353
xorX,10,1,1,0.2,fidelity,product,1.0,0.01,1.0,0.0006389215742731,0.5044190143361469,0.9993610784257267,0.4955809856638531,0.1186967021225211,0.4252938668274664,3.461437486275367,0.0760062775282289
xorX,10,1,1,0.2,fidelity,product,1.0,0.01,1.0,4.030012249012227e-05,0.6808340341393417,0.99995969987751,0.3191659658606583,0.0248205850894656,0.333494369431532,10.978676092733943,0.1237691442215215
xorX,10,1,1,0.2,fidelity,product,1.0,0.1,1.0,0.0001941291165565,0.578757623620074,0.9998058708834434,0.421242376379926,0.07780995733464,0.396198355462855,5.192722523514492,0.0781465854316409
xorX,10,1,1,0.2,fidelity,product,1.0,0.1,1.0,3.3609324319505696e-05,0.5503806903902877,0.9999663906756804,0.4496193096097123,0.0814543902664562,0.4015957327256203,7.253168724116962,0.0698789114599938
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.0,1.0,8.092989177699295e-07,0.330607141638165,0.9999991907010822,0.6693928583618349,0.3483629671218228,0.5469029234974201,18.653970938771927,0.0109158407638223
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.0,1.0,1.3613842798188004e-05,0.3336788741855886,0.9999863861572018,0.6663211258144114,0.3492885162467503,0.547476578594421,18.71277090083796,0.0109144997492923
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.001,1.0,0.0002445953680171,0.3278160578069193,0.9997554046319828,0.6721839421930806,0.3442551510406265,0.5449307465192843,21.872891082168334,0.0109023195132424
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.001,1.0,2.647509380615532e-07,0.3335098918790319,0.999999735249062,0.6664901081209681,0.3464531416367765,0.5453907437090665,18.94826737476013,0.0108681024814071
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.01,1.0,1.0740757597660355e-05,0.3248230882793663,0.9999892592424025,0.6751769117206337,0.3516960080696388,0.5485332707117934,21.412223914137336,0.0107071382806075
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.01,1.0,2.151404900896381e-07,0.3295028581809677,0.99999978485951,0.6704971418190323,0.3454233904811075,0.5456629025996976,19.37840291314456,0.010859595709521
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.1,1.0,9.697080960435757e-08,0.3215714109078439,0.9999999030291904,0.6784285890921561,0.3470340491101987,0.5463483598491738,20.75935752170935,0.0108253319898217
xorX,10,1,1,0.2,fidelity,xorX,1.0,0.1,1.0,0.0037165184420002,0.3254077163168315,0.9962834815579996,0.6745922836831685,0.3397778318161524,0.543016562325208,16.93378834899793,0.0112541417102857
xorX,10,1,1,0.2,multi_mags,product,1.0,0.0,1.0,0.0248294165196273,0.524028430805458,0.6761987078189137,0.4688794382797944,0.0561475605593111,0.3781876154545386,4.100630637258285,0.0809411559449475
xorX,10,1,1,0.2,multi_mags,product,1.0,0.0,1.0,0.0167919561793113,0.5857406175393217,0.6825828345405355,0.3744968379281644,0.0587741412344659,0.3836787788915483,2.6844477752461526,0.0713067017464961
xorX,10,1,1,0.2,multi_mags,product,1.0,0.001,1.0,0.0240359760782904,0.4294648572191981,0.6327703536552997,0.5511864049622255,0.1822206780370283,0.4638091772093787,0.0134117514686312,0.0262261314832465
xorX,10,1,1,0.2,multi_mags,product,1.0,0.001,1.0,0.03058033546108,0.5417166673173451,0.6461895644101566,0.3840191934622017,0.0971495287577633,0.4125227600233144,0.2631412813273956,0.0390582415191941
xorX,10,1,1,0.2,multi_mags,product,1.0,0.001,1.0,0.0182952166501467,0.5468593146520828,0.6353999507159037,0.3967544982603871,0.0619015948451652,0.3859108996017538,2.425837553339174,0.0587021343279824
xorX,10,1,1,0.2,multi_mags,product,1.0,0.001,1.0,0.0168059766646181,0.4513316359005139,0.537365752656976,0.4928574556621506,0.1953459236735082,0.4692341389737734,0.8292011792862355,0.0237384169187298
xorX,10,1,1,0.2,multi_mags,product,1.0,0.01,1.0,0.021188377570967,0.4850760420257363,0.5801296148552636,0.4771464144822784,0.1425602795050206,0.4378631020749099,0.1473952128525938,0.0337138429171821
xorX,10,1,1,0.2,multi_mags,product,1.0,0.01,1.0,0.0227671259473969,0.5176136905714511,0.6836152654588474,0.463536430909934,0.096030843701574,0.4113463432124632,1.6908894922949038,0.0558926317696944
xorX,10,1,1,0.2,multi_mags,product,1.0,0.1,1.0,0.013295302518665,0.6202351824714237,0.6958447601660757,0.4098875123303878,0.0735839961469717,0.3940835049537632,2.9243488785436225,0.074997582897388
xorX,10,1,1,0.2,multi_mags,product,1.0,0.1,1.0,0.0243430727068011,0.6229969664770739,0.5607172422462183,0.3739199410425436,0.0385069424299181,0.3650750831325055,5.049302299691492,0.0811492828253214
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.0,1.0,0.0038315250523952,0.8228062748809362,0.1741480982602315,0.0801310719260509,0.0012743136155877,0.2990112209125758,14.972085454975447,0.0178102823222914
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.0,1.0,0.0037862551475861,0.8515381318252282,0.4491243847021016,0.058721562710453,0.0013531271861772,0.299792867906905,14.067623555531092,0.0173380784677862
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.001,1.0,0.0035635254246434,0.8229440816803171,0.0872076111173779,0.086970023076712,0.0019865216565875,0.3038414397877537,14.594441417655055,0.0172178334274888
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.001,1.0,0.0028132277686464,0.7981597457317077,0.1373054135721283,0.094534343786402,0.0022861943154681,0.3040626147925124,16.562156391837817,0.0179323631375917
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.01,1.0,0.0037183151492141,0.931673482358721,0.4349821936334091,0.0440974962895705,0.0017678185337034,0.3026978336702295,14.537217802395006,0.0173786910388505
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.01,1.0,0.0036286250941383,0.8402682492229109,0.5196753821690603,0.0672787354726363,0.0030475918591996,0.3091731231854332,13.796240214823472,0.0176895542609686
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.1,1.0,0.0054959445442621,0.8206209737688459,0.3830794203694099,0.06098495423846,0.0012918609829261,0.2986780084811279,13.695420042772454,0.0178160131485006
xorX,10,1,1,0.2,multi_mags,xorX,1.0,0.1,1.0,0.004754764267935,0.8372103419715654,0.5741776489664723,0.0706329350722363,0.0036664111034081,0.311480811808113,13.988057315319493,0.0180383337917031
xorX,10,1,2,0.2,fidelity,product,1.0,0.0,1.0,2.629027670320028e-05,0.1295233406444421,0.9999737097232968,0.8704766593555578,0.537982816350305,0.6338696264405477,2.677574070163573,0.0462010444268141
xorX,10,1,2,0.2,fidelity,product,1.0,0.0,1.0,0.0002329157432141,0.1443977160604639,0.9997670842567858,0.8556022839395361,0.5293324821870404,0.6286866216670632,0.297032758638925,0.0155541077132561
xorX,10,1,2,0.2,fidelity,product,1.0,0.001,1.0,0.0005216179635881,0.216455088321577,0.9994783820364118,0.783544911678423,0.1272749551364813,0.3005734444579842,17.18683370994038,0.1238809236007134
xorX,10,1,2,0.2,fidelity,product,1.0,0.001,1.0,3.420390960395814e-05,0.1884229132171677,0.999965796090396,0.8115770867828322,0.2984698056593013,0.2383615598080356,21.70169329299061,0.1322061749072982
xorX,10,1,2,0.2,fidelity,product,1.0,0.01,1.0,2.599864978003464e-05,0.2025934632042196,0.99997400135022,0.7974065367957803,0.418445093347916,0.5490595285393218,2.827282812488772,0.0586051054060908
xorX,10,1,2,0.2,fidelity,product,1.0,0.01,1.0,1.7709328982373762e-05,0.179339567163509,0.9999822906710176,0.8206604328364909,0.4109488728149123,0.5497482833143577,2.408760366938972,0.0666687563373251
xorX,10,1,2,0.2,fidelity,product,1.0,0.1,1.0,2.3463970154624647e-05,0.194612093731385,0.9999765360298454,0.805387906268615,0.4212239827044015,0.5610936825096093,3.926542338136789,0.0520325940789941
xorX,10,1,2,0.2,fidelity,product,1.0,0.1,1.0,0.0003943694176171,0.1706518527202196,0.9996056305823828,0.8293481472797803,0.3784795207359784,0.5550884930457731,2.7361472417137263,0.0471143847869536
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.0,1.0,9.827854540178649e-07,0.3420311605408704,0.999999017214546,0.6579688394591295,0.3428063548763034,0.544295833984122,17.974388426659623,0.0108642716405238
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.0,1.0,9.827854540178649e-07,0.334177974285989,0.999999017214546,0.665822025714011,0.3428063548763034,0.544295833984122,17.974388426659623,0.0108642716405238
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.001,1.0,9.827947473617371e-07,0.3247876626769033,0.9999990172052526,0.6752123373230967,0.3428077041927959,0.5442967984399203,17.974359382794212,0.0108642451100745
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.001,1.0,9.827947473617371e-07,0.3290803579058721,0.9999990172052526,0.6709196420941279,0.3428077041927959,0.5442967984399203,17.974359382794212,0.0108642451100745
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.01,1.0,9.826277820312868e-07,0.3326902578554731,0.999999017372218,0.6673097421445269,0.3427601330456848,0.5442742760093737,17.97495113652755,0.0108643662133376
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.01,1.0,9.826277820312868e-07,0.3276777757466251,0.999999017372218,0.6723222242533748,0.3427601330456848,0.5442742760093737,17.97495113652755,0.0108643662133376
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.1,1.0,9.815628867482218e-07,0.3442152723839834,0.9999990184371133,0.6557847276160166,0.341182110268546,0.5435496674861413,18.065544608159577,0.0108637784443492
xorX,10,1,2,0.2,fidelity,xorX,1.0,0.1,1.0,9.815628867482218e-07,0.329370564043944,0.9999990184371133,0.670629435956056,0.341182110268546,0.5435496674861413,18.065544608159577,0.0108637784443492
xorX,10,1,2,0.2,multi_mags,product,1.0,0.0,1.0,0.016606581416079,0.4599089898742817,0.7432356843086249,0.5131943286910458,0.1272103379578278,0.4323000167712857,3.429557533596772,0.0836873264600897
xorX,10,1,2,0.2,multi_mags,product,1.0,0.0,1.0,0.0200019269134828,0.4554185589008764,0.6467603475314774,0.4989213573340034,0.1387666801707176,0.4358928013290226,0.8625975756915437,0.0584531567763714
xorX,10,1,2,0.2,multi_mags,product,1.0,0.001,1.0,0.0188012828617673,0.5258815340894687,0.6399853761585035,0.3973740232628167,0.0230506527200452,0.3463745855090893,10.403837786114222,0.1592777071022942
xorX,10,1,2,0.2,multi_mags,product,1.0,0.001,1.0,0.0151721096660382,0.518365004484024,0.5227701353424106,0.3610748972811911,0.0207883659596453,0.3441701898890951,7.066133601959579,0.1254861060839755
xorX,10,1,2,0.2,multi_mags,product,1.0,0.01,1.0,0.0161836510466241,0.5656241557163076,0.6473544852238944,0.3956032311387051,0.0361386143130821,0.3589335814664112,7.150956122472921,0.1277169331483175
xorX,10,1,2,0.2,multi_mags,product,1.0,0.01,1.0,0.0254585710082446,0.5223989758210404,0.6024310977279823,0.4028193306573066,0.0474239014943908,0.373641834470975,5.434958776239658,0.1180550877524917
xorX,10,1,2,0.2,multi_mags,product,1.0,0.1,1.0,0.0192107315679758,0.5400477289464166,0.8054837872859806,0.3834792671364735,0.0351942069695594,0.3614060881707192,9.088939295326355,0.1347544924176197
xorX,10,1,2,0.2,multi_mags,product,1.0,0.1,1.0,0.0131632507631615,0.4602331911057862,0.6852515480478341,0.4798463397696749,0.0414189744248805,0.3679966494432097,6.8055420746591215,0.1371030580949937
xorX,10,1,2,0.2,multi_mags,xorX,1.0,0.0,1.0,0.0020409456834378,0.8573471470132502,0.2467473816117358,0.0625931242870166,0.0014249549630986,0.3001778772036894,15.2199987124783,0.01645110585562
xorX,10,1,2,0.2,multi_mags,xorX,1.0,0.0,1.0,0.0020409456834378,0.863272726324455,0.2467473816117358,0.0613372077388081,0.0014249549630986,0.3001778772036894,15.2199987124783,0.01645110585562
