model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,J,delta,theta,gate_fidelity,similarity,spectrum_diff,train_loss,test_loss,train_fide,test_fide,depth,lambda,H_diff
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,non_product,1.0,0.0,0.0,0.2250267226716678,0.482779703755623,116.37751933115854,0.0011886407434402,0.6192738868210691,0.4842602205523432,0.5141868229403365,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,non_product,1.0,2.0,0.0,0.333808211711593,0.5402095329619514,73.10846293595627,0.0015370107795016,0.5014889590598942,0.537084612583478,0.6642373560880632,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,non_product,1.0,2.0,0.0,0.2416006342189408,0.4946882166772504,98.04940662655667,0.00105351855549,0.5943216739949562,0.4887671368924894,0.5522432208957144,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,-2.0,0.0,0.734160877424266,0.725359081668509,13.043284178213444,0.0155767251361542,0.2131197228431853,0.9693683163381126,0.9179865938863148,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,-2.0,0.0,0.416397970258518,0.5784891584648078,60.163781032697486,0.0335618297718135,0.3529907196511591,0.9744969335947978,0.7970438368281871,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,0.0,0.0,0.5763767422804638,0.6526656201218372,41.39297148696183,0.0212545175471474,0.3005094251064962,0.991037828879241,0.8542498025978503,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,0.0,0.0,0.1259495074137529,0.431481227867367,170.4931101290689,0.0257075422024772,0.6418065919178616,0.9938515481681948,0.4478852393411036,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,2.0,0.0,0.7716375514723529,0.751995942541633,9.519855642352908,0.0138076763373428,0.1727010565232319,0.9949781338833968,0.9465372612100272,,,
XXZ_inhomo,10.0,1.0,1.0,0.1,multi_mags,product,1.0,2.0,0.0,0.8424208241624614,0.796571854081781,4.952159688192436,0.0210011258364602,0.1454695507760166,0.9954237396977204,0.9567762955785916,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,-2.0,0.0,0.999442675991882,0.98742731767653,0.0007117978964619,0.0001145541745599,0.0004366951390736,0.99988544582544,0.9995633048609264,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,-2.0,0.0,0.999918961368348,0.9950626295580524,0.0001976952762368,0.00012710528512,0.0002388724144358,0.99987289471488,0.999761127585564,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,0.0,0.0,0.9999689354131212,0.9895470574139515,8.214131273204755e-05,2.322413941424628e-05,6.850031296468106e-05,0.9999767758605858,0.9999314996870352,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,0.0,0.0,0.99999966202725,0.9695792785351256,1.785723478910282e-06,2.599272646008899e-07,5.827851644168991e-05,0.9999997400727354,0.9999417214835584,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,2.0,0.0,0.9999821859630578,0.9952273422247068,3.4066477893799514e-05,7.399533531793345e-06,0.0001092030357369,0.9999926004664682,0.9998907969642632,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,non_product,1.0,2.0,0.0,0.9999621289771876,0.9954338474203732,0.0001015623475973,0.0002041430947973,0.0001252130255348,0.9997958569052028,0.9998747869744652,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,-2.0,0.0,0.9599028457058324,0.8993111970515323,0.2134908769506823,6.989948059143991e-06,0.0096086249042599,0.9999930100519407,0.99039137509574,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,-2.0,0.0,0.9443668120891408,0.8650630803706145,0.4228198976872154,2.063651820538581e-07,0.0201105420476898,0.999999793634818,0.9798894579523102,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,0.0,0.0,0.9786335683276292,0.9266760622161672,0.0422642066414429,0.0003849084576379,0.0071063422675285,0.999615091542362,0.9928936577324714,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,0.0,0.0,0.9707823004053868,0.9121148142078548,0.1349930724272707,1.0661414035051386e-05,0.009950970379985,0.999989338585965,0.990049029620015,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,2.0,0.0,0.9482312563404784,0.884394050518567,0.0251480263928318,4.977117700555311e-05,0.0213329482982439,0.9999502288229944,0.978667051701756,,,
XXZ_inhomo,10.0,1.0,1.0,0.12,fidelity,product,1.0,2.0,0.0,0.9480181191321708,0.8849392402090173,0.0305509957893349,0.0005347973626874,0.0186779053852691,0.9994652026373124,0.9813220946147309,,,
