model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,J,delta,lambda,train_loss,test_loss,train_fide,test_fide,gate_fidelity,similarity,spectrum_diff,H_diff
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,5.1782598209371145e-09,0.0739087885205322,0.9999999948217402,0.9260912114794676,0.8213967769706954,0.7834511256911354,274.41972030169575,0.0623770355064512
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,7.024999248983477e-09,0.0466068635106695,0.9999999929750008,0.9533931364893304,0.8915467073066738,0.8329093397824852,125.21777907497966,0.0466570066970872
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,7.210305241756032e-09,0.1220347284986621,0.9999999927896948,0.8779652715013379,0.780326445318074,0.7583798669303632,375.5694180275538,0.0616921434851854
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,3.053425068344495e-09,0.0679630126759031,0.9999999969465748,0.9320369873240968,0.8435036782696244,0.7979373187081573,223.80192382572665,0.0581421069567138
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,0.0001357306293736,0.0083994999014762,0.9998642693706264,0.9916005000985236,0.978861049197108,0.9043411741020956,0.26603583962513,0.017198211964778
xorX,10.0,1.0,1.0,0.02,fidelity,RK,1.0,0.1,1.0,6.625764175094417e-07,0.00542147755124,0.9999993374235824,0.99457852244876,0.9859154955229552,0.9213216493107242,0.5412465927368009,0.013979915141147
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.939891194346899e-07,0.0051883644505442,0.9999998060108806,0.9948116355494556,0.9869517511251692,0.9426423339950852,6.381689539777335,0.0128461001018864
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.0316360654627489e-07,0.0055906639486655,0.9999998968363936,0.9944093360513344,0.9862690665296208,0.94101664632047,3.5565904441883216,0.0128736662454118
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.470914855472572e-07,0.0115741240750198,0.9999998529085145,0.98842587592498,0.9726667237835348,0.9169955639957914,6.204462684061372,0.0153935196154323
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.4356923883074304e-07,0.0146289721279413,0.9999998564307612,0.9853710278720588,0.9653203629003392,0.906176196089533,10.711018398521972,0.0177571815734547
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.367425918052945e-07,0.0122968709172087,0.9999998632574082,0.9877031290827912,0.9695389481453413,0.912120191821274,5.789490265162613,0.0169951323331128
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,2.3848622687783205e-07,0.006087671107998,0.9999997615137732,0.993912328892002,0.9850269333679216,0.9374900275517616,2.287754089303772,0.0144550055498995
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.1916979216763934e-06,0.0058926370203619,0.9999988083020784,0.994107362979638,0.9859025876846804,0.9403434916223856,1.819287612326273,0.0129436603314047
xorX,10.0,1.0,1.0,0.02,fidelity,eig,1.0,0.1,1.0,1.0993495469513449e-07,0.0092699221424329,0.9999998900650452,0.9907300778575672,0.9772008550752028,0.9236811776709248,0.7099543898233983,0.0155344155074533
xorX,10.0,1.0,1.0,0.02,fidelity,linear_scar,1.0,0.1,1.0,-7.185291527553922,0.0108279347245351,8.185291527553922,0.9891720652754648,0.9725750696508408,0.9002654445852956,2.640668846887475,0.0169810048546554
xorX,10.0,1.0,1.0,0.02,fidelity,linear_scar,1.0,0.1,1.0,-8.560286352922795,0.0098206428603977,9.560286352922796,0.9901793571396024,0.9757514412383228,0.905032604477076,1.2133689876580265,0.0164466680911593
xorX,10.0,1.0,1.0,0.02,fidelity,linear_scar,1.0,0.1,1.0,1.226192480885402e-07,0.011183842582638,0.999999877380752,0.988816157417362,0.9724419800375196,0.8953856782793566,4.404206832776021,0.0182645016998613
xorX,10.0,1.0,1.0,0.02,fidelity,linear_scar,1.0,0.1,1.0,1.144338572789394e-06,0.0074913186913775,0.9999988556614272,0.9925086813086224,0.9813808983704844,0.9249210637302704,0.1963111917957061,0.0149218192708009
xorX,10.0,1.0,1.0,0.02,fidelity,non_product,1.0,0.1,1.0,3.250419345512956e-05,2.4296588059913304e-05,0.9999674958065448,0.99997570341194,0.9999342359732428,0.9956173993430032,0.0026121201130035,0.0013085975824923
xorX,10.0,1.0,1.0,0.02,fidelity,non_product,1.0,0.1,1.0,6.388068709561878e-06,7.103301087441061e-06,0.9999936119312904,0.9999928966989126,0.9999846273860628,0.9826704337939416,0.0014006152461434,0.0024123899925505
xorX,10.0,1.0,1.0,0.02,fidelity,non_product,1.0,0.1,1.0,0.0001209646024425,5.217059720419304e-05,0.9998790353975574,0.9999478294027958,0.999852244245956,0.9858290701181808,0.0058953723901664,0.0028646553067748
xorX,10.0,1.0,1.0,0.02,fidelity,non_product,1.0,0.1,1.0,3.1173443388543554e-05,2.561189995531344e-05,0.9999688265566116,0.9999743881000448,0.999936351491032,0.9915574718269404,0.0019943742979768,0.0015228453353899
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,9.87512192353046e-05,0.0335130281944743,0.9999012487807648,0.9664869718055256,0.9142096089712024,0.8470460412600367,91.20222693847823,0.0560056922228336
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,1.948168734799971e-05,0.0437734872110459,0.999980518312652,0.956226512788954,0.8811007009548615,0.820232535450576,166.33910255035318,0.057294145022441
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,0.0001550525864064,0.0239647282653499,0.9998449474135936,0.97603527173465,0.9208899059349972,0.8566459975637741,75.50867086319592,0.0522490528803894
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,6.871661196139467e-05,0.0212768659008503,0.9999312833880386,0.9787231340991496,0.931477385425372,0.8668425008714052,80.38769474122564,0.0519048875410309
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,1.0493018536616994e-05,0.0230686484562662,0.9999895069814634,0.9769313515437338,0.9231413176878784,0.8576239288060801,72.27404920103976,0.0571537976654906
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,1.940698130753482e-06,0.0183285249614909,0.9999980593018692,0.981671475038509,0.9395714897371544,0.8750145693329425,36.664617202128994,0.0443505069698136
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,4.033593241625777e-05,0.0299203356200067,0.9999596640675836,0.9700796643799932,0.9202078402477202,0.8519928827493034,83.22745842196646,0.0546410709050152
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,2.0749847573386937e-05,0.020701613470362,0.9999792501524266,0.979298386529638,0.9342348841494064,0.8702005647911768,51.28200102123005,0.0499352185511484
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,1.8284775979871e-05,0.0229737942623921,0.99998171522402,0.977026205737608,0.9266372122557736,0.8444220159557106,62.01602632252527,0.0524590808949766
xorX,10.0,1.0,1.0,0.02,fidelity,product,1.0,0.1,1.0,2.481887431238228e-06,0.0342223446843266,0.9999975181125688,0.9657776553156734,0.9203479565982062,0.8568006797274579,81.55316615749966,0.0522030823552841
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,5.960789557224455e-05,0.0118646426550764,0.9999403921044278,0.9881353573449236,0.972389613196006,0.9165854345193818,4.1864461898388505,0.0173520642869651
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,1.553476072335691e-06,0.0107737122677376,0.9999984465239276,0.9892262877322624,0.9742427482959688,0.9194417234478826,1.7715593058879913,0.0173763761789806
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,1.598313766892901e-07,0.0085365933945743,0.9999998401686232,0.9914634066054256,0.9802254121595512,0.9294207980037572,0.945265355903635,0.0154292856011417
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,7.457825608780944e-05,0.0083350412705911,0.9999254217439122,0.9916649587294089,0.9799791457667072,0.9279596232240168,0.0414150023986524,0.016443086845069
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,1.1613578036917538e-05,0.0045483793493928,0.9999883864219632,0.9954516206506072,0.9888520805604658,0.9470568008401152,11.131434561042648,0.0135148493962788
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,2.64160172180894e-07,0.0076250818611338,0.9999997358398278,0.992374918138866,0.9816087757229576,0.9319772049517848,0.128640176106619,0.0163805521316481
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,1.4059706576752262e-06,0.0077906467729206,0.9999985940293424,0.9922093532270794,0.982025253634488,0.930206353222534,0.1327857297660592,0.0157095119083573
xorX,10.0,1.0,1.0,0.02,fidelity,xorX,1.0,0.1,1.0,2.3403903683827387e-05,0.0086346887044724,0.9999765960963162,0.9913653112955276,0.9798524463625709,0.9213148370918502,0.0808686643372442,0.0169690089203215
