model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,gate_fidelity,similarity,spectrum_diff,train_loss,test_loss,train_fide,test_fide
PXP,10,1,1,0.08,multi_mags,non_product,0.3089554042884697,0.5253425487558385,140.4528588228051,0.0015025347141782,0.549365397952444,0.5414862491080613,0.6058845458361488
PXP,10,1,1,0.08,multi_mags,non_product,0.2129947629106492,0.4801292497377016,190.9740105738505,0.0010063942027707,0.5516141354036123,0.482800874911878,0.5820466779390643
PXP,10,1,1,0.08,multi_mags,product,0.7163036048168195,0.7226494036132012,33.6572757432181,0.0194816077511373,0.2216243926201856,0.9935850221901804,0.9103926615106356
PXP,10,1,1,0.08,multi_mags,product,0.0866806753828682,0.4050686512235898,303.65835591152575,0.0220728504048773,0.6737912067132982,0.9950420640102772,0.3975533153353921
PXP,10,1,1,0.08,multi_mags,product,0.1293229471991638,0.433428262778574,249.9426957940572,0.0205464020196829,0.598265171207479,0.9948385387973284,0.538114052962629
PXP,10,1,1,0.08,multi_mags,product,0.1733304099353671,0.4593260843942401,216.4663050959388,0.0208512523804259,0.5528110543988625,0.9949429929019332,0.5917099376902274
PXP,10,1,1,0.08,multi_mags,product,0.7511134202026967,0.7411362577345274,27.291832489047525,0.0135657066835519,0.1976041004142922,0.9964743216528597,0.931527099736288
PXP,10,1,1,0.1,multi_mags,Z2,0.4850265439878893,0.5792553270865768,49.44195873323048,0.0055718904807147,0.4542646975231786,0.9997706047932025,0.7199215967925418
PXP,10,1,1,0.1,multi_mags,Z2,0.3872233945573833,0.556523547082158,70.64772014168817,0.0091655128708419,0.4815220466428063,0.9995662199117716,0.693541515592871
PXP,10,1,1,0.1,multi_mags,Z2,0.387058491519947,0.547899935707971,68.36655189064598,0.01821980603449,0.5224515056903851,0.9988007585893488,0.6917618107416728
PXP,10,1,1,0.1,multi_mags,Z2,0.1663070380191212,0.450687991888562,135.7190703308865,0.0064027893504986,0.6444044946621615,0.9999096706085716,0.5109834864765632
PXP,10,1,1,0.1,multi_mags,Z2,0.1225335061942865,0.4212273462603836,155.96241354536284,0.0061635190236976,0.7046564733041855,0.9996358569104508,0.4031901745671701
PXP,10,1,1,0.1,multi_mags,non_product,0.2984786377496722,0.5223001553544135,86.0691400474834,0.0011943698447491,0.5383262815849734,0.5450380139021191,0.5911190208925016
PXP,10,1,1,0.1,multi_mags,non_product,0.2713033398899497,0.5101364031314342,95.39972772468175,0.0012102747941248,0.5551500262317434,0.4961457958279338,0.6147224901110716
PXP,10,1,1,0.1,multi_mags,non_product,0.3105967941154068,0.5287630653697598,85.98822384107207,0.0016863545862318,0.4821668829627766,0.5552888483506271,0.6672966287084158
PXP,10,1,1,0.1,multi_mags,non_product,0.1861515473872307,0.4662377268509481,122.17256648373582,0.0014694765879195,0.6171331764472572,0.4392705454602534,0.5374380344239386
PXP,10,1,1,0.1,multi_mags,non_product,0.2156498179480717,0.4787798772810783,111.97646575312636,0.0011827590954251,0.6435429271623967,0.4898809323439447,0.4967413925437979
PXP,10,1,1,0.1,multi_mags,product,0.3458534365938956,0.5444091941629652,86.24090206431896,0.0149017040766366,0.4439646843661492,0.995362350686786,0.7228196013920711
PXP,10,1,1,0.1,multi_mags,product,0.6611446487856851,0.6920963280139032,24.16273284045607,0.0381585245150771,0.2499258943736622,0.990954730195906,0.8961307572784722
PXP,10,1,1,0.1,multi_mags,product,0.7785431907681437,0.7540004024017375,12.628736991180668,0.0327869796159667,0.1532904985580191,0.9893925573279364,0.9528770521905398
PXP,10,1,1,0.1,multi_mags,product,0.1914127537512865,0.468081087471374,178.96517504586956,0.0211773689714012,0.5576803340029313,0.9870072868900563,0.5607906059641329
PXP,10,1,1,0.1,multi_mags,product,0.1468892441148606,0.4424724092618646,176.89401419460668,0.0238247127906448,0.5971172546473447,0.9957380515512818,0.5114887445521273
PXP,10,1,1,0.12,multi_mags,Z2,0.4488276639314014,0.5734329773060396,39.71152194979769,0.0052615627518531,0.4311190440145985,0.9999087347083456,0.743514681517282
PXP,10,1,1,0.12,multi_mags,Z2,0.5148820959718836,0.6205987703253646,31.765092400217856,0.0063729206350228,0.4423326922123441,0.9999216498239872,0.7491215779048567
PXP,10,1,1,0.12,multi_mags,Z2,0.3315545962264068,0.5370699707196009,56.52479108497384,0.0146619898260859,0.4815494964646373,0.9997274276064092,0.6961801971569582
PXP,10,1,1,0.12,multi_mags,Z2,0.0611763951167999,0.3855196109872406,135.5895379979953,0.0052550953008538,0.8415544506680045,0.9998036674254394,0.2946919853502142
PXP,10,1,1,0.12,multi_mags,Z2,0.3470085488678472,0.5462648380281698,54.41640912884996,0.0064740552847676,0.5276808697969129,0.9997123527825894,0.6558622428573707
PXP,10,1,1,0.12,multi_mags,non_product,0.3301073169860147,0.5377297395180709,57.53614906864958,0.0021681095131261,0.5120029521960073,0.5922198897762607,0.651915421766189
PXP,10,1,1,0.12,multi_mags,non_product,0.3155790902189578,0.5187596539015924,58.77750167099386,0.0009999891716526,0.5543836964963212,0.5419247100957895,0.5651320178799124
PXP,10,1,1,0.12,multi_mags,non_product,0.3495913230165106,0.5465648280396613,53.49818075654561,0.0009734832721042,0.5241865337674241,0.5889204849194188,0.621063508490282
PXP,10,1,1,0.12,multi_mags,non_product,0.2614364347262174,0.5052991943691774,69.05496820673274,0.0014766065311803,0.5908190524235746,0.5118640074931774,0.5681861170410796
PXP,10,1,1,0.12,multi_mags,non_product,0.1545706183027549,0.4486300204450046,93.41895287786684,0.0014966461513843,0.6910348057564671,0.4079284201458222,0.4148527132550143
PXP,10,1,1,0.12,multi_mags,product,0.331218474775361,0.5365630837409114,57.873041406157455,0.0200751228419951,0.4094352538218989,0.9911377351943425,0.7345724959258983
PXP,10,1,1,0.12,multi_mags,product,0.2544987111065933,0.5017629551998359,66.81926922340082,0.0218815119163429,0.4236021967556792,0.9937594487437772,0.7218772297792515
PXP,10,1,1,0.12,multi_mags,product,0.3826674737125441,0.562014417795945,49.81187995273872,0.0343115941783324,0.3843811085301687,0.995316869105228,0.7730991343692383
PXP,10,1,1,0.12,multi_mags,product,0.4337564849893677,0.5857671044021504,40.70943122543177,0.0344911545152116,0.3757338750499143,0.991933404540982,0.7667742789238858
PXP,10,1,1,0.12,multi_mags,product,0.7863557405466258,0.75865547055234,8.287799632482296,0.0217984739666948,0.1545359406532567,0.9911970615119728,0.9542543436702412
PXP,10,1,1,0.14,multi_mags,non_product,0.2310477057193522,0.4894050707231737,48.09501866220429,0.0010131615837058,0.5804750486168349,0.4708705296159319,0.5413249044744441
PXP,10,1,1,0.14,multi_mags,non_product,0.2658707677651387,0.5071219810723124,43.04158200918556,0.0013209779056032,0.5760899895032767,0.5136532515247048,0.5505179740461971
PXP,10,1,1,0.14,multi_mags,non_product,0.2968615809116859,0.5226073546503627,37.179851416652376,0.001442207826908,0.5290232715724104,0.5225761931815978,0.6019867997586948
PXP,10,1,1,0.14,multi_mags,non_product,0.1348344926484005,0.4369097671820504,68.71486409662802,0.0018842541004228,0.69983550872392,0.3576378286074625,0.4390697214119386
PXP,10,1,1,0.14,multi_mags,non_product,0.1237350948906887,0.4301308583971248,71.48319050525231,0.0010775760814948,0.6966395448146001,0.375851565677142,0.4281556714775976
PXP,10,1,1,0.14,multi_mags,product,0.5295590557805944,0.630197385290886,15.682990318087906,0.0202199142019588,0.3581075055291411,0.9896858434108126,0.8045563558133526
PXP,10,1,1,0.14,multi_mags,product,0.3520223881863648,0.5451379872971595,34.181966623653175,0.0206540236437351,0.4403594593409669,0.9890470463204106,0.7111438967310695
PXP,10,1,1,0.14,multi_mags,product,0.2137997136044404,0.4785866859643426,55.91670717820379,0.0201291306868773,0.4891952745005925,0.974793054582085,0.6720569891158923
PXP,10,1,1,0.14,multi_mags,product,0.251158999913514,0.4989599304865785,50.643885103835736,0.0282328051386472,0.5140721205435612,0.9823746423540848,0.6327144175943726
PXP,10,1,1,0.14,multi_mags,product,0.7572068717496253,0.7450615619215477,5.400614071220386,0.0240260537440029,0.1784698991147051,0.9854596994100098,0.9264379608610148
PXP,10,1,1,0.16,multi_mags,non_product,0.2031870427301667,0.4750568216647716,37.011884742716106,0.0006362698798236,0.6184672827891854,0.4428467897374178,0.5102742892604828
PXP,10,1,1,0.16,multi_mags,non_product,0.2728005348265094,0.5088466416803664,32.28656595041913,0.0008070109422184,0.5779610437726614,0.5162746640787083,0.5583974302598912
PXP,10,1,1,0.16,multi_mags,non_product,0.340168705842419,0.5430526623462365,24.291023541422504,0.0012605598259469,0.4751890282866194,0.5937793670948435,0.646809556909261
PXP,10,1,1,0.16,multi_mags,non_product,0.2319400427405061,0.4897021855394943,33.54927448607111,0.0011771592009166,0.5385188004666106,0.4891382372460017,0.5828095468065554
PXP,10,1,1,0.16,multi_mags,non_product,0.2834943761230254,0.5161491864590728,28.975980711193102,0.0012285720095693,0.5592635778784459,0.5235253524571261,0.5754248085285576
PXP,10,1,1,0.16,multi_mags,product,0.511597687019262,0.6223768762625127,12.371458952469592,0.0227201614041917,0.3158354046316474,0.9739243343244882,0.8248267101948991
PXP,10,1,1,0.16,multi_mags,product,0.5946793718962701,0.6580764150689997,8.737013738231708,0.0358114157907026,0.2941330559541824,0.9850811195373338,0.8541476480222059
PXP,10,1,1,0.16,multi_mags,product,0.7557632756651174,0.7426850010548287,3.6609196197641776,0.0247583718649773,0.1892305017091015,0.9853084487949478,0.9281327454106948
PXP,10,1,1,0.16,multi_mags,product,0.2401951856135029,0.4910020061630422,36.61358990383821,0.0351334872214578,0.5169467448939903,0.9884939860908896,0.6289560635832148
PXP,10,1,1,0.16,multi_mags,product,0.7352193384060339,0.7316109562840497,3.8762616168195856,0.0188820331163818,0.2014694756252243,0.9837390652630036,0.9236667622183892
PXP,10,1,1,0.18,multi_mags,non_product,0.2193001794471311,0.4807948137395925,29.597670409796844,0.0012557096797975,0.6008038321240616,0.4709873413468606,0.5299410014933661
PXP,10,1,1,0.18,multi_mags,non_product,0.1262690984838564,0.4315965440835873,40.04905439830701,0.000829468486404,0.664469091767459,0.3703322670788988,0.4574707577382186
PXP,10,1,1,0.18,multi_mags,non_product,0.3437932698332805,0.5431623684514006,21.489985130948984,0.0022314155546951,0.5269735460505962,0.6077769802388686,0.6326794105869326
PXP,10,1,1,0.18,multi_mags,non_product,0.2237562030349868,0.4861410071154158,27.02129651525292,0.0012878889685076,0.4872173753516738,0.4776338611681945,0.6242720064340089
PXP,10,1,1,0.18,multi_mags,non_product,0.1890165027392478,0.4574332339775051,32.41054663403002,0.0010053432904272,0.6307151110492497,0.4037609366914704,0.4895733500776107
PXP,10,1,1,0.18,multi_mags,product,0.5387692072332256,0.6332143527184728,9.170871874425512,0.0201128853494763,0.2905433518491906,0.972420840084015,0.8479616041521131
PXP,10,1,1,0.18,multi_mags,product,0.5903996434211746,0.6589619204298147,7.083500408181969,0.0321547668720393,0.3267441348102561,0.9859335574153506,0.8275575300106576
PXP,10,1,1,0.18,multi_mags,product,0.7676377392342548,0.7509571871644515,2.2800035276711,0.024434242855892,0.2388721353159684,0.9882463382371908,0.9058168706021532
PXP,10,1,1,0.18,multi_mags,product,0.8108440920318681,0.773721406241864,1.6756916529135204,0.0257118269266779,0.1886630638431789,0.9773643897059996,0.9273543128773613
PXP,10,1,1,0.18,multi_mags,product,0.5495712595388093,0.6369644845056537,8.593893920887268,0.0239171023339115,0.3287182731728129,0.9797909706468604,0.8355647853441426
PXP,10,1,1,0.2,multi_mags,non_product,0.290810497032317,0.5192739948992968,16.547182915466376,0.0014255339957235,0.5410110702096926,0.5226347117708792,0.5680055292824413
PXP,10,1,1,0.2,multi_mags,non_product,0.1521361381500145,0.4472343419634527,28.15025847014209,0.0011995369565473,0.6647119851128419,0.3972538182856538,0.4729257998914147
PXP,10,1,1,0.2,multi_mags,non_product,0.250050408795484,0.4996587909329346,19.11801880690986,0.0009274983646491,0.6853545661570034,0.4825093085765838,0.4687954847186218
PXP,10,1,1,0.2,multi_mags,non_product,0.1954740292023918,0.4703721525182179,22.338408455368047,0.0008701551272819,0.5547176687196272,0.4466601473728423,0.5688715030169615
PXP,10,1,1,0.2,multi_mags,non_product,0.3039992272476252,0.5259282454219338,14.210473238302033,0.0019240761757688,0.5446432872586864,0.5512670181934005,0.5904818292761626
PXP,10,1,1,0.2,multi_mags,product,0.4661788948890935,0.6011327762819936,7.5500614235202095,0.0169220692450323,0.3196372108287887,0.9850433108337512,0.8284862197103421
PXP,10,1,1,0.2,multi_mags,product,0.6393748452358686,0.6821620020878645,3.945095311659132,0.0182819253256759,0.2307513800545955,0.9622887676099412,0.9010319061444194
PXP,10,1,1,0.2,multi_mags,product,0.4290553220273851,0.5839554150282682,9.16686545561208,0.0167382405671047,0.3312409271746888,0.9749248033623996,0.8073781650019116
PXP,10,1,1,0.2,multi_mags,product,0.2793473999879024,0.5134245967209179,16.625314290577467,0.0203515866520504,0.4268352949111684,0.9703563725007868,0.696863081209238
PXP,10,1,1,0.2,multi_mags,product,0.673721814666233,0.7004836949180078,2.7325118611413,0.0196315410462175,0.2500642821095875,0.9736540507595188,0.889200245669649
PXP,10,1,2,0.02,multi_mags,Z2,0.0986350590078412,0.4124651485347573,4922.576287158281,0.0036826755565231,0.6986818633962589,0.9998305343114328,0.4235131891862722
PXP,10,1,2,0.02,multi_mags,Z2,0.1290064292007434,0.4326385869287071,4442.592733964975,0.0043783509401063,0.7428287664841433,0.9997763121785498,0.4152798434542849
PXP,10,1,2,0.02,multi_mags,Z2,0.1246892853170157,0.4254557667664288,4626.233774221048,0.0058925010156155,0.6379365588032943,0.999761097469064,0.523102911758996
PXP,10,1,2,0.02,multi_mags,Z2,0.0383647264989196,0.3591247753590015,6205.7360918492295,0.0040857590814969,0.759240486519142,0.9998496748197542,0.3173219366843965
PXP,10,1,2,0.02,multi_mags,Z2,0.0717887139704274,0.3940971254157087,5405.640433190578,0.0027179707523566,0.8373755399431524,0.9998505107053286,0.2749088093153927
PXP,10,1,2,0.02,multi_mags,non_product,0.3376041143928032,0.5401981187653426,2511.0656059857424,0.0011046998316519,0.4776149228201771,0.5856150505337471,0.6677242705866943
PXP,10,1,2,0.02,multi_mags,non_product,0.2513502880180083,0.5002257946943276,3126.397847401154,0.0010972723066811,0.524171334214015,0.4957864549400202,0.6209609548504454
PXP,10,1,2,0.02,multi_mags,non_product,0.2481684573751126,0.4986949018928643,3190.247370539227,0.0027918001691419,0.5755548792358337,0.5114889174753796,0.5885659470215069
PXP,10,1,2,0.02,multi_mags,non_product,0.354764844203126,0.5497948043918786,2367.841375248904,0.0010912936220846,0.4921409700431871,0.5952903998825295,0.6597784109654878
PXP,10,1,2,0.02,multi_mags,non_product,0.1961582222857423,0.4717535956394953,3678.999468651279,0.0010513358425965,0.6144424015197759,0.444143697883015,0.5254217454090246
PXP,10,1,2,0.02,multi_mags,product,0.8516723694693813,0.7962498550661445,342.87436360756163,0.0219989344518016,0.1556951027480003,0.9981216163741916,0.9569534082486456
PXP,10,1,2,0.02,multi_mags,product,0.8699762282830945,0.8154760632896445,298.76450629380525,0.0191943643980636,0.1170780254795144,0.9982631727358002,0.9746275986675588
PXP,10,1,2,0.02,multi_mags,product,0.8961561259641141,0.8363982139912951,228.39477852729289,0.0190207330765055,0.1111757891738903,0.9978295801587604,0.9748132379854312
PXP,10,1,2,0.02,multi_mags,product,0.9258724381208576,0.8564445162469987,155.1197038580738,0.0209138043116159,0.0941622965172626,0.9973180065681037,0.984265703645165
PXP,10,1,2,0.02,multi_mags,product,0.9299599596230664,0.8645971849059509,144.95197274646117,0.0232312550328138,0.0954144004960645,0.9963319426924016,0.9815504915341532
PXP,10,1,2,0.04,multi_mags,Z2,0.1696312579605856,0.4446505910512639,960.2239153590056,0.0049156973430486,0.6594691546328989,0.9998334609861208,0.4865975256687591
PXP,10,1,2,0.04,multi_mags,Z2,0.1005922590586214,0.4142871942545806,1186.8881022435935,0.0093349491160133,0.6555082368421218,0.9997519027872356,0.4966637840334479
PXP,10,1,2,0.04,multi_mags,Z2,0.2370140835918649,0.4928233684845603,785.8346516708873,0.0040215187768397,0.640514208275667,0.9998545825209056,0.4905672792342717
PXP,10,1,2,0.04,multi_mags,Z2,0.0849182989718508,0.3910937152714656,1267.7203369914257,0.0053934117232798,0.7983778310561428,0.9998359753868936,0.2862709609563318
PXP,10,1,2,0.04,multi_mags,Z2,0.0640965331403848,0.3855326280438437,1352.766277865033,0.0039617389366434,0.685627493429409,0.999752010893577,0.4149336117106699
PXP,10,1,2,0.04,multi_mags,non_product,0.3755406334329339,0.5597210115288901,533.5748054776175,0.0016484532676055,0.5096806325118398,0.602265743373486,0.6587661925959385
PXP,10,1,2,0.04,multi_mags,non_product,0.520099172992618,0.6250181738652425,346.6571097156713,0.000771687259872,0.3771703524120979,0.7202128050463943,0.7690236452643734
PXP,10,1,2,0.04,multi_mags,non_product,0.1924550525967425,0.4697263405060189,889.2046650437711,0.0013866579966088,0.7099522225688475,0.4351613940987013,0.3927894993429852
PXP,10,1,2,0.04,multi_mags,non_product,0.2649661542289063,0.504422474064767,729.2650090232825,0.0008559689282031,0.5545593923660916,0.53160126370207,0.6176058382270481
PXP,10,1,2,0.04,multi_mags,non_product,0.4947762076735822,0.6146610406914055,382.1075894320026,0.0009397672667973,0.4253539611769745,0.6868285684390073,0.7571743672494651
PXP,10,1,2,0.04,multi_mags,product,0.9274207197909288,0.8609055779381041,30.34817404495163,0.0218065385383489,0.0981475537220778,0.9971889457659135,0.9803100514743724
PXP,10,1,2,0.04,multi_mags,product,0.9191121166302858,0.8520922605929169,34.63471877218563,0.0203087597824565,0.0946729972045417,0.997737513427534,0.9813232302574888
PXP,10,1,2,0.04,multi_mags,product,0.9461609688385868,0.8817286600050397,19.964963842298403,0.0155804964893794,0.0723678309752227,0.9981156680532166,0.988945299033413
PXP,10,1,2,0.04,multi_mags,product,0.7850563358601989,0.7588911890516121,117.71711868163374,0.0223046645820432,0.1541582041199664,0.9964623784554832,0.953843758738418
PXP,10,1,2,0.04,multi_mags,product,0.623329051536927,0.6727768335312304,254.339581607326,0.0154859744562216,0.2963363290283723,0.9984753265760308,0.8644143641848109
PXP,10,1,2,0.06,multi_mags,Z2,0.1671743830841201,0.4435319264185733,427.9953288135421,0.0037644991547293,0.7217003666464437,0.9998035197571564,0.392677983203997
PXP,10,1,2,0.06,multi_mags,Z2,0.108061130432226,0.4119680957242312,512.7763341448182,0.0032992956595835,0.6627208232803425,0.9995463118630664,0.424565288406049
PXP,10,1,2,0.06,multi_mags,Z2,0.1047448297169243,0.4178516775781723,519.673810549823,0.0042326909121105,0.718370435068997,0.99978755927735,0.3507812326589909
