J,delta,theta,time_interval,sample_num,evol_num,train_set_type,loss,gate_fidelity,length
1.0,1.0,0.5,0.6,1,1,product,multi_mags,0.5325248585032998,10
1.0,1.0,0.5,0.2,1,3,product,multi_mags,0.9531864138224928,10
1.0,1.0,0.5,0.04,1,3,product,multi_mags,0.980028189118446,10
1.0,1.0,0.5,0.02,1,3,product,multi_mags,0.9817961727483676,10
1.0,1.0,0.5,0.4,1,2,product,multi_mags,0.8737533470476818,10
1.0,1.0,0.5,0.08,1,4,product,multi_mags,0.9755306434133404,10
1.0,1.0,0.5,0.06,1,4,product,multi_mags,0.9850272525816692,10
1.0,1.0,0.5,0.1,1,4,product,multi_mags,0.9573774757527752,10
1.0,1.0,0.5,0.2,1,4,product,multi_mags,0.9550475236824246,10
1.0,1.0,0.5,0.6,1,2,product,multi_mags,0.6499300123844712,10
1.0,1.0,0.5,0.04,1,4,product,multi_mags,0.9531324812392846,10
1.0,1.0,0.5,0.02,1,4,product,multi_mags,0.9862959041076276,10
1.0,1.0,0.5,0.4,1,3,product,multi_mags,0.8868708505998559,10
1.0,1.0,0.5,0.08,1,5,product,multi_mags,0.9759286140927712,10
1.0,1.0,0.5,0.06,1,5,product,multi_mags,0.97944925233166,10
1.0,1.0,0.5,0.1,1,5,product,multi_mags,0.9420564830952664,10
1.0,1.0,0.5,0.2,1,5,product,multi_mags,0.9593509805947914,10
1.0,1.0,0.5,0.6,1,3,product,multi_mags,0.7861571180107467,10
1.0,1.0,0.5,0.02,1,5,product,multi_mags,0.955528274706892,10
1.0,1.0,0.5,0.04,1,5,product,multi_mags,0.977560929267456,10
1.0,1.0,0.5,0.4,1,4,product,multi_mags,0.9253677530849248,10
1.0,1.0,0.5,0.06,1,6,product,multi_mags,0.9830146078999557,10
1.0,1.0,0.5,0.08,1,6,product,multi_mags,0.983116073183172,10
1.0,1.0,0.5,0.1,1,6,product,multi_mags,0.9799455573961556,10
1.0,1.0,0.5,0.2,1,6,product,multi_mags,0.9453697368558156,10
1.0,1.0,0.5,0.02,1,6,product,multi_mags,0.9106626914583988,10
1.0,1.0,0.5,0.04,1,6,product,multi_mags,0.9544045941093952,10
1.0,1.0,0.5,0.6,1,4,product,multi_mags,0.8705711919297625,10
1.0,1.0,0.5,0.4,1,5,product,multi_mags,0.9344366642770487,10
1.0,1.0,0.5,0.06,1,7,product,multi_mags,0.984804185677542,10
1.0,1.0,0.5,0.1,1,7,product,multi_mags,0.9779746593994452,10
1.0,1.0,0.5,0.08,1,7,product,multi_mags,0.9824006445045356,10
1.0,1.0,0.5,0.2,1,7,product,multi_mags,0.9753339351334168,10
1.0,1.0,0.5,0.02,1,7,product,multi_mags,0.700387475083284,10
1.0,1.0,0.5,0.04,1,7,product,multi_mags,0.9811975763972648,10
1.0,1.0,0.5,0.6,1,5,product,multi_mags,0.8912217928389323,10
1.0,1.0,0.5,0.4,1,6,product,multi_mags,0.933743585459685,10
1.0,1.0,0.5,0.06,1,8,product,multi_mags,0.9858646734182962,10
1.0,1.0,0.5,0.1,1,8,product,multi_mags,0.9734722641730827,10
1.0,1.0,0.5,0.08,1,8,product,multi_mags,0.9832517328174484,10
1.0,1.0,0.5,0.2,1,8,product,multi_mags,0.9730265889037424,10
1.0,1.0,0.5,0.02,1,8,product,multi_mags,0.9660973842804697,10
1.0,1.0,0.5,0.04,1,8,product,multi_mags,0.9767294034405954,10
1.0,1.0,0.5,0.6,1,6,product,multi_mags,0.9294117029817984,10
1.0,1.0,0.5,0.4,1,7,product,multi_mags,0.9448442872206873,10
1.0,1.0,0.5,0.1,1,9,product,multi_mags,0.9818639211078825,10
1.0,1.0,0.5,0.08,1,9,product,multi_mags,0.9764231640399978,10
1.0,1.0,0.5,0.06,1,9,product,multi_mags,0.947970111116567,10
1.0,1.0,0.5,0.2,1,9,product,multi_mags,0.9731205623855742,10
1.0,1.0,0.5,0.02,1,9,product,multi_mags,0.9831766702329532,10
1.0,1.0,0.5,0.04,1,9,product,multi_mags,0.9898257409629888,10
1.0,1.0,0.5,0.6,1,7,product,multi_mags,0.9533319819922468,10
1.0,1.0,0.5,0.4,1,8,product,multi_mags,0.9388697519268732,10
1.0,1.0,0.5,0.08,1,10,product,multi_mags,0.97365578592377,10
1.0,1.0,0.5,0.1,1,10,product,multi_mags,0.9723353939927688,10
1.0,1.0,0.5,0.06,1,10,product,multi_mags,0.9127632146486676,10
1.0,1.0,0.5,0.02,1,10,product,multi_mags,0.9516863277676716,10
1.0,1.0,0.5,0.2,1,10,product,multi_mags,0.9806512969212396,10
1.0,1.0,0.5,0.04,1,10,product,multi_mags,0.9769844466268288,10
1.0,1.0,0.5,0.6,1,8,product,multi_mags,0.9455021858935068,10
1.0,1.0,0.5,0.4,1,9,product,multi_mags,0.9774215983222616,10
1.0,1.0,0.5,0.1,1,20,product,multi_mags,0.9811347828929208,10
1.0,1.0,0.5,0.06,1,20,product,multi_mags,0.9840450877064424,10
1.0,1.0,0.5,0.08,1,20,product,multi_mags,0.9723111948450236,10
1.0,1.0,0.5,0.02,1,20,product,multi_mags,0.9695716132335992,10
1.0,1.0,0.5,0.2,1,20,product,multi_mags,0.9871007368130036,10
1.0,1.0,0.5,0.04,1,20,product,multi_mags,0.9547933584408612,10
1.0,1.0,0.5,0.6,1,9,product,multi_mags,0.9568324009518752,10
1.0,1.0,0.5,0.1,1,30,product,multi_mags,0.9848072068807288,10
1.0,1.0,0.5,0.4,1,10,product,multi_mags,0.9734648688801671,10
1.0,1.0,0.5,0.08,1,30,product,multi_mags,0.98461996717231,10
1.0,1.0,0.5,0.06,1,30,product,multi_mags,0.9762236023010692,10
1.0,1.0,0.5,0.2,1,30,product,multi_mags,0.9992624890616448,10
1.0,1.0,0.5,0.02,1,30,product,multi_mags,0.9034729329493666,10
1.0,1.0,0.5,0.04,1,30,product,multi_mags,0.9846895116967952,10
1.0,1.0,0.5,0.6,1,10,product,multi_mags,0.9974942335758904,10
1.0,1.0,0.5,0.1,1,40,product,multi_mags,0.9966160808863814,10
1.0,1.0,0.5,0.08,1,40,product,multi_mags,0.9973521566613616,10
1.0,1.0,0.5,0.06,1,40,product,multi_mags,0.9847464924698394,10
1.0,1.0,0.5,0.4,1,20,product,multi_mags,0.9988792631977944,10
1.0,1.0,0.5,0.2,1,40,product,multi_mags,0.9993319209671772,10
1.0,1.0,0.5,0.02,1,40,product,multi_mags,0.9809684257621776,10
1.0,1.0,0.5,0.04,1,40,product,multi_mags,0.9870118837988732,10
1.0,1.0,0.5,0.6,1,20,product,multi_mags,0.9984019006605852,10
1.0,1.0,0.5,0.1,1,50,product,multi_mags,0.9978417434246268,10
1.0,1.0,0.5,0.08,1,50,product,multi_mags,0.9977642347144958,10
1.0,1.0,0.5,0.06,1,50,product,multi_mags,0.9974792947943856,10
1.0,1.0,0.5,0.4,1,30,product,multi_mags,0.9987519474899668,10
1.0,1.0,0.5,0.2,1,50,product,multi_mags,0.9993176213324744,10
1.0,1.0,0.5,0.02,1,50,product,multi_mags,0.9806079138697348,10
1.0,1.0,0.5,0.04,1,50,product,multi_mags,0.9929019907608396,10
1.0,1.0,0.5,0.6,1,30,product,multi_mags,0.9994341063777898,10
1.0,1.0,0.5,0.1,1,60,product,multi_mags,0.9992950169410262,10
1.0,1.0,0.5,0.08,1,60,product,multi_mags,0.9994834655587808,10
1.0,1.0,0.5,0.06,1,60,product,multi_mags,0.9980638640368548,10
1.0,1.0,0.5,0.2,1,60,product,multi_mags,0.9996615221763626,10
1.0,1.0,0.5,0.4,1,40,product,multi_mags,0.9995337312954086,10
1.0,1.0,0.5,0.02,1,60,product,multi_mags,0.9870585219632508,10
1.0,1.0,0.5,0.04,1,60,product,multi_mags,0.9875817216109656,10
1.0,1.0,0.5,0.1,1,70,product,multi_mags,0.9996199917620928,10
1.0,1.0,0.5,0.08,1,70,product,multi_mags,0.9994666546796456,10
1.0,1.0,0.5,0.6,1,40,product,multi_mags,0.9996308434809282,10
1.0,1.0,0.5,0.06,1,70,product,multi_mags,0.9992269930016175,10
1.0,1.0,0.5,0.2,1,70,product,multi_mags,0.9996394670740754,10
1.0,1.0,0.5,0.4,1,50,product,multi_mags,0.9997656496246902,10
1.0,1.0,0.5,0.02,1,70,product,multi_mags,0.9874763463327412,10
1.0,1.0,0.5,0.04,1,70,product,multi_mags,0.9927049530365706,10
1.0,1.0,0.5,0.1,1,80,product,multi_mags,0.999059786201369,10
1.0,1.0,0.5,0.08,1,80,product,multi_mags,0.9996527941174472,10
1.0,1.0,0.5,0.06,1,80,product,multi_mags,0.9992065761408164,10
1.0,1.0,0.5,0.6,1,50,product,multi_mags,0.999654027497754,10
1.0,1.0,0.5,0.2,1,80,product,multi_mags,0.9994652528725574,10
1.0,1.0,0.5,0.02,1,80,product,multi_mags,0.983152062100515,10
1.0,1.0,0.5,0.4,1,60,product,multi_mags,0.9996868279148656,10
1.0,1.0,0.5,0.04,1,80,product,multi_mags,0.99714543463525,10
1.0,1.0,0.5,0.08,1,90,product,multi_mags,0.9995862123060498,10
1.0,1.0,0.5,0.1,1,90,product,multi_mags,0.998787519276494,10
1.0,1.0,0.5,0.06,1,90,product,multi_mags,0.9995416513419364,10
1.0,1.0,0.5,0.2,1,90,product,multi_mags,0.9996396935525608,10
1.0,1.0,0.5,0.6,1,60,product,multi_mags,0.9997627980673232,10
1.0,1.0,0.5,0.02,1,90,product,multi_mags,0.9920596610970928,10
1.0,1.0,0.5,0.4,1,70,product,multi_mags,0.9997916641200612,10
1.0,1.0,0.5,0.04,1,90,product,multi_mags,0.9975445996315024,10
1.0,1.0,0.5,0.08,1,100,product,multi_mags,0.9995766135229316,10
1.0,1.0,0.5,0.1,1,100,product,multi_mags,0.9997996935164069,10
1.0,1.0,0.5,0.06,1,100,product,multi_mags,0.999428020000412,10
1.0,1.0,0.5,0.2,1,100,product,multi_mags,0.9997502157807334,10
1.0,1.0,0.5,0.6,1,70,product,multi_mags,0.9997287809413236,10
1.0,1.0,0.5,0.02,1,100,product,multi_mags,0.98162449842447,10
1.0,1.0,0.5,0.04,1,100,product,multi_mags,0.9975013645060096,10
1.0,1.0,0.5,0.4,1,80,product,multi_mags,0.9992115287129129,10
1.0,1.0,0.5,0.8,1,1,product,multi_mags,0.3004452673758193,10
1.0,1.0,0.5,0.6,1,80,product,multi_mags,0.9997964798280258,10
1.0,1.0,0.5,0.4,1,90,product,multi_mags,0.9996924104502533,10
1.0,1.0,0.5,0.8,1,2,product,multi_mags,0.4309715186505148,10
1.0,1.0,0.5,0.6,1,90,product,multi_mags,0.9997960587546484,10
1.0,1.0,0.5,0.4,1,100,product,multi_mags,0.9997209146642636,10
1.0,1.0,0.5,0.8,1,3,product,multi_mags,0.5370589929672669,10
1.0,1.0,0.5,0.6,1,100,product,multi_mags,0.9997688208014484,10
1.0,1.0,0.5,0.8,1,4,product,multi_mags,0.8137757863831614,10
1.0,1.0,0.5,0.8,1,5,product,multi_mags,0.8520501531039686,10
1.0,1.0,0.5,0.8,1,6,product,multi_mags,0.8816185997417979,10
1.0,1.0,0.5,0.8,1,7,product,multi_mags,0.9570008212510556,10
1.0,1.0,0.5,0.8,1,8,product,multi_mags,0.984404380099552,10
1.0,1.0,0.5,0.8,1,9,product,multi_mags,0.9965892328243008,10
1.0,1.0,0.5,0.8,1,10,product,multi_mags,0.9894885813527476,10
1.0,1.0,0.5,0.8,1,20,product,multi_mags,0.9994332918577216,10
1.0,1.0,0.5,0.8,1,30,product,multi_mags,0.9996391770552172,10
1.0,1.0,0.5,0.8,1,40,product,multi_mags,0.9996270779048828,10
1.0,1.0,0.5,0.8,1,50,product,multi_mags,0.9996960183362512,10
1.0,1.0,0.5,0.8,1,60,product,multi_mags,0.9997304158360868,10
1.0,1.0,0.5,0.8,1,70,product,multi_mags,0.9996771049361396,10
1.0,1.0,0.5,0.8,1,80,product,multi_mags,0.9997299400842082,10
1.0,1.0,0.5,0.8,1,90,product,multi_mags,0.9996721010027784,10
1.0,1.0,0.5,0.8,1,100,product,multi_mags,0.9996535623365116,10
1.0,1.0,0.3,0.06,1,1,product,multi_mags,0.961070986297862,10
1.0,1.0,0.3,0.04,1,1,product,multi_mags,0.9099973708303372,10
1.0,1.0,0.3,0.1,1,1,product,multi_mags,0.8361171889396514,10
1.0,1.0,0.3,0.02,1,1,product,multi_mags,0.8905807353303652,10
1.0,1.0,0.3,0.12,1,1,product,multi_mags,0.9670192459977917,10
1.0,1.0,0.3,0.08,1,1,product,multi_mags,0.9577290873359424,10
1.0,1.0,0.3,0.16,1,1,product,multi_mags,0.9491900810331106,10
1.0,1.0,0.3,0.04,1,2,product,multi_mags,0.9814751515560374,10
1.0,1.0,0.3,0.06,1,2,product,multi_mags,0.9786176825782392,10
1.0,1.0,0.3,0.12,1,2,product,multi_mags,0.972811386546648,10
1.0,1.0,0.3,0.1,1,2,product,multi_mags,0.963569861417392,10
1.0,1.0,0.3,0.08,1,2,product,multi_mags,0.968616982217344,10
1.0,1.0,0.3,0.02,1,2,product,multi_mags,0.9754949809308394,10
1.0,1.0,0.3,0.16,1,2,product,multi_mags,0.9370656588598246,10
1.0,1.0,0.3,0.06,1,3,product,multi_mags,0.9793238189107843,10
1.0,1.0,0.3,0.04,1,3,product,multi_mags,0.881010003026256,10
1.0,1.0,0.3,0.12,1,3,product,multi_mags,0.979058354339266,10
1.0,1.0,0.3,0.08,1,3,product,multi_mags,0.9781107704888478,10
1.0,1.0,0.3,0.1,1,3,product,multi_mags,0.9515404589330758,10
1.0,1.0,0.3,0.02,1,3,product,multi_mags,0.9384474589565532,10
1.0,1.0,0.3,0.16,1,3,product,multi_mags,0.9486488104990364,10
1.0,1.0,0.3,0.06,1,4,product,multi_mags,0.8811818059335597,10
1.0,1.0,0.3,0.04,1,4,product,multi_mags,0.982288407285804,10
1.0,1.0,0.3,0.12,1,4,product,multi_mags,0.9755365007724742,10
1.0,1.0,0.3,0.08,1,4,product,multi_mags,0.9849003646630315,10
1.0,1.0,0.3,0.1,1,4,product,multi_mags,0.9779434514519104,10
1.0,1.0,0.3,0.02,1,4,product,multi_mags,0.8902188145151481,10
1.0,1.0,0.3,0.16,1,4,product,multi_mags,0.9656735669298452,10
1.0,1.0,0.3,0.06,1,5,product,multi_mags,0.971963628383096,10
1.0,1.0,0.3,0.12,1,5,product,multi_mags,0.9730162988703354,10
1.0,1.0,0.3,0.04,1,5,product,multi_mags,0.9530652428226576,10
1.0,1.0,0.3,0.1,1,5,product,multi_mags,0.9131329698324316,10
1.0,1.0,0.3,0.08,1,5,product,multi_mags,0.9001507966846455,10
1.0,1.0,0.3,0.02,1,5,product,multi_mags,0.9551765163994832,10
1.0,1.0,0.3,0.16,1,5,product,multi_mags,0.96703151626208,10
1.0,1.0,0.3,0.06,1,6,product,multi_mags,0.9502899511062506,10
1.0,1.0,0.3,0.12,1,6,product,multi_mags,0.9710941980972996,10
1.0,1.0,0.3,0.04,1,6,product,multi_mags,0.9463051099470784,10
1.0,1.0,0.3,0.1,1,6,product,multi_mags,0.9648331596140725,10
1.0,1.0,0.3,0.08,1,6,product,multi_mags,0.9849924131614566,10
1.0,1.0,0.3,0.02,1,6,product,multi_mags,0.9747970741040576,10
1.0,1.0,0.3,0.16,1,6,product,multi_mags,0.9707861947263144,10
1.0,1.0,0.3,0.12,1,7,product,multi_mags,0.7999649738225734,10
1.0,1.0,0.3,0.06,1,7,product,multi_mags,0.9823038809257172,10
1.0,1.0,0.3,0.1,1,7,product,multi_mags,0.9811232142194468,10
1.0,1.0,0.3,0.04,1,7,product,multi_mags,0.8987961027710604,10
1.0,1.0,0.3,0.08,1,7,product,multi_mags,0.979157035778654,10
1.0,1.0,0.3,0.02,1,7,product,multi_mags,0.8603410113707531,10
1.0,1.0,0.3,0.16,1,7,product,multi_mags,0.9816864785638914,10
1.0,1.0,0.3,0.12,1,8,product,multi_mags,0.984279988785337,10
1.0,1.0,0.3,0.06,1,8,product,multi_mags,0.982935680259416,10
1.0,1.0,0.3,0.1,1,8,product,multi_mags,0.9782222869166484,10
1.0,1.0,0.3,0.04,1,8,product,multi_mags,0.8079265281397381,10
1.0,1.0,0.3,0.08,1,8,product,multi_mags,0.9793717202436948,10
1.0,1.0,0.3,0.02,1,8,product,multi_mags,0.989570334953104,10
1.0,1.0,0.3,0.12,1,9,product,multi_mags,0.9703849985039,10
1.0,1.0,0.3,0.06,1,9,product,multi_mags,0.9759406072509588,10
1.0,1.0,0.3,0.16,1,8,product,multi_mags,0.936766717582028,10
1.0,1.0,0.3,0.1,1,9,product,multi_mags,0.9826280643674052,10
1.0,1.0,0.3,0.04,1,9,product,multi_mags,0.9819855937848524,10
1.0,1.0,0.3,0.08,1,9,product,multi_mags,0.96941680367936,10
1.0,1.0,0.3,0.02,1,9,product,multi_mags,0.957979682308464,10
1.0,1.0,0.3,0.12,1,10,product,multi_mags,0.9822573775214536,10
1.0,1.0,0.3,0.06,1,10,product,multi_mags,0.9807265935000756,10
1.0,1.0,0.3,0.1,1,10,product,multi_mags,0.9850600925967816,10
1.0,1.0,0.3,0.04,1,10,product,multi_mags,0.963625780678772,10
1.0,1.0,0.3,0.08,1,10,product,multi_mags,0.9844453590552464,10
1.0,1.0,0.3,0.16,1,9,product,multi_mags,0.975569151804878,10
1.0,1.0,0.3,0.02,1,10,product,multi_mags,0.9861231698846116,10
1.0,1.0,0.3,0.12,1,20,product,multi_mags,0.988288965487839,10
1.0,1.0,0.3,0.06,1,20,product,multi_mags,0.9722893063757064,10
1.0,1.0,0.3,0.1,1,20,product,multi_mags,0.9851042353048468,10
1.0,1.0,0.3,0.04,1,20,product,multi_mags,0.9817806151636116,10
1.0,1.0,0.3,0.08,1,20,product,multi_mags,0.9796708548179466,10
1.0,1.0,0.3,0.16,1,10,product,multi_mags,0.9715093885508772,10
1.0,1.0,0.3,0.02,1,20,product,multi_mags,0.9692113913369824,10
1.0,1.0,0.3,0.12,1,30,product,multi_mags,0.9975298016563126,10
1.0,1.0,0.3,0.06,1,30,product,multi_mags,0.9934575219828646,10
1.0,1.0,0.3,0.1,1,30,product,multi_mags,0.9937026553084884,10
1.0,1.0,0.3,0.04,1,30,product,multi_mags,0.98604116263312,10
1.0,1.0,0.3,0.08,1,30,product,multi_mags,0.995944548622495,10
1.0,1.0,0.3,0.16,1,20,product,multi_mags,0.9901063547799236,10
1.0,1.0,0.3,0.02,1,30,product,multi_mags,0.965367076673408,10
1.0,1.0,0.3,0.12,1,40,product,multi_mags,0.9991841385672162,10
1.0,1.0,0.3,0.06,1,40,product,multi_mags,0.9921044812889136,10
1.0,1.0,0.3,0.1,1,40,product,multi_mags,0.9989807786790218,10
1.0,1.0,0.3,0.04,1,40,product,multi_mags,0.9848984314381242,10
1.0,1.0,0.3,0.08,1,40,product,multi_mags,0.99543108879793,10
1.0,1.0,0.3,0.16,1,30,product,multi_mags,0.99529137098733,10
1.0,1.0,0.3,0.02,1,40,product,multi_mags,0.9349845507525874,10
1.0,1.0,0.3,0.12,1,50,product,multi_mags,0.99939791773195,10
1.0,1.0,0.3,0.06,1,50,product,multi_mags,0.995446644848885,10
1.0,1.0,0.3,0.1,1,50,product,multi_mags,0.9961826916643364,10
1.0,1.0,0.3,0.04,1,50,product,multi_mags,0.9793471101717924,10
1.0,1.0,0.3,0.08,1,50,product,multi_mags,0.9981348063087078,10
1.0,1.0,0.3,0.16,1,40,product,multi_mags,0.9993169934025938,10
1.0,1.0,0.3,0.02,1,50,product,multi_mags,0.9859816623282092,10
1.0,1.0,0.3,0.12,1,60,product,multi_mags,0.9995835356355444,10
1.0,1.0,0.3,0.06,1,60,product,multi_mags,0.9991958413405164,10
1.0,1.0,0.3,0.1,1,60,product,multi_mags,0.998852998420746,10
1.0,1.0,0.3,0.04,1,60,product,multi_mags,0.9909425331620176,10
1.0,1.0,0.3,0.08,1,60,product,multi_mags,0.9965467535514227,10
1.0,1.0,0.3,0.02,1,60,product,multi_mags,0.9827755756148704,10
1.0,1.0,0.3,0.16,1,50,product,multi_mags,0.9997181686957602,10
1.0,1.0,0.3,0.12,1,70,product,multi_mags,0.9995693527394184,10
1.0,1.0,0.3,0.06,1,70,product,multi_mags,0.9987244817095862,10
1.0,1.0,0.3,0.1,1,70,product,multi_mags,0.9988857382124804,10
1.0,1.0,0.3,0.04,1,70,product,multi_mags,0.9855265781068774,10
1.0,1.0,0.3,0.08,1,70,product,multi_mags,0.997619496647456,10
1.0,1.0,0.3,0.02,1,70,product,multi_mags,0.993097594541856,10
1.0,1.0,0.3,0.16,1,60,product,multi_mags,0.9994696723910672,10
1.0,1.0,0.3,0.12,1,80,product,multi_mags,0.9992110652585866,10
1.0,1.0,0.3,0.06,1,80,product,multi_mags,0.9989947989957756,10
1.0,1.0,0.3,0.1,1,80,product,multi_mags,0.9997812941515432,10
1.0,1.0,0.3,0.04,1,80,product,multi_mags,0.9952788676420832,10
1.0,1.0,0.3,0.08,1,80,product,multi_mags,0.999523121145122,10
1.0,1.0,0.3,0.02,1,80,product,multi_mags,0.9787275537384746,10
1.0,1.0,0.3,0.16,1,70,product,multi_mags,0.9996740594925354,10
1.0,1.0,0.3,0.12,1,90,product,multi_mags,0.9991858807341648,10
1.0,1.0,0.3,0.06,1,90,product,multi_mags,0.9989760962940692,10
1.0,1.0,0.3,0.04,1,90,product,multi_mags,0.998511797205814,10
1.0,1.0,0.3,0.1,1,90,product,multi_mags,0.999788719925658,10
1.0,1.0,0.3,0.08,1,90,product,multi_mags,0.9991205101536356,10
1.0,1.0,0.3,0.02,1,90,product,multi_mags,0.9801169023136274,10
1.0,1.0,0.3,0.12,1,100,product,multi_mags,0.9996259273644,10
1.0,1.0,0.3,0.16,1,80,product,multi_mags,0.9997999524646844,10
1.0,1.0,0.3,0.06,1,100,product,multi_mags,0.9991868026915632,10
1.0,1.0,0.3,0.04,1,100,product,multi_mags,0.999419266079606,10
1.0,1.0,0.3,0.1,1,100,product,multi_mags,0.9996184158676964,10
1.0,1.0,0.3,0.08,1,100,product,multi_mags,0.9996639947039828,10
1.0,1.0,0.3,0.02,1,100,product,multi_mags,0.9869456169327016,10
1.0,1.0,0.3,0.18,1,1,product,multi_mags,0.9174212085370748,10
1.0,1.0,0.3,0.16,1,90,product,multi_mags,0.9997197106401984,10
1.0,1.0,0.3,0.2,1,1,product,multi_mags,0.8785504486762674,10
1.0,1.0,0.3,0.4,1,1,product,multi_mags,0.6828482964964885,10
1.0,1.0,0.3,0.6,1,1,product,multi_mags,0.5204489843247355,10
1.0,1.0,0.3,0.8,1,1,product,multi_mags,0.3230509215958514,10
1.0,1.0,0.3,0.22,1,1,product,multi_mags,0.898325883386972,10
1.0,1.0,0.3,0.18,1,2,product,multi_mags,0.9277106396266022,10
1.0,1.0,0.3,0.2,1,2,product,multi_mags,0.8751399746575892,10
1.0,1.0,0.3,0.16,1,100,product,multi_mags,0.99967847832639,10
1.0,1.0,0.3,0.4,1,2,product,multi_mags,0.7893408056090095,10
1.0,1.0,0.3,0.6,1,2,product,multi_mags,0.6974566995596801,10
1.0,1.0,0.3,0.8,1,2,product,multi_mags,0.4464941870690115,10
1.0,1.0,0.3,0.22,1,2,product,multi_mags,0.9377827389579544,10
1.0,1.0,0.3,0.18,1,3,product,multi_mags,0.9623483904007416,10
1.0,1.0,0.3,0.2,1,3,product,multi_mags,0.9094962367189334,10
1.0,1.0,0.3,0.4,1,3,product,multi_mags,0.9056594012875672,10
1.0,1.0,0.3,0.6,1,3,product,multi_mags,0.8051168107778933,10
1.0,1.0,0.3,0.26,1,1,product,multi_mags,0.7596031052345541,10
1.0,1.0,0.3,0.8,1,3,product,multi_mags,0.6343242115055107,10
1.0,1.0,0.3,0.22,1,3,product,multi_mags,0.9153903844117418,10
1.0,1.0,0.3,0.18,1,4,product,multi_mags,0.960771461498746,10
1.0,1.0,0.3,0.2,1,4,product,multi_mags,0.9377989815500218,10
1.0,1.0,0.3,0.4,1,4,product,multi_mags,0.9113335181837232,10
1.0,1.0,0.3,0.6,1,4,product,multi_mags,0.8780279607485907,10
1.0,1.0,0.3,0.26,1,2,product,multi_mags,0.9147685868614076,10
1.0,1.0,0.3,0.8,1,4,product,multi_mags,0.7512445565546927,10
1.0,1.0,0.3,0.22,1,4,product,multi_mags,0.963100370234501,10
1.0,1.0,0.3,0.18,1,5,product,multi_mags,0.8941157522535861,10
1.0,1.0,0.3,0.2,1,5,product,multi_mags,0.967064528795702,10
1.0,1.0,0.3,0.4,1,5,product,multi_mags,0.9455379970171808,10
1.0,1.0,0.3,0.6,1,5,product,multi_mags,0.9304489636550384,10
1.0,1.0,0.3,0.26,1,3,product,multi_mags,0.9269871787274384,10
1.0,1.0,0.3,0.8,1,5,product,multi_mags,0.793576779502488,10
1.0,1.0,0.3,0.22,1,5,product,multi_mags,0.970020677574324,10
1.0,1.0,0.3,0.18,1,6,product,multi_mags,0.9655343658773602,10
1.0,1.0,0.3,0.2,1,6,product,multi_mags,0.9484800050198968,10
1.0,1.0,0.3,0.4,1,6,product,multi_mags,0.9358605314451854,10
1.0,1.0,0.3,0.6,1,6,product,multi_mags,0.9079467117525272,10
1.0,1.0,0.3,0.26,1,4,product,multi_mags,0.9338430629553056,10
1.0,1.0,0.3,0.8,1,6,product,multi_mags,0.8805603494395797,10
1.0,1.0,0.3,0.18,1,7,product,multi_mags,0.9693065100237956,10
1.0,1.0,0.3,0.2,1,7,product,multi_mags,0.9745767354057522,10
1.0,1.0,0.3,0.22,1,6,product,multi_mags,0.9738270587523716,10
1.0,1.0,0.3,0.4,1,7,product,multi_mags,0.9313549894621684,10
1.0,1.0,0.3,0.6,1,7,product,multi_mags,0.895469496480537,10
1.0,1.0,0.3,0.26,1,5,product,multi_mags,0.9387925410225288,10
1.0,1.0,0.3,0.8,1,7,product,multi_mags,0.9035456312767356,10
1.0,1.0,0.3,0.18,1,8,product,multi_mags,0.977087584650718,10
1.0,1.0,0.3,0.2,1,8,product,multi_mags,0.970685739550428,10
1.0,1.0,0.3,0.22,1,7,product,multi_mags,0.9592004552076088,10
1.0,1.0,0.3,0.4,1,8,product,multi_mags,0.9358764927501396,10
1.0,1.0,0.3,0.6,1,8,product,multi_mags,0.9274896560000288,10
1.0,1.0,0.3,0.8,1,8,product,multi_mags,0.9233187809125102,10
1.0,1.0,0.3,0.26,1,6,product,multi_mags,0.9679153217608866,10
1.0,1.0,0.3,0.2,1,9,product,multi_mags,0.960276736260634,10
1.0,1.0,0.3,0.18,1,9,product,multi_mags,0.9666896972184896,10
1.0,1.0,0.3,0.22,1,8,product,multi_mags,0.9737007312324202,10
1.0,1.0,0.3,0.4,1,9,product,multi_mags,0.9671664113886006,10
1.0,1.0,0.3,0.6,1,9,product,multi_mags,0.9724529881528288,10
1.0,1.0,0.3,0.8,1,9,product,multi_mags,0.9923115083436674,10
1.0,1.0,0.3,0.26,1,7,product,multi_mags,0.9574551991948052,10
1.0,1.0,0.3,0.2,1,10,product,multi_mags,0.9635992313454722,10
1.0,1.0,0.3,0.18,1,10,product,multi_mags,0.9775385208106,10
1.0,1.0,0.3,0.22,1,9,product,multi_mags,0.9683689626020688,10
1.0,1.0,0.3,0.4,1,10,product,multi_mags,0.9758706631041892,10
1.0,1.0,0.3,0.6,1,10,product,multi_mags,0.9736148573616986,10
1.0,1.0,0.3,0.8,1,10,product,multi_mags,0.9948313850485732,10
1.0,1.0,0.3,0.26,1,8,product,multi_mags,0.9781624902490322,10
1.0,1.0,0.3,0.2,1,20,product,multi_mags,0.9932574830796268,10
1.0,1.0,0.3,0.18,1,20,product,multi_mags,0.9952932208826796,10
1.0,1.0,0.3,0.22,1,10,product,multi_mags,0.9866314817165024,10
1.0,1.0,0.3,0.4,1,20,product,multi_mags,0.9951013666191516,10
