model_name,length,evol_num,time_interval,sample_num,loss_type,data_type,depth,train_loss,test_loss,train_fide,test_fide,gate_fidelity,similarity
random_circuit,10,1,0,2,fidelity,non_product,6,0.4669956700855409,0.9775353513378784,0.5330043299144591,0.0224646486621216,0.0009774003692644,0.2933241913010782
random_circuit,10,1,0,2,fidelity,non_product,6,0.4692981306815907,0.9758761023444966,0.5307018693184092,0.0241238976555033,0.000976318270912,0.2926091736656445
random_circuit,10,1,0,2,fidelity,non_product,6,0.4700265759881913,0.974516890339892,0.5299734240118087,0.0254831096601081,0.0009777156661297,0.2926431288282929
random_circuit,10,1,0,2,fidelity,non_product,6,0.4606289509235993,0.9706556372206162,0.5393710490764007,0.0293443627793838,0.000976046971356,0.2930183733981636
random_circuit,10,1,0,2,fidelity,non_product,6,0.4635807468904842,0.9631470853995296,0.5364192531095158,0.0368529146004704,0.0009767250080185,0.2927735412372867
random_circuit,10,1,0,2,fidelity,product,6,0.0049797869733453,0.9668631395930148,0.9950202130266548,0.0331368604069852,0.0009756587778752,0.2929637420260768
random_circuit,10,1,0,2,fidelity,product,6,4.140018006715263e-05,0.9649235305082,0.9999585998199328,0.0350764694917998,0.0009809485310027,0.293093284248503
random_circuit,10,1,0,2,fidelity,product,6,0.0010934845070267,0.9772458783763316,0.9989065154929732,0.0227541216236682,0.0009758452238769,0.2927406074075366
random_circuit,10,1,0,2,fidelity,product,6,0.0050416759966761,0.9749168568949088,0.9949583240033238,0.0250831431050913,0.00097677767455,0.2929363402820917
random_circuit,10,1,0,2,fidelity,product,6,0.003107711681995,0.9714636998467934,0.9968922883180048,0.0285363001532066,0.000976388451062,0.2926066560571626
random_circuit,10,1,0,2,multi_mags,non_product,6,0.0038059307284672,0.7491110458380288,0.0184944684556225,0.031437459903703,0.000977975893407,0.2934375215639684
random_circuit,10,1,0,2,multi_mags,non_product,6,0.0026817116314792,0.8467478325854477,0.0245414257105698,0.025170285602012,0.0009756119557671,0.2928777263063057
random_circuit,10,1,0,2,multi_mags,non_product,6,0.0009817992760893,0.9180334791696768,0.0192451673711856,0.0436272054597883,0.0009758851631271,0.2928306732032785
random_circuit,10,1,0,2,multi_mags,non_product,6,0.001983903122924,0.8549870004774941,0.0210263397020233,0.0341300709953093,0.000979881684551,0.2921633895176918
random_circuit,10,1,0,2,multi_mags,non_product,6,0.0009205807959882,0.8372636177857236,0.0178188092665476,0.0255676812040034,0.0009756245561913,0.2928957386969192
random_circuit,10,1,0,2,multi_mags,product,6,0.00932717779852,0.5641762041104008,0.0487496370003799,0.0283961840666769,0.0009756121791256,0.2928784873822151
random_circuit,10,1,0,2,multi_mags,product,6,0.0079486554085985,0.6083762793174262,0.0473477523683655,0.0342914682157515,0.0009757834935928,0.2930186829128185
random_circuit,10,1,0,2,multi_mags,product,6,0.0082636738029687,0.5176428602935588,0.054287518568799,0.0268532373877297,0.0009765567354497,0.2925491065535612
random_circuit,10,1,0,2,multi_mags,product,6,0.0124193544423808,0.614557219970916,0.0951534210679961,0.0328972326207886,0.0009763138093695,0.2930518143321742
random_circuit,10,1,0,2,multi_mags,product,6,0.0060919918616826,0.5808152985138201,0.028059151299264,0.0276542903992513,0.0009760025128425,0.2926883629703194
random_circuit,10,1,0,3,fidelity,non_product,6,0.5581782894789702,0.97317895314701,0.4418217105210298,0.02682104685299,0.0009768633622015,0.2927209716784152
random_circuit,10,1,0,3,fidelity,non_product,6,0.547769028323843,0.9700531948060278,0.452230971676157,0.0299468051939721,0.0009756879299157,0.2928064551378194
random_circuit,10,1,0,3,fidelity,non_product,6,0.5519874057872358,0.97560531758427,0.4480125942127642,0.0243946824157299,0.0009758503565744,0.2927833069435237
random_circuit,10,1,0,3,fidelity,non_product,6,0.5546813377518829,0.9709130873762194,0.4453186622481171,0.0290869126237806,0.0009765942124676,0.2926561717392925
random_circuit,10,1,0,3,fidelity,non_product,6,0.5477209859180692,0.973089085388546,0.4522790140819308,0.0269109146114539,0.0009757237177625,0.2930043277858144
random_circuit,10,1,0,3,fidelity,product,6,2.417547906641282e-05,0.9679108889676296,0.9999758245209336,0.0320891110323703,0.0009759950604163,0.292725629491292
random_circuit,10,1,0,3,fidelity,product,6,0.0005738809330919,0.974563404630416,0.999426119066908,0.025436595369584,0.000975952550272,0.2928438109520267
random_circuit,10,1,0,3,fidelity,product,6,1.8650655636553992e-05,0.9760720683074042,0.9999813493443634,0.0239279316925958,0.0009758330210253,0.2927362831872621
random_circuit,10,1,0,3,fidelity,product,6,0.0022612809906608,0.976479285255976,0.9977387190093392,0.023520714744024,0.0009761968762645,0.2929076346120201
random_circuit,10,1,0,3,fidelity,product,6,5.429230462827839e-05,0.9699533194849084,0.9999457076953716,0.0300466805150917,0.0009757601150865,0.292875103924113
random_circuit,10,1,0,3,multi_mags,non_product,6,0.0013644856228734,0.7920680214691518,0.0140334287560005,0.0282537564160152,0.0009756848001941,0.2929233967139832
random_circuit,10,1,0,3,multi_mags,non_product,6,0.0015686695989282,0.864991440797483,0.0375655826871946,0.0233093225435105,0.0009764663377515,0.29314469241613
random_circuit,10,1,0,3,multi_mags,non_product,6,0.0008781895041746,0.945669527813062,0.0171315395542596,0.018604315468723,0.0009769398975574,0.2931826247642166
random_circuit,10,1,0,3,multi_mags,non_product,6,0.0013235263455968,0.7868581421907651,0.0450302386659481,0.0217317162991198,0.0009786449695299,0.293045815613228
random_circuit,10,1,0,3,multi_mags,non_product,6,0.001584006490175,0.7805332491495839,0.0192193997523492,0.0266065419178803,0.0009790119396885,0.2925039381940978
random_circuit,10,1,0,3,multi_mags,product,6,0.008758944511846,0.6488782118123053,0.0651536350912798,0.0234038286824456,0.0009759829086915,0.2929819226472742
random_circuit,10,1,0,3,multi_mags,product,6,0.0097287390204112,0.6199627380982083,0.0710003801097813,0.027657622993985,0.0009758869088965,0.2930751620426226
random_circuit,10,1,0,3,multi_mags,product,6,0.0133438310347781,0.5721244204303861,0.0465956578832124,0.0296996521645651,0.000975906710157,0.2930846689974921
random_circuit,10,1,0,3,multi_mags,product,6,0.0091991848844359,0.5931151047016165,0.0900504862845985,0.0379656577729051,0.0009760573944354,0.292674515196812
random_circuit,10,1,0,3,multi_mags,product,6,0.0109159677157478,0.667410974866128,0.0361374852129354,0.0252335603495859,0.0009759442236502,0.2930498356600913
random_circuit,10,1,0,4,fidelity,non_product,6,0.6054657162733064,0.96810101294383,0.3945342837266936,0.0318989870561701,0.0009767933223089,0.2926695520534174
random_circuit,10,1,0,4,fidelity,non_product,6,0.6036267887956219,0.972971801591735,0.3963732112043781,0.0270281984082649,0.0009760933913353,0.2927279275496863
random_circuit,10,1,0,4,fidelity,non_product,6,0.6068606940122186,0.9736007908537428,0.3931393059877813,0.0263992091462572,0.0009758246227824,0.2929379611807838
random_circuit,10,1,0,4,fidelity,non_product,6,0.6063526175382913,0.9780060669686536,0.3936473824617087,0.0219939330313464,0.0009756325298977,0.2929385975306249
random_circuit,10,1,0,4,fidelity,non_product,6,0.6053695237724319,0.9754567274463366,0.3946304762275681,0.0245432725536634,0.0009767353582177,0.292935289034558
random_circuit,10,1,0,4,fidelity,product,6,0.0001332982901733,0.9781400529448164,0.9998667017098266,0.0218599470551837,0.0009763847733275,0.2925989227954084
random_circuit,10,1,0,4,fidelity,product,6,3.154848356112794e-06,0.9714238995229276,0.999996845151644,0.0285761004770723,0.0009763012999318,0.2930436371734228
random_circuit,10,1,0,4,fidelity,product,6,0.0071510422904274,0.9754144815163072,0.9928489577095726,0.0245855184836928,0.0009763965818179,0.2925948197198856
random_circuit,10,1,0,4,fidelity,product,6,0.0050548682276435,0.9698320747398236,0.9949451317723564,0.0301679252601763,0.0009786926121277,0.2930187929950708
random_circuit,10,1,0,4,fidelity,product,6,2.7521762646642856e-09,0.9729546447066852,0.9999999972478236,0.0270453552933148,0.00097640561285,0.2932088347367793
random_circuit,10,1,0,4,multi_mags,non_product,6,0.0012075044993285,0.7344987344774885,0.0347360444779465,0.0167566708495876,0.0009783345627009,0.2925026498997953
random_circuit,10,1,0,4,multi_mags,non_product,6,0.0011496778748623,0.7941268562566364,0.0316869172814348,0.028274796309559,0.0009762835302285,0.2931832824188174
random_circuit,10,1,0,4,multi_mags,non_product,6,0.0013182102811668,0.799539235088207,0.0334651130802719,0.0342024287921401,0.0009757945790938,0.2930403743347372
random_circuit,10,1,0,4,multi_mags,non_product,6,0.001378842038299,0.8335222419046627,0.0285012828645519,0.0229582326761106,0.0009758034696643,0.2927398851549572
random_circuit,10,1,0,4,multi_mags,non_product,6,0.0012078397159258,0.7505352690215776,0.0255141532265392,0.0254085887190407,0.0009764111288432,0.2929984119538847
random_circuit,10,1,0,4,multi_mags,product,6,0.0067667851335345,0.5987409693575549,0.0484023913511023,0.0347173979525396,0.0009757575918107,0.2928479219398149
random_circuit,10,1,0,4,multi_mags,product,6,0.0073969946642199,0.4661675380316843,0.0351409211358285,0.0309554162441633,0.0009757294951078,0.2930156241154696
random_circuit,10,1,0,4,multi_mags,product,6,0.010233193568789,0.6956432520834072,0.0246942195648241,0.0275973123321317,0.0009762633346793,0.2926729289291676
random_circuit,10,1,0,4,multi_mags,product,6,0.008634230553475,0.5799372160526151,0.0593526041302425,0.0242939442141109,0.0009756589182305,0.2928543929940888
random_circuit,10,1,0,4,multi_mags,product,6,0.0094468932505871,0.502644263431688,0.0676255845017212,0.025618305663733,0.0009759196779365,0.2927653825131576
random_circuit,10,1,0,5,fidelity,non_product,6,0.643533240302564,0.9727853432147902,0.356466759697436,0.0272146567852097,0.0009759495829292,0.2929841193654895
random_circuit,10,1,0,5,fidelity,non_product,6,0.6461482521982671,0.972281543625742,0.3538517478017329,0.0277184563742579,0.0009763837069625,0.2927971362360108
random_circuit,10,1,0,5,fidelity,non_product,6,0.643180381053978,0.9747061043691037,0.3568196189460219,0.0252938956308963,0.000979087241181,0.2924690203764416
random_circuit,10,1,0,5,fidelity,non_product,6,0.6467209304982786,0.966317006488713,0.3532790695017214,0.033682993511287,0.0009764995451978,0.2930550549790435
random_circuit,10,1,0,5,fidelity,non_product,6,0.6476682299348291,0.9724351981767312,0.3523317700651709,0.0275648018232689,0.0009756592479488,0.2928896746506314
random_circuit,10,1,0,5,fidelity,product,6,2.5808380765823813e-07,0.980876435372524,0.9999997419161925,0.0191235646274759,0.0009770704311784,0.2933127001910144
random_circuit,10,1,0,5,fidelity,product,6,3.804950686647768e-05,0.9760367401510348,0.9999619504931336,0.0239632598489652,0.0009757267842183,0.2928758415737754
random_circuit,10,1,0,5,fidelity,product,6,3.3411117555948167e-06,0.9803840157067446,0.9999966588882444,0.0196159842932554,0.0009759617064587,0.2929946506650586
random_circuit,10,1,0,5,fidelity,product,6,1.5071191353799307e-06,0.9709345687024262,0.9999984928808646,0.0290654312975737,0.0009764392862915,0.2927378479865949
random_circuit,10,1,0,5,fidelity,product,6,0.0156744990214929,0.9773066723151752,0.984325500978507,0.0226933276848248,0.000975913659531,0.2926997977751137
random_circuit,10,1,0,5,multi_mags,non_product,6,0.0014829671650148,0.8603851999491714,0.0282120476574398,0.0232302522316214,0.0009769340486592,0.2932990867820458
random_circuit,10,1,0,5,multi_mags,non_product,6,0.0015815853075432,0.7905505325552279,0.027467150177142,0.0259518916684986,0.0009756413660895,0.2929435495533045
random_circuit,10,1,0,5,multi_mags,non_product,6,0.0012234129610774,0.7729986322265884,0.0234235613554885,0.025327225473297,0.0009756632003698,0.29284889242313
random_circuit,10,1,0,5,multi_mags,non_product,6,0.0014160829133959,0.7051457729133317,0.0228040418853649,0.0311385103318493,0.0009764207806145,0.2926379122045284
random_circuit,10,1,0,5,multi_mags,non_product,6,0.0008663021857549,0.680964894690571,0.0259678945992019,0.0251579395135703,0.0009768604941738,0.2925237400667227
random_circuit,10,1,0,5,multi_mags,product,6,0.0106157380077094,0.6704755984467634,0.0618114885734263,0.0286044532855159,0.0009757979239322,0.2930167541660204
random_circuit,10,1,0,5,multi_mags,product,6,0.0071821291924761,0.6213695801078173,0.0179723832727913,0.0259306804426929,0.0009758839326349,0.2927495350561412
random_circuit,10,1,0,5,multi_mags,product,6,0.0101469205192553,0.5408229086900738,0.0533336493846889,0.0299295615357954,0.0009764543521086,0.2926311860486321
random_circuit,10,1,0,5,multi_mags,product,6,0.0088962180187243,0.5732064448862559,0.0435123535682174,0.0284648565508065,0.0009762145415731,0.292995246910228
random_circuit,10,1,0,5,multi_mags,product,6,0.0095656767176367,0.6420295990722146,0.0488683804093495,0.023547872767198,0.0009756653334132,0.2929715976959252
random_circuit,10,1,0,6,fidelity,non_product,6,0.6755949946761115,0.9681092327222748,0.3244050053238884,0.0318907672777252,0.0009815643997174,0.2937264582499166
random_circuit,10,1,0,6,fidelity,non_product,6,0.6755567465270138,0.9774786120506826,0.3244432534729862,0.0225213879493173,0.0009779575042841,0.2925692070218211
random_circuit,10,1,0,6,fidelity,non_product,6,0.6728100789546653,0.9733159395726738,0.3271899210453347,0.0266840604273262,0.0009763560772383,0.2931765227156808
random_circuit,10,1,0,6,fidelity,non_product,6,0.6744657228752889,0.9757792069393222,0.325534277124711,0.0242207930606777,0.0009759891867937,0.2926930154194682
random_circuit,10,1,0,6,fidelity,non_product,6,0.6772957440257564,0.9725852445205928,0.3227042559742435,0.0274147554794072,0.0009774537783547,0.2932566867333154
random_circuit,10,1,0,6,fidelity,product,6,1.502320104429522e-05,0.9676820512451428,0.9999849767989556,0.0323179487548571,0.000976445266706,0.2925736243909049
random_circuit,10,1,0,6,fidelity,product,6,0.0001174702958646,0.9778745836811922,0.9998825297041354,0.0221254163188077,0.0009788911189844,0.2933909642445277
random_circuit,10,1,0,6,fidelity,product,6,7.47472220408163e-06,0.9684666714865976,0.999992525277796,0.0315333285134024,0.0009777602972548,0.2933971216355162
random_circuit,10,1,0,6,fidelity,product,6,1.570647792270563e-06,0.9726934203382634,0.9999984293522076,0.0273065796617365,0.000977017468271,0.2925740272208114
random_circuit,10,1,0,6,fidelity,product,6,1.9656185002991933e-06,0.9794821449762384,0.9999980343814996,0.0205178550237614,0.0009790274453607,0.2922886720847263
random_circuit,10,1,0,6,multi_mags,non_product,6,0.0013271254772205,0.7533022689420927,0.0251156550917484,0.0277390772867589,0.0009760784696357,0.2926520828407596
random_circuit,10,1,0,6,multi_mags,non_product,6,0.0012057993923509,0.7082580768687957,0.0285835108466674,0.0424012901883733,0.0009757273273826,0.29301161275324
random_circuit,10,1,0,6,multi_mags,non_product,6,0.0012255634402655,0.7285652423065611,0.0274802947109766,0.0259879486326435,0.0009756891559692,0.292854582755983
random_circuit,10,1,0,6,multi_mags,non_product,6,0.0014254160363969,0.6981694823043089,0.0385127605626203,0.0241474764597485,0.0009758407113873,0.2928453210497853
random_circuit,10,1,0,6,multi_mags,non_product,6,0.0013596177485122,0.7050139202767807,0.0342455883660126,0.0246462337676356,0.0009758074542226,0.2929415126491312
random_circuit,10,1,0,6,multi_mags,product,6,0.0139138235119927,0.4752563666559194,0.067703271810484,0.0243126217356571,0.0009778272930161,0.2933163813377414
random_circuit,10,1,0,6,multi_mags,product,6,0.0129535320485063,0.4929535105480913,0.0324195498588025,0.0288083556946148,0.0009763658468567,0.2928193593723088
random_circuit,10,1,0,6,multi_mags,product,6,0.0089463347750569,0.5986556811137879,0.0551100135295152,0.0269653157378095,0.0009757382902734,0.2929155406887185
random_circuit,10,1,0,6,multi_mags,product,6,0.0083504194465248,0.5667138857176816,0.0463557528319905,0.0332677668263486,0.0009786087395103,0.2923666742386023
random_circuit,10,1,0,6,multi_mags,product,6,0.0065389428209512,0.6247694834505266,0.0286366220618534,0.0264669245755716,0.0009756899028231,0.2928290147419996
random_circuit,10,1,0,7,fidelity,non_product,6,0.7010150091971514,0.9744167827792246,0.2989849908028486,0.0255832172207753,0.000976453903529,0.2932099406511388
random_circuit,10,1,0,7,fidelity,non_product,6,0.6963480999000291,0.976268941763506,0.3036519000999709,0.023731058236494,0.000976975022926,0.2932422293634075
random_circuit,10,1,0,7,fidelity,non_product,6,0.6958383792350014,0.9772812517692804,0.3041616207649986,0.0227187482307195,0.000977001857,0.2926759881388683
random_circuit,10,1,0,7,fidelity,non_product,6,0.6974689748702722,0.9745723215795254,0.3025310251297278,0.0254276784204746,0.0009766878672152,0.2929817673968075
random_circuit,10,1,0,7,fidelity,non_product,6,0.6947781074708729,0.9725712083066904,0.3052218925291271,0.0274287916933096,0.0009791375022876,0.2928197557955203
random_circuit,10,1,0,7,fidelity,product,6,4.518237317618912e-07,0.9784504310503273,0.9999995481762682,0.0215495689496728,0.0009772875821552,0.292524638736399
random_circuit,10,1,0,7,fidelity,product,6,9.704252756925769e-08,0.9747578921909784,0.9999999029574724,0.0252421078090215,0.0009764944344803,0.2931631141770039
random_circuit,10,1,0,7,fidelity,product,6,2.1997365461379204e-06,0.9784660952459556,0.999997800263454,0.0215339047540443,0.0009756126662761,0.2928742694016939
random_circuit,10,1,0,7,fidelity,product,6,5.968013928225879e-05,0.9764287485020496,0.9999403198607176,0.0235712514979502,0.00098301258795,0.293733208725439
random_circuit,10,1,0,7,fidelity,product,6,2.179447093464404e-06,0.9728258186368792,0.9999978205529064,0.0271741813631209,0.0009787522582118,0.2922701328290183
random_circuit,10,1,0,7,multi_mags,non_product,6,0.0012910238050832,0.7381931275681425,0.0339108821817648,0.0311822131871118,0.0009789567894646,0.2934631068997717
random_circuit,10,1,0,7,multi_mags,non_product,6,0.0010596275034884,0.6872389409285329,0.0266664446965004,0.0214545243770957,0.0009765283691498,0.2925869321648457
random_circuit,10,1,0,7,multi_mags,non_product,6,0.0015894793814751,0.6458702733088284,0.0311923678921155,0.0311166063709039,0.000976001980302,0.2926742230633328
random_circuit,10,1,0,7,multi_mags,non_product,6,0.0018475248390865,0.6933909771262252,0.0190711757786397,0.0280204930213861,0.000976595027546,0.2926719380109264
random_circuit,10,1,0,7,multi_mags,non_product,6,0.0018288371253564,0.6864321741845945,0.0300039639622199,0.0284263593806608,0.0009761850713159,0.2926513907634962
random_circuit,10,1,0,7,multi_mags,product,6,0.0106146199568408,0.4749418901699875,0.0348269505728864,0.0323786476743384,0.0009772110222883,0.2927914708253245
random_circuit,10,1,0,7,multi_mags,product,6,0.0060964353373669,0.5577345540715543,0.0434415818518398,0.0247387170639638,0.0009758598593917,0.2927543611189148
random_circuit,10,1,0,7,multi_mags,product,6,0.0079010765343885,0.693649821557053,0.0339993864695064,0.0236535420224738,0.0009757114678067,0.2927822261293823
random_circuit,10,1,0,7,multi_mags,product,6,0.0071116011771978,0.6671205678356056,0.067902624613775,0.0258477390831646,0.0009776052043798,0.2924310773950703
random_circuit,10,1,0,7,multi_mags,product,6,0.0084045447697129,0.5382146386153632,0.0585788893976134,0.0272597379223566,0.0009759528002143,0.2929932461431819
random_circuit,10,1,0,8,fidelity,non_product,6,0.7142784702610456,0.9748687351100438,0.2857215297389544,0.0251312648899562,0.0009812555700802,0.293278211482387
random_circuit,10,1,0,8,fidelity,non_product,6,0.7194670257930438,0.9710572465907508,0.2805329742069563,0.0289427534092492,0.0009759865327942,0.2927505874744703
random_circuit,10,1,0,8,fidelity,non_product,6,0.7142620392366118,0.9703345922609518,0.2857379607633882,0.0296654077390482,0.0009759619881334,0.2926842068492924
random_circuit,10,1,0,8,fidelity,non_product,6,0.7140460915620515,0.96413669004308,0.2859539084379485,0.03586330995692,0.0009765975656253,0.2931826608767728
random_circuit,10,1,0,8,fidelity,non_product,6,0.7155311441216033,0.9720054434580222,0.2844688558783966,0.0279945565419777,0.0009758746094751,0.2928645418968758
random_circuit,10,1,0,8,fidelity,product,6,6.027067911418271e-08,0.9745380545162436,0.9999999397293208,0.0254619454837563,0.0009765430762716,0.2926105754911459
random_circuit,10,1,0,8,fidelity,product,6,9.172412163138688e-09,0.9750186253529284,0.9999999908275878,0.0249813746470716,0.0009769787429442,0.2932308949253677
random_circuit,10,1,0,8,fidelity,product,6,2.4937086021692423e-06,0.9697526080298258,0.9999975062913978,0.0302473919701742,0.0009757578054048,0.2927773971090615
random_circuit,10,1,0,8,fidelity,product,6,0.0001712568484789,0.9766007135278032,0.999828743151521,0.0233992864721966,0.0009756219039944,0.2929199146126884
random_circuit,10,1,0,8,fidelity,product,6,3.0712925910281186e-06,0.9743369825393944,0.999996928707409,0.0256630174606054,0.000977506945168,0.2933744373549185
random_circuit,10,1,0,8,multi_mags,non_product,6,0.0013538890793084,0.7295574089528136,0.0395344487834129,0.0236435204206116,0.0009761582451182,0.2930601961938059
random_circuit,10,1,0,8,multi_mags,non_product,6,0.002077948632162,0.6292782887488514,0.0232394709232128,0.0243455076733953,0.0009758684440359,0.2929353781680658
random_circuit,10,1,0,8,multi_mags,non_product,6,0.0014776133799154,0.6619633701516341,0.0328829274697005,0.0257555842763134,0.0009761033017591,0.2929048577926919
random_circuit,10,1,0,8,multi_mags,non_product,6,0.0013953572419195,0.7518829037151031,0.0317136362374513,0.0290237297253406,0.0009758872896834,0.2930556147266292
random_circuit,10,1,0,8,multi_mags,non_product,6,0.0019269304860475,0.593439236114921,0.0340559611257199,0.0287772214876802,0.0009773529429203,0.2932357863737388
random_circuit,10,1,0,8,multi_mags,product,6,0.0168270053581884,0.4652622065403348,0.0347653298895989,0.0253552323380637,0.0009762813100474,0.2929628132649734
random_circuit,10,1,0,8,multi_mags,product,6,0.0079066254073449,0.4054512364057352,0.0404641923291894,0.025398784004086,0.000975691158633,0.2929038691650005
random_circuit,10,1,0,8,multi_mags,product,6,0.0090240330686714,0.5516039169619004,0.0821787785206888,0.0228995384685884,0.000976073404055,0.2927620425971827
random_circuit,10,1,0,8,multi_mags,product,6,0.0154724161301015,0.4425136596137309,0.0417084494807069,0.0285769209149343,0.0009763953981022,0.2929594844608865
random_circuit,10,1,0,8,multi_mags,product,6,0.0080248390595764,0.6098085055705038,0.073251886327246,0.0340452288674655,0.0009759612401154,0.2927858356307209
random_circuit,10,1,0,9,fidelity,non_product,6,0.7329900616436602,0.972808689429207,0.2670099383563398,0.027191310570793,0.0009761036794261,0.293141838554344
random_circuit,10,1,0,9,fidelity,non_product,6,0.7312437601395456,0.9694213576251144,0.2687562398604544,0.0305786423748854,0.0009775575307146,0.2933831977398222
random_circuit,10,1,0,9,fidelity,non_product,6,0.7334506487472463,0.97589024426286,0.2665493512527537,0.0241097557371399,0.0009794773571475,0.2925813471634998
random_circuit,10,1,0,9,fidelity,non_product,6,0.7299460609712072,0.9776430210534476,0.2700539390287927,0.0223569789465522,0.0009777431081011,0.2928926173062556
random_circuit,10,1,0,9,fidelity,non_product,6,0.7294654575010671,0.9743384393697724,0.270534542498933,0.0256615606302276,0.0009765009141233,0.2931735201005144
random_circuit,10,1,0,9,fidelity,product,6,2.9965687772137702e-05,0.9734739167182452,0.999970034312228,0.0265260832817547,0.000975618977143,0.2928852304906659
random_circuit,10,1,0,9,fidelity,product,6,4.147191826620045e-07,0.9751138561240482,0.9999995852808172,0.0248861438759518,0.0009766244255769,0.2928670980192315
random_circuit,10,1,0,9,fidelity,product,6,3.087881889307642e-05,0.9775285196304728,0.9999691211811068,0.0224714803695272,0.0009765680380882,0.2931818630202456
random_circuit,10,1,0,9,fidelity,product,6,3.952681406627079e-07,0.9762785243043264,0.9999996047318592,0.0237214756956736,0.0009757191010454,0.292957056668818
random_circuit,10,1,0,9,fidelity,product,6,3.4567564655141325e-06,0.9745050871692033,0.9999965432435344,0.0254949128307967,0.0009762554204389,0.2926771865142821
random_circuit,10,1,0,9,multi_mags,non_product,6,0.0013441190270752,0.7205289242423327,0.0248729805326187,0.0293554756390036,0.0009765789435843,0.2932401931296543
random_circuit,10,1,0,9,multi_mags,non_product,6,0.0012039956291936,0.6145622170132569,0.0255880510572795,0.0275974051122911,0.0009781501066082,0.2929461167563597
random_circuit,10,1,0,9,multi_mags,non_product,6,0.0010461166909442,0.7719631360625734,0.0297591603595072,0.0219901321716554,0.0009758102208987,0.2928961038495751
random_circuit,10,1,0,9,multi_mags,non_product,6,0.0014172509246034,0.5884635006577419,0.020487260840948,0.0303306220492283,0.0009762658384008,0.2926406133425823
random_circuit,10,1,0,9,multi_mags,non_product,6,0.0018097229332715,0.7306144628566863,0.0204092100205581,0.0273390899013319,0.0009796944804757,0.2934746638487788
random_circuit,10,1,0,9,multi_mags,product,6,0.007697206133094,0.5257084367789857,0.0425049836881523,0.0257790956364881,0.0009762749357933,0.2931552738017484
random_circuit,10,1,0,9,multi_mags,product,6,0.0071666501959063,0.5832907868757605,0.0856442996504955,0.0388781315807017,0.0009770486278111,0.2925958493135083
