model_name,length,evol_num,sample_num,time_interval,loss_type,data_type,J,delta,lamda,train_loss,test_loss,train_fide,test_fide,gate_fidelity,similarity,spectrum_diff,H_diff
xorX,10,1,4,0.02,fidelity,product,1.0,0.1,1.0,3.480109549558463e-05,0.0001139992571554,0.9999651989045044,0.9998860007428444,0.9994651980284448,0.9589729125512104,0.0679543323080428,0.0077459550123327
xorX,10,1,4,0.02,fidelity,product,1.0,0.1,1.0,3.479742220502402e-05,0.0001448208720188,0.999965202577795,0.9998551791279812,0.9995430554891004,0.988905659808325,0.0059572076568724,0.0042774631305744
xorX,10,1,4,0.02,fidelity,product,1.0,0.1,1.0,1.822402858753236e-05,5.1330472241928327e-05,0.9999817759714124,0.999948669527758,0.9998503370418066,0.9581356596495142,0.0025092264438669,0.0065515937385148
xorX,10,1,4,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.0094104844178102,0.7074364665238315,0.8983369836594765,0.355052465015343,0.0759550716356106,0.3813178204082398,5099.868528908662,0.3959887640871582
xorX,10,1,4,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.0102831745935396,0.6982502676514524,0.9294760517877896,0.3780412186319462,0.1027198156513013,0.4142703093474991,4484.245531809355,0.2265089326177897
xorX,10,1,4,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0010898277387773,0.2168028236417671,0.915646621487975,0.925700666038782,0.8346735141316621,0.7881471475402515,251.58900418837644,0.095979279169584
xorX,10,1,4,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0009813295079195,0.36550680037365,0.8000606850125592,0.7965627217417628,0.643996519951056,0.685522845025879,804.7924414614826,0.146234596641254
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.015823006268377,0.0583788546039738,0.9955956432708256,0.99145874407316,0.9552672084598972,0.7557589302102281,26.880939819311468,0.0637865960915329
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.0148258333415314,0.0714774251694282,0.99557696259233,0.9886690675977292,0.9482608073981832,0.7715723633985361,50.73570496095565,0.0594897845129198
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.0258837989312095,0.0791833616215234,0.994843246227396,0.986634011984832,0.9450979396610492,0.8819293764560511,49.87953842532134,0.0466379467102414
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.0165157980758609,0.0691955021487609,0.9955364999420304,0.9873212787035636,0.9282488191521808,0.8495673601701264,60.43213508749179,0.0558950676525141
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.0114792408809158,0.0551488834406559,0.9956181014018192,0.9917124773801136,0.9584591193824196,0.895620996783675,23.56702283629217,0.0458485953965009
xorX,10,1,4,0.02,multi_mags,product,1.0,0.1,1.0,0.0179793598533273,0.0817018562540088,0.9967045957023482,0.9854928856205868,0.914941900306748,0.8495186730985949,89.46054764008213,0.0557139836871324
xorX,10,1,5,0.02,fidelity,linear_scar,1.0,0.1,1.0,0.000902781239582,0.0194954177426475,0.999097218760418,0.9805045822573524,0.9531909208632284,0.8549624177107589,20.21393010201874,0.0252651720154874
xorX,10,1,5,0.02,fidelity,linear_scar,1.0,0.1,1.0,8.336831625044283e-08,0.0165571641510559,0.9999999166316836,0.983442835848944,0.959734858661185,0.8846091094957693,13.52169173958458,0.0201576646085622
xorX,10,1,5,0.02,fidelity,non_product,1.0,0.1,1.0,7.210110343414122e-05,2.57466486627278e-05,0.999927898896566,0.9999742533513372,0.9999261036987036,0.9938590715199884,0.0035608591677383,0.0012507648406144
xorX,10,1,5,0.02,fidelity,non_product,1.0,0.1,1.0,3.664107910417158e-07,4.998803173617006e-07,0.999999633589209,0.9999995001196826,0.9999991299908316,0.9929996960345944,0.0001271078912772,0.0008348006905278
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,2.383826145369028e-06,9.343445977694207e-06,0.9999976161738546,0.9999906565540224,0.9999496809369792,0.9473860765632712,0.0029578662110468,0.0067131733527997
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,5.447903473676519e-06,5.875743111394272e-06,0.9999945520965264,0.9999941242568886,0.999978200453403,0.9466303330889724,0.0013659103387771,0.0062872022590948
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,9.664394178265925e-07,3.110255331173484e-06,0.9999990335605822,0.9999968897446688,0.9999884692047216,0.9756370982673652,0.0003997504482816,0.0031262605042764
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,9.74435022305098e-06,2.6410772171581165e-05,0.999990255649777,0.9999735892278284,0.9999403513669096,0.9748597997331476,0.0013332162394049,0.0037613767759793
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,8.68832548051035e-06,1.4267445094140465e-05,0.9999913116745196,0.999985732554906,0.9999269900828324,0.9710671891115042,0.006765480804709,0.0043195341422649
xorX,10,1,5,0.02,fidelity,product,1.0,0.1,1.0,1.6545209990947995e-06,4.402665862879296e-06,0.9999983454790008,0.9999955973341372,0.9999805172812058,0.9581742374528516,0.0006938360928463,0.005016540064238
xorX,10,1,5,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.00923657360049,0.752907692345682,0.9834641248462784,0.3189880531103463,0.0919907231612056,0.4058515930263339,4543.46100111208,0.1955893653205228
xorX,10,1,5,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.0138552820647771,0.7864431002401543,0.9680720217636172,0.2971027816289646,0.0722921138266855,0.3921966961772142,4876.247174424284,0.2585235501094236
xorX,10,1,5,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0011651383806128,0.1751151113122495,0.9352601579642844,0.9492277337903922,0.8743738794130936,0.8180093897113668,186.9520907296236,0.0797865967213383
xorX,10,1,5,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0014512103715246,0.1833009588437221,0.9287374464296202,0.9428529235296164,0.8587838935975985,0.8074924838730635,233.67062638230024,0.0882901458768501
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0158741187472045,0.0397482114441137,0.9973623900005744,0.9954779380467405,0.982862607102663,0.7918812789109004,10.756666961154629,0.0473603068860342
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0212277532445486,0.0405795833899498,0.996437083439862,0.9951008705048948,0.9801220567278734,0.7715868490147314,5.5161954306829335,0.0515919042146427
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0262015033061045,0.0526004179795072,0.9968990430172632,0.9940035876687192,0.9767624527532692,0.894902109939399,9.75708963711745,0.0354618884157274
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0093227934080658,0.0636907419008975,0.9963401760142636,0.9900335727238092,0.9529361962224624,0.8846723662850773,37.72063909367211,0.0468172762538619
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0193561504520227,0.0541964391260164,0.9962353050112612,0.9929514186402526,0.9548685504349832,0.8843782589303384,31.380692198880286,0.0470377053365263
xorX,10,1,5,0.02,multi_mags,product,1.0,0.1,1.0,0.0189994674836234,0.0438525119369047,0.9964875528009678,0.9949069338382204,0.9822591090981428,0.9132037328381888,5.295662044770252,0.0333645202947443
xorX,10,1,6,0.02,fidelity,linear_scar,1.0,0.1,1.0,9.893537257221752e-06,0.0142811165413011,0.9999901064627428,0.9857188834586988,0.9655901603721976,0.881577386366507,8.584420081963895,0.020185651123484
xorX,10,1,6,0.02,fidelity,linear_scar,1.0,0.1,1.0,1.4060628206191694e-07,0.0180660161183427,0.999999859393718,0.9819339838816572,0.9567834529057364,0.8905420200664417,15.76571813322879,0.0199701615708645
xorX,10,1,6,0.02,fidelity,non_product,1.0,0.1,1.0,1.3617420557832105e-07,2.876872119417229e-07,0.9999998638257944,0.999999712312788,0.9999997180829392,0.9848499635319954,3.4445972891287185e-05,0.0015798364886124
xorX,10,1,6,0.02,fidelity,non_product,1.0,0.1,1.0,6.898063941274124e-06,1.3549808513757531e-05,0.9999931019360588,0.9999864501914862,0.999958421225546,0.99657715537575,0.0011624173050996,0.0008197127237065
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,3.898373199429095e-05,1.7628048871176638e-05,0.9999610162680056,0.9999823719511288,0.9999663258158886,0.9376022753511176,0.001090907883509,0.0070921558724204
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,4.961344843845694e-07,1.4164296765484252e-06,0.9999995038655156,0.9999985835703236,0.9999942858568744,0.9653361505834522,0.000228542390467,0.0039185541321772
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,7.944613022003999e-06,7.4550304119958e-06,0.999992055386978,0.999992544969588,0.9999809471588688,0.9943504623239408,0.0005899065782877,0.0012538116307141
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,2.090511115859784e-05,2.769490054987944e-05,0.9999790948888414,0.99997230509945,0.999957212296266,0.9744396971173724,0.0015781941128374,0.003477870897514
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,5.548913863950844e-07,1.9532294864843536e-06,0.9999994451086136,0.9999980467705136,0.9999926292633596,0.96523342576518,0.0003267945823269,0.0040009875621604
xorX,10,1,6,0.02,fidelity,product,1.0,0.1,1.0,1.4887551887943218e-06,2.374818675376922e-06,0.9999985112448112,0.9999976251813246,0.9999942021172524,0.9502411773046896,0.0003070473658062,0.005379781483674
xorX,10,1,6,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.0103016168865727,0.7591836872419163,0.9804612005634888,0.3144998209401064,0.0782791483487826,0.3951881872511107,4794.121863501925,0.2320855720847229
xorX,10,1,6,0.02,multi_mags,linear_scar,1.0,0.1,1.0,0.0095446734907884,0.8079356174178863,0.9802626762450846,0.2541752531417443,0.0636598481544908,0.3859135474151858,4983.225368093337,0.2328804708393484
xorX,10,1,6,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0014171567900861,0.0832412586799246,0.9854039054781888,0.9878404124202969,0.9709118573455042,0.9075293691606676,21.185440830354867,0.043614478296829
xorX,10,1,6,0.02,multi_mags,non_product,1.0,0.1,1.0,0.0008046258121053,0.0909733629356999,0.9853908488401264,0.9857233267754726,0.9703609145706328,0.9084805529389828,19.5006107150255,0.0415860072272017
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.012537449730303,0.0296872874912761,0.9980414613135962,0.9969862198172292,0.9865344958728204,0.7653026870928469,4.927684161907174,0.0498609973144134
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.0332123973115442,0.0446304266271649,0.9966716077406148,0.9955983011597818,0.9849631589364728,0.7762693698504932,4.335960087587916,0.0486485121217206
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.0113069749229614,0.0372741181809265,0.9976559699105192,0.9960085170066976,0.9801187641589564,0.9002475637126928,8.462070064670582,0.0374042378132407
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.01210886072126,0.0414512654696173,0.9971879217515882,0.9950279687507394,0.9779902375120224,0.915610756560508,6.774004940449659,0.0363662718776314
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.0147672380853058,0.0346108093150266,0.997626238471593,0.9964309217729588,0.9842734549181272,0.9296755946446432,6.309872345180578,0.0320230896716276
xorX,10,1,6,0.02,multi_mags,product,1.0,0.1,1.0,0.0158262915410435,0.0397055838258704,0.9971218796341176,0.9949657870826104,0.9761824916079064,0.9150484779471116,11.425070020025288,0.0361793456663643
xorX,10,1,7,0.02,fidelity,linear_scar,1.0,0.1,1.0,0.0001476942983278,0.0197381995519697,0.9998523057016722,0.9802618004480302,0.9522556296575602,0.881626210018222,21.69121135836341,0.0209903539089754
xorX,10,1,7,0.02,fidelity,linear_scar,1.0,0.1,1.0,9.137871903597272e-08,0.0194048837476444,0.999999908621281,0.9805951162523556,0.9541484422118448,0.8805421398048086,18.68186831734552,0.0209745879339312
xorX,10,1,7,0.02,fidelity,non_product,1.0,0.1,1.0,3.198847522423165e-07,4.057685270009159e-07,0.9999996801152478,0.999999594231473,0.9999994515745696,0.9989643583786648,8.213562295681996e-05,0.0002045666922915
xorX,10,1,7,0.02,fidelity,non_product,1.0,0.1,1.0,7.07426511370457e-07,3.242432111694171e-07,0.9999992925734886,0.9999996757567888,0.9999996244657874,0.99656579881868,5.8332097569588886e-05,0.0004306499989999
xorX,10,1,7,0.02,fidelity,product,1.0,0.1,1.0,0.0001510774981376,8.105313881201504e-05,0.9998489225018624,0.999918946861188,0.9998885757008498,0.966576030627299,0.0019496643563187,0.0045745511828789
xorX,10,1,7,0.02,fidelity,product,1.0,0.1,1.0,2.507247251914979e-05,1.1388027955305802e-05,0.9999749275274809,0.9999886119720448,0.9999835405558088,0.9632931899783558,0.0005061221880364,0.0043886230202629
xorX,10,1,7,0.02,fidelity,product,1.0,0.1,1.0,6.910382793512415e-05,4.690183304634221e-05,0.9999308961720648,0.9999530981669535,0.9999283464064852,0.9702453135109612,0.0021387147196195,0.0038790442802938
xorX,10,1,7,0.02,fidelity,product,1.0,0.1,1.0,6.413212274569702e-07,1.770289084768173e-06,0.9999993586787724,0.9999982297109152,0.9999949338144904,0.9710127987287488,0.0002100182673357,0.0033003732062531
