length,time_interval,evol_num,sample_num,train_set_type,entangle_dim,loss,gate_fidelity,spectrum_diff,H_diff,train_loss,test_loss,train_fidelity,test_fidelity
10,0.02,3,4,Z2,1,multi_mags,0.0009890340272684,7999.050188200643,2.3391346123433414,0.0070265188026776,1.1292084437215857,0.9988858997146322,0.0395380745603413
10,0.04,3,4,Z2,1,multi_mags,0.0011063172377454,1917.779284299016,1.154912122499392,0.0061260299987055,1.1695810945862186,0.998940776628064,0.0335840050780117
10,0.06,3,4,Z2,1,multi_mags,0.0010206292532712,870.4282073204118,0.7787157659234261,0.0059228216905378,1.0868429190882063,0.9989214335027004,0.0398633388323335
10,0.08,3,4,Z2,1,multi_mags,0.0010087001236835,458.8782134051224,0.5502017452889406,0.0051816319852052,1.1528169538635678,0.99896750592858,0.0370258275004877
10,0.1,3,4,Z2,1,multi_mags,0.0009787403696303,281.9586691916712,0.4733572115064557,0.0055419432498529,1.1057646081024672,0.9985935046954012,0.0404044549244103
10,0.12,3,4,Z2,1,multi_mags,0.0010053221508385,197.73789081077769,0.3973813515260223,0.0066216934619466,1.0690067962389018,0.9983539529908354,0.050423864354459
10,0.14,3,4,Z2,1,multi_mags,0.0010067470231583,134.57924325184007,0.3168156406244984,0.0062253014193361,1.1130836002703954,0.9980174137949732,0.0431383915362759
10,0.16,3,4,Z2,1,multi_mags,0.0009958572408467,99.60183509059704,0.2886776858864968,0.0062475702828274,1.1360826760837628,0.99712551996675,0.0302231668119931
10,0.18,3,4,Z2,1,multi_mags,0.0009998032818647,79.44453235278158,0.2526945292373012,0.0057660972176475,1.089000120032746,0.9971748333332702,0.0554470163378601
10,0.2,3,4,Z2,1,multi_mags,0.0010332512661226,59.76418456290445,0.2275602348138603,0.0066000286917004,1.0973237803800184,0.994611361519782,0.0459053910667489
10,0.22,3,4,Z2,1,multi_mags,0.0010127840073652,49.4292082755375,0.202493441058314,0.0062579041455244,1.0920422846707416,0.993774757375698,0.0349216586029667
10,0.24,3,4,Z2,1,multi_mags,0.0009990457392355,39.9058643682062,0.181220743669283,0.0062238432118792,1.1675085989375136,0.992562992939046,0.0252601438825539
10,0.26,3,4,Z2,1,multi_mags,0.0010938674094997,32.3190909577248,0.1673909782543009,0.0060618264549718,1.0794864654125995,0.9889857679652388,0.0336077823735638
10,0.28,3,4,Z2,1,multi_mags,0.0010172092917457,26.386135675242773,0.1524256157401601,0.0062184664363898,1.124636377966161,0.9835155556009658,0.0363546518433156
10,0.3,3,4,Z2,1,multi_mags,0.0009843639227514,23.012215823753017,0.1260759684335677,0.0056272963136295,1.105753045476931,0.9839195411621288,0.0376243925422783
10,0.32,3,4,Z2,1,multi_mags,0.001004173103941,18.818869871162143,0.1425146332626647,0.0058288421057197,1.050789421083815,0.9785609622795836,0.0374447863993806
10,0.34,3,4,Z2,1,multi_mags,0.0010574884053169,15.916299547858635,0.1339695421053427,0.0069095090989982,1.0793547867085185,0.9795502276087,0.0455528292511504
10,0.36,3,4,Z2,1,multi_mags,0.0010184867093094,14.233196273659184,0.1251722964191207,0.0063771723018542,1.0720632258333846,0.978759745437654,0.0380357394085864
10,0.38,3,4,Z2,1,multi_mags,0.0009843825784622,12.353395951502655,0.1075251631924829,0.0059820177296712,1.1158186442477145,0.9773341091885526,0.0304506585173767
10,0.4,3,4,Z2,1,multi_mags,0.001016344942629,10.33742744510495,0.1072888692414546,0.0054514685984065,1.0997671220684264,0.9736645936281594,0.0448944280022788
10,0.42,3,4,Z2,1,multi_mags,0.0010257742502283,9.441845518147224,0.1041735721426122,0.0061029940542866,1.0887704449644928,0.971349352989141,0.0327630490383085
10,0.44,3,4,Z2,1,multi_mags,0.0010464182215117,8.233406927939823,0.1054828762308547,0.0064506574515339,1.073973179828032,0.9689512757061374,0.051981264282288
10,0.46,3,4,Z2,1,multi_mags,0.0010083269254709,6.899011352602557,0.0941961510004472,0.0057835012763837,1.1169428691242478,0.970077937690987,0.0323665060927581
10,0.48,3,4,Z2,1,multi_mags,0.0010334925736919,6.386107515630838,0.0833932152275577,0.0054794867537966,1.0564953917978412,0.9708479459450402,0.0472978213599062
10,0.5,3,4,Z2,1,multi_mags,0.001002642985343,5.638619683107567,0.0869003944115187,0.0052981640817468,1.020186291581849,0.9667301183937856,0.0323991039906257
10,0.52,3,4,Z2,1,multi_mags,0.0010474008441568,4.714846807384049,0.0918769408662746,0.005497363627286,1.028474849510374,0.967610132191742,0.0333816072695963
10,0.54,3,4,Z2,1,multi_mags,0.0011656117589098,4.215019197649847,0.0773742105836517,0.0052488430842976,1.0225892197255326,0.9707222016625712,0.0424231450248766
