2.075544e-02	1
1.000776e-01	2
4.494946e-02	3
2.995680e-02	4
3.196502e-02	5
2.100634e-02	6
7.877569e-02	7
1.616144e-01	8
4.079447e-02	9
3.256897e-02	10
4.116706e-02	20
3.693092e-02	30
3.543045e-02	40
2.617862e-02	50
2.518002e-02	60
2.092383e-02	70
2.602024e-02	80
1.831401e-02	90
4.056417e-02	100
1.699098e-02	1
2.021947e-02	2
6.920777e-02	3
5.243285e-02	4
4.865069e-02	5
3.024782e-02	6
1.786422e-01	7
4.536104e-02	8
4.578706e-02	9
3.040910e-02	10
1.701639e-02	20
1.297853e-02	30
2.503676e-02	40
1.675526e-02	50
2.565799e-02	60
1.022164e-02	70
1.129171e-02	80
1.643646e-02	90
1.801255e-02	100
