2.930616e-01	10
2.980073e-01	20
2.972041e-01	30
2.976736e-01	40
2.866322e-01	50
3.023848e-01	60
2.883444e-01	70
2.838968e-01	80
2.954784e-01	90
3.067936e-01	100
2.938105e-01	500
2.762461e-01	1000
---
2.891235e-01	10
2.879049e-01	20
2.888269e-01	30
2.947854e-01	40
2.743473e-01	50
2.992410e-01	60
2.922841e-01	70
2.912061e-01	80
3.062660e-01	90
2.704050e-01	100
2.892170e-01	500
2.501226e-01	1000
---
2.913812e-01	10
2.923072e-01	20
2.997643e-01	30
2.930348e-01	40
2.925971e-01	50
3.013975e-01	60
2.940327e-01	70
3.064728e-01	80
2.785450e-01	90
3.123458e-01	100
2.910653e-01	500
2.932661e-01	1000
