9.760620e-04	1
9.766526e-04	2
1.017191e-03	3
1.978748e-03	4
4.678186e-02	5
5.171191e-02	6
1.065515e-01	7
1.417005e-01	8
1.974495e-01	9
1.495022e-01	10
2.343777e-01	20
2.314061e-01	30
2.050371e-01	40
2.240473e-01	50
2.151060e-01	60
2.186714e-01	70
2.140903e-01	80
2.193535e-01	90
2.193277e-01	100
---
9.778830e-04	1
1.006068e-03	2
1.075432e-03	3
1.753872e-03	4
3.342827e-02	5
2.570129e-01	6
2.572573e-01	7
4.474139e-01	8
2.833571e-01	9
6.599403e-01	10
7.685203e-01	20
9.039688e-01	30
9.432144e-01	40
9.279416e-01	50
9.430506e-01	60
9.276000e-01	70
9.705533e-01	80
9.656254e-01	90
9.201833e-01	100
