7.636933e-01	1
5.076700e-01	2
9.247314e-01	3
8.564698e-01	4
8.114577e-01	5
8.568298e-01	6
8.870213e-01	7
8.838139e-01	8
9.044679e-01	9
8.386336e-01	10
7.839834e-01	20
8.343956e-01	30
8.729593e-01	40
8.667448e-01	50
8.462502e-01	60
8.252393e-01	70
8.446841e-01	80
8.878321e-01	90
8.787166e-01	100
---
9.130401e-01	1
5.352781e-01	2
9.056678e-01	3
7.035804e-01	4
7.085059e-01	5
8.758726e-01	6
8.265325e-01	7
7.169281e-01	8
8.520187e-01	9
6.057348e-01	10
9.014450e-01	20
8.621160e-01	30
8.844401e-01	40
9.156424e-01	50
9.454882e-01	60
8.626011e-01	70
9.322074e-01	80
9.075979e-01	90
9.418890e-01	100
