2.926120e-01	1
2.926259e-01	2
2.909546e-01	3
2.817494e-01	4
3.085434e-01	5
2.972222e-01	6
3.438442e-01	7
2.395496e-01	8
1.487272e-01	9
5.393462e-01	10
4.229438e-01	20
1.772387e-02	30
1.684986e-01	40
1.167909e-02	50
8.754153e-02	60
2.373713e-01	70
6.774608e-01	80
4.155171e-03	90
1.682116e-01	100
---
4.055746e-01	1
4.685880e-01	2
4.889578e-01	3
6.464643e-01	4
8.163689e-01	5
8.902831e-01	6
9.703827e-01	7
9.053540e-01	8
9.053503e-01	9
9.883550e-01	10
9.124638e-01	20
9.849521e-01	30
9.890188e-01	40
9.802179e-01	50
9.863341e-01	60
9.714613e-01	70
9.895113e-01	80
9.921456e-01	90
9.808027e-01	100
---
4.448024e-01	1
4.516872e-01	2
4.297133e-01	3
6.111396e-01	4
7.302081e-01	5
8.985975e-01	6
9.188592e-01	7
9.008714e-01	8
9.514385e-01	9
9.598841e-01	10
9.788526e-01	20
9.901375e-01	30
9.907719e-01	40
9.851173e-01	50
9.907570e-01	60
9.829446e-01	70
9.856550e-01	80
9.910391e-01	90
9.796825e-01	100
