9.812736e-04	10
9.993974e-04	20
1.050204e-03	30
1.035733e-03	40
1.013619e-03	50
1.017814e-03	60
9.955989e-04	70
1.033121e-03	80
1.026257e-03	90
1.037433e-03	100
2.995803e-03	500
2.767227e-03	1000
---
9.875512e-04	10
1.006907e-03	20
1.020684e-03	30
1.010511e-03	40
1.017168e-03	50
1.023282e-03	60
1.060201e-03	70
1.041901e-03	80
1.043440e-03	90
1.025939e-03	100
2.370251e-02	500
4.137977e-03	1000
---
9.922284e-04	10
1.024556e-03	20
1.037227e-03	30
1.013305e-03	40
9.996290e-04	50
1.021272e-03	60
1.026761e-03	70
1.014118e-03	80
1.035860e-03	90
1.006308e-03	100
2.291932e-02	500
2.133148e-02	1000
