---
---
---
---
---
---
---
4.070468e-01	1
5.108285e-01	1
6.458272e-01	1
6.632055e-01	1
3.883599e-01	1
7.354386e-01	1
8.886422e-01	1
8.628823e-01	1
4.626584e-01	2
8.306040e-01	2
8.901096e-01	2
8.691025e-01	2
9.748626e-01	2
5.593050e-01	2
9.309420e-01	2
9.762742e-01	2
4.877208e-01	3
9.320567e-01	3
9.502154e-01	3
9.570577e-01	3
9.660404e-01	3
8.002925e-01	3
9.855871e-01	3
9.742570e-01	3
6.003608e-01	4
9.604907e-01	4
9.689133e-01	4
9.771612e-01	4
9.426786e-01	4
8.864839e-01	4
9.689518e-01	4
9.649075e-01	4
6.518499e-01	5
9.804864e-01	5
9.393315e-01	5
8.899001e-01	5
9.817802e-01	5
9.363740e-01	5
9.885733e-01	5
9.912931e-01	5
6.410954e-01	6
9.867063e-01	6
9.899500e-01	6
9.882248e-01	6
9.788387e-01	6
9.051430e-01	6
9.832281e-01	6
9.908502e-01	6
6.024227e-01	7
9.875098e-01	7
9.908917e-01	7
9.729736e-01	7
9.570980e-01	7
9.232302e-01	7
9.855288e-01	7
9.860568e-01	7
9.594391e-01	8
9.889904e-01	8
9.727719e-01	8
9.698900e-01	8
9.784685e-01	8
9.647532e-01	8
9.836551e-01	8
9.895804e-01	8
8.289568e-01	9
9.810912e-01	9
9.661413e-01	9
9.884217e-01	9
9.809030e-01	9
9.133927e-01	9
9.883512e-01	9
9.787570e-01	9
8.849360e-01	10
9.903580e-01	10
9.797312e-01	10
9.657148e-01	10
9.797621e-01	10
9.765672e-01	10
9.892322e-01	10
9.855045e-01	10
9.372181e-01	20
9.714559e-01	20
9.868150e-01	20
9.872837e-01	20
9.791727e-01	20
9.891986e-01	20
9.886254e-01	30
9.882073e-01	20
9.880226e-01	20
9.656550e-01	30
9.923014e-01	30
9.724782e-01	30
9.710989e-01	30
9.859957e-01	30
9.786912e-01	40
9.905861e-01	30
9.809316e-01	30
9.627346e-01	40
9.877422e-01	40
9.915807e-01	40
9.880617e-01	40
9.919213e-01	40
9.911918e-01	50
9.777091e-01	40
9.845746e-01	40
9.896878e-01	50
9.572306e-01	50
9.693941e-01	50
9.922217e-01	50
9.792405e-01	50
9.868597e-01	60
9.717476e-01	50
9.844344e-01	50
9.787864e-01	60
9.860469e-01	60
9.869710e-01	60
9.908971e-01	60
9.847716e-01	60
9.696739e-01	70
9.901863e-01	60
9.754218e-01	60
9.902557e-01	70
9.873358e-01	70
9.883321e-01	70
9.813314e-01	70
9.785122e-01	80
9.780939e-01	70
9.895752e-01	70
9.851334e-01	80
9.912789e-01	70
9.902386e-01	80
9.885854e-01	80
9.895586e-01	80
9.897431e-01	90
9.850054e-01	80
9.884928e-01	90
9.716786e-01	80
9.897681e-01	90
9.856256e-01	90
9.670575e-01	100
9.909358e-01	90
---
9.850088e-01	80
9.750284e-01	90
9.783073e-01	100
---
9.153467e-01	1
9.886302e-01	100
9.853320e-01	100
9.708515e-01	100
9.709364e-01	90
9.892731e-01	90
9.808523e-01	100
9.862417e-01	1
9.733666e-01	2
9.821382e-01	100
9.646012e-01	2
9.186753e-01	3
9.857226e-01	100
9.787846e-01	3
9.706446e-01	4
9.681533e-01	4
9.756475e-01	5
9.889238e-01	5
9.658139e-01	6
9.897730e-01	6
9.833606e-01	7
9.863596e-01	7
9.900775e-01	8
9.827472e-01	8
9.867933e-01	9
9.874539e-01	9
9.902982e-01	10
9.862487e-01	10
9.706995e-01	20
9.780303e-01	20
9.740707e-01	30
9.924851e-01	30
9.914191e-01	40
9.812697e-01	40
9.886788e-01	50
9.900255e-01	50
9.847437e-01	60
9.919609e-01	60
9.812237e-01	70
9.798154e-01	70
9.841278e-01	80
9.891189e-01	80
9.877400e-01	90
9.886061e-01	90
9.898723e-01	100
9.846671e-01	100
---
6.185200e-01	1
9.609765e-01	2
9.425995e-01	3
9.887921e-01	4
9.869436e-01	5
9.842453e-01	6
9.802497e-01	7
9.843394e-01	8
9.888814e-01	9
9.898064e-01	10
9.890157e-01	20
9.819295e-01	30
9.898183e-01	40
9.814177e-01	50
9.901115e-01	60
9.826302e-01	70
9.799774e-01	80
9.880279e-01	90
9.852948e-01	100
